Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Mobiluncus curtisii GCA_000196535.1	548479	GCA_000196535.1	Bacteria	0.03	0.0232	0.016493	1557	1765
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	Bacteria	0.03	0.111618	0.092187	1007	1765
s__Dialister sp001553355 GCA_001553355.1	1588754	GCA_001553355.1	Bacteria	0.03	0.084488	0.084445	1399	1765
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	Bacteria	0.02	0.075014	0.075057	1125	1176
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.02	0.034271	0.011349	871	1176
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	Bacteria	0.02	0.026668	0.016949	1061	1176
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.02	0.036801	0.033902	1060	1176
s__Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	GCA_000478985.1	Bacteria	0.02	0.059894	0.059714	1156	1176
s__Varibaculum vaginae GCA_900604285.1	2364797	GCA_900604285.1	Bacteria	0.02	0.033634	0.011	1387	1176
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.02	0.041952	0.027746	1567	1176
s__Porphyromonas asaccharolytica	28123		Bacteria	0.01	0.024887	0.010819	361	588
s__Porphyromonas_A somerae	322095		Bacteria	0.01	0.011984	0.011984	321	588
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.01	0.013137	0.012147	288	588
g__Fenollaria	1686313		Bacteria	0.01	0.094868	0.094868	309	588
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	Bacteria	0.01	0.012833	0.019189	484	588
s__Veillonella atypica	39777		Bacteria	0.01	0.044548	0.044108	370	588
