Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.9399999999999998	0.624225	0.297092	32837	39614
s__Trueperella bernardiae GCA_001808465.1	1581142	GCA_001808465.1	Bacteria	0.93	0.691005	0.421622	35649	39193
s__Pauljensenia turicensis GCA_000296505.1	883077	GCA_000296505.1	Bacteria	0.91	0.610859	0.610603	34392	38350
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	Bacteria	0.8699999999999999	0.436271	0.358598	34543	36664
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.8	0.542987	0.541381	28449	33714
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	0.74	0.874237	0.874237	44516	31186
s__Brevibacterium ravenspurgense GCA_001807555.1	1581140	GCA_001807555.1	Bacteria	0.7	0.438766	0.185242	30789	29500
s__Corynebacterium striatum GCA_000159135.1	525268	GCA_000159135.1	Bacteria	0.7	0.499817	0.495553	36387	29500
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	0.68	0.573654	0.571959	33156	28657
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	0.63	0.195077	0.15014	24884	26550
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	Bacteria	0.61	0.43087	0.430708	21155	25707
s__Prevotella sp000479005 GCA_000479005.1	1111130	GCA_000479005.1	Bacteria	0.57	0.168132	0.080312	30902	24021
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.51	0.375188	0.267612	19989	21493
s__Prevotella bergensis GCA_000160535.1	585502	GCA_000160535.1	Bacteria	0.48	0.31057	0.299532	30659	20228
s__Corynebacterium glucuronolyticum GCA_001815555.1	1739536	GCA_001815555.1	Bacteria	0.45999999999999996	0.409551	0.184169	24466	19386
s__Peptostreptococcus anaerobius GCA_000381525.1	1035196	GCA_000381525.1	Bacteria	0.45999999999999996	0.658094	0.333784	18767	19386
s__Finegoldia magna GCA_009678265.1	2584653	GCA_009678265.1	Bacteria	0.44	0.105057	0.040524	14775	18543
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	Bacteria	0.44	0.491471	0.398169	10576	18543
s__Lawsonella clevelandensis GCA_001293125.1	1528099	GCA_001293125.1	Bacteria	0.4099999999999999	0.465425	0.286231	14748	17278
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.4099999999999999	0.084392	0.027394	15083	17278
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	Bacteria	0.33	0.243871	0.14135	13164	13907
s__Jonquetella anthropi GCA_000161995.1	645512	GCA_000161995.1	Bacteria	0.33	0.386373	0.259308	11486	13907
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.32	0.157372	0.137461	12200	13486
s__Prevotella colorans GCA_003096815.1	1703337	GCA_003096815.1	Bacteria	0.32	0.018557	0.016378	18070	13486
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	Bacteria	0.25	0.34214	0.226284	7896	10536
s__Peptoniphilus_B duerdenii GCA_000478945.1	1111133	GCA_000478945.1	Bacteria	0.25	0.355433	0.253872	9453	10536
s__Facklamia hominis GCA_000413455.1	883110	GCA_000413455.1	Bacteria	0.24	0.359495	0.199709	8532	10114
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.22	0.067397	0.04149	9475	9271
s__Winkia sp002849225 GCA_001807435.1	1581131	GCA_001807435.1	Bacteria	0.22	0.336956	0.162524	9125	9271
s__Olegusella massiliensis GCA_900078545.1	1776381	GCA_900078545.1	Bacteria	0.22	0.285291	0.282309	7827	9271
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.2	0.095786	0.023822	7217	8429
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	Bacteria	0.2	0.204727	0.192426	7895	8429
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.19	0.191382	0.102968	8975	8007
s__Dermabacter hominis GCA_001807345.1	1581125	GCA_001807345.1	Bacteria	0.18	0.196895	0.069427	7676	7586
s__Porphyromonas uenonis_A GCA_000174775.1	596327	GCA_000174775.1	Bacteria	0.18	0.162737	0.052013	7362	7586
s__Corynebacterium sp001806875 GCA_001806875.1	1581069	GCA_001806875.1	Bacteria	0.16	0.128994	0.054337	7272	6743
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	Bacteria	0.16	0.210831	0.103785	5271	6743
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	Bacteria	0.16	0.101956	0.097219	5833	6743
s__Staphylococcus haemolyticus GCA_000261465.1	1134914	GCA_000261465.1	Bacteria	0.15	0.292529	0.158879	6512	6321
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	Bacteria	0.14	0.321931	0.269638	5095	5900
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.14	0.290209	0.290617	6232	5900
s__Veillonella parvula_A GCA_015549975.1	29466	GCA_015549975.1	Bacteria	0.14	0.155079	0.026435	5443	5900
s__Porphyromonas_A sp001808555 GCA_001808555.1	1739394	GCA_001808555.1	Bacteria	0.13	0.150955	0.142089	5428	5479
s__Campylobacter_B hominis GCA_000017585.1	360107	GCA_000017585.1	Bacteria	0.12	0.200858	0.201061	3986	5057
s__Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	GCA_000478985.1	Bacteria	0.12	0.13266	0.131478	4471	5057
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.11	0.132289	0.080977	5370	4636
g__Prevotella	838		Bacteria	0.11	0.00757	0.00757	5253	4636
s__Ndongobacter massiliensis GCA_900120375.1	1871025	GCA_900120375.1	Bacteria	0.11	0.123573	0.121448	4114	4636
s__Mobiluncus curtisii GCA_000196535.1	548479	GCA_000196535.1	Bacteria	0.1	0.033406	0.044969	3993	4214
s__Anaerococcus obesiensis GCA_001811125.1	1739286	GCA_001811125.1	Bacteria	0.1	0.145855	0.118865	3700	4214
s__Fenollaria timonensis GCA_001457835.1	1723384	GCA_001457835.1	Bacteria	0.1	0.02515	0.01376	3275	4214
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	Bacteria	0.09	0.127627	0.127539	2850	3793
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	Bacteria	0.09	0.12064	0.070129	3941	3793
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.09	0.070701	0.045115	3136	3793
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.09	0.095957	0.07333	3104	3793
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.08	0.130755	0.078865	3685	3371
s__Corynebacterium simulans GCA_001586215.1	146827	GCA_001586215.1	Bacteria	0.08	0.101823	0.058199	4171	3371
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	Bacteria	0.07	0.223669	0.155512	2593	2950
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.07	0.204704	0.115087	3068	2950
s__Actinomyces urogenitalis GCA_000159035.1	525246	GCA_000159035.1	Bacteria	0.07	0.097898	0.057185	3558	2950
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.07	0.054488	0.025853	2632	2950
s__Bifidobacterium infantis GCA_902167555.1	1682	GCA_902167555.1	Bacteria	0.06	0.039874	0.077557	3206	2529
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	Bacteria	0.06	0.092305	0.025276	1976	2529
s__Anaerococcus lactolyticus	33032		Bacteria	0.06	0.032505	0.032505	2251	2529
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.06	0.097423	0.097423	1500	2529
s__Bradyrhizobium sp003020075 GCA_000465325.1	1230476	GCA_000465325.1	Bacteria	0.06	0.069458	0.099141	9425	2529
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.05	0.009471	0.009702	2364	2107
s__Peptoniphilus_A senegalensis GCA_000321025.1	1033744	GCA_000321025.1	Bacteria	0.05	0.03734	0.014171	1875	2107
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	Bacteria	0.05	0.087152	0.025568	1678	2107
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.05	0.013422	0.010879	1603	2107
s__Gleimia europaea_B GCA_000411155.1	883069	GCA_000411155.1	Bacteria	0.04	0.044223	0.02136	1322	1686
s__Corynebacterium aurimucosum_F GCA_000022905.1	548476	GCA_000022905.1	Bacteria	0.04	0.040353	0.037206	1873	1686
s__Corynebacterium imitans GCA_000739455.1	156978	GCA_000739455.1	Bacteria	0.04	0.027851	0.026806	2163	1686
s__Slackia exigua GCA_000293015.1	1111137	GCA_000293015.1	Bacteria	0.04	0.039707	0.023801	1414	1686
s__Porphyromonas asaccharolytica GCA_000183605.2	910312	GCA_000183605.2	Bacteria	0.04	0.05042	0.01446	1749	1686
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	Bacteria	0.04	0.056161	0.038044	1835	1686
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	Bacteria	0.04	0.18113	0.127538	1512	1686
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.04	0.070682	0.054769	1529	1686
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	Bacteria	0.04	0.072595	0.072595	1632	1686
s__Staphylococcus borealis GCA_009735325.1	2742203	GCA_009735325.1	Bacteria	0.03	0.052083	0.035714	1278	1264
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.03	0.044953	0.012426	1322	1264
s__Fenollaria massiliensis GCA_002998695.1	2081703	GCA_002998695.1	Bacteria	0.03	0.0331	0.01675	897	1264
s__Bilophila wadsworthia GCA_000701705.1	1408428	GCA_000701705.1	Bacteria	0.03	0.05136	0.018283	2913	1264
g__Bradyrhizobium	374		Bacteria	0.03	0.111199	0.058057	4722	1264
s__Cutibacterium avidum GCA_000227295.1	997355	GCA_000227295.1	Bacteria	0.02	0.02685	0.026296	943	843
g__Corynebacterium	1716		Bacteria	0.02	0.029717	0.030962	906	843
s__Bradyrhizobium elkanii	29448		Bacteria	0.02	0.042303	0.010982	2748	843
s__Staphylococcus epidermidis	1282		Bacteria	0.01	0.064657	0.15	428	421
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	Bacteria	0.01	0.022587	0.267498	584	421
s__Brevibacterium sp001815905	1176165		Bacteria	0.01	0.025787	0.005732	680	421
g__Cutibacterium	1912216		Bacteria	0.01	0.023026	0.012579	557	421
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.01	0.029585	0.012658	457	421
s__Anaeroglobus vaginalis	1111454		Bacteria	0.01	0.003027	0.003027	395	421
s__Fusobacterium polymorphum GCA_000523555.1	1357398	GCA_000523555.1	Bacteria	0.01	0.05483	0.042691	526	421
