Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Eubacterium limosum	1736	0.01	1935	634
Monoglobus pectinilyticus	1981510	0.01	1529	634
Anaerococcus vaginalis	33037	0.01	842	634
Anaerococcus vaginalis_B	33037	0.01	473	634
Anaerococcus hydrogenalis	33029	0.01	446	634
Anaerococcus senegalensis	1288120	0.01	477	634
Peptoniphilus_A senegalensis	1465757	0.01	916	634
Urinicoccus timonensis	2024205	0.01	1227	634
Ezakiella peruensis	1464038	0.01	401	634
Peptoniphilus_C pacaensis	1776390	0.01	666	634
Alterileibacterium massiliense	1870997	0.01	682	634
CAG-41 sp900066215	59620	0.01	1803	634
Bacteroides thetaiotaomicron	818	0.01	4072	634
Bacteroides ovatus	28116	0.01	3793	634
Bacteroides timonensis	1470345	0.01	1755	634
Prevotella buccalis	28127	0.01	1759	634
Prevotella disiens	28130	0.01	1297	634
Prevotella sp000758925	1284775	0.01	608	634
Parabacteroides merdae	46503	0.01	2303	634
Alistipes onderdonkii	328813	0.01	1978	634
Alistipes_A ihumii	1470347	0.01	1089	634
Odoribacter splanchnicus	28118	0.01	1033	634
Porphyromonas_u_s	836	0.01	671	634
Winkia sp002849225	29318	0.01	583	634
Collinsella sp905215065	74426	0.01	1274	634
Collinsella sp003459245	74426	0.01	1332	634
Collinsella sp905215445	74426	0.01	666	634
Eggerthella lenta	84112	0.01	1504	634
Bilophila wadsworthia	35833	0.01	2006	634
Parasutterella excrementihominis	487175	0.01	745	634
Bradyrhizobium sp002532045	2057741	0.01	5106	634
Bradyrhizobium elkanii	29448	0.01	5399	634
Campylobacter_B hominis	76517	0.01	573	634
