Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Lactococcus lactis	1358	0.09	967	1148
Thomasclavelia saccharogumia	341225	0.09	1373	1148
Blautia sp000432195	77133	0.09	1534	1148
Pseudoruminococcus massiliensis	2086583	0.09	1090	1148
Lawsonibacter sp000177015	749906	0.09	1379	1148
Anaerococcus hydrogenalis	33029	0.09	846	1148
Collinsella sp003466125	74426	0.09	946	1148
Bradyrhizobium sp003020075	2057741	0.09	3156	1148
Ruminococcus_D sp900604945	2364796	0.08	1001	1021
Negativibacillus massiliensis	1871035	0.08	1106	1021
Anaerococcus lactolyticus	33032	0.08	820	1021
Peptoniphilus_C pacaensis	1776390	0.08	750	1021
Fenollaria massiliensis	938288	0.08	688	1021
Ezakiella coagulans	46507	0.08	699	1021
Varibaculum timonense_A	1870994	0.08	841	1021
Actinotignum timonense	1870995	0.08	951	1021
Methanobrevibacter_A smithii_A	2173	0.08	759	1021
Faecalibacillus sp003480255	1509	0.07	789	893
Anaerococcus vaginimassiliensis	2042308	0.07	638	893
Urinicoccus timonensis	2024205	0.07	663	893
Peptoniphilus_B duerdenii	507750	0.07	646	893
Klebsiella pneumoniae	573	0.07	1105	893
Enterococcus faecalis	1351	0.06	831	766
Allobacillus salarius	1955272	0.06	704	766
Copromonas sp000435795	186803	0.06	862	766
Bacteroides xylanisolvens	371601	0.06	1815	766
Gordonibacter urolithinfaciens	1335613	0.06	1025	766
Peptococcus niger	2741	0.06	623	766
Staphylococcus lugdunensis	28035	0.05	631	638
Faecalibacterium sp900758465	216851	0.05	519	638
Ruthenibacterium lactatiformans	1550024	0.05	1117	638
Anaerococcus jeddahensis	1673719	0.05	494	638
Peptoniphilus_E obesi	1472765	0.05	413	638
Alistipes communis	2585118	0.05	846	638
Alistipes shahii	328814	0.05	975	638
Gleimia urinae	1689268	0.05	452	638
Actinomyces_u_s	1654	0.05	789	638
Agrobacterium oryzihabitans	357	0.05	1144	638
Lachnospira sp003537285	515620	0.04	466	510
Dorea_A longicatena	88431	0.04	548	510
Oliverpabstia sp002361775	2815777	0.04	602	510
Anaerococcus urinomassiliensis	1745712	0.04	412	510
Peptoniphilus_A harei	54005	0.04	376	510
Alistipes cottocaccae	239759	0.04	670	510
Rothia mucilaginosa_A	155900	0.04	481	510
Dermabacter hominis	36740	0.04	473	510
Corynebacterium glucuronolyticum	39791	0.04	546	510
Pseudomonas_E antarctica_A	219572	0.04	1302	510
Methylobacterium thiocyanatum	223967	0.04	1045	510
Cloacibacillus porcorum	1197717	0.04	750	510
Dialister micraerophilus	309120	0.04	257	510
Lactococcus cremoris	1359	0.03	351	383
Staphylococcaceae_u_s	90964	0.03	358	383
Gemella morbillorum	29391	0.03	237	383
CAG-313 sp000433035	1279	0.03	256	383
Blautia sp001304935	1697784	0.03	1045	383
Lawsonibacter asaccharolyticus	2108523	0.03	541	383
Anaerococcus mediterraneensis	1870984	0.03	341	383
Peptoniphilus_A timonensis	1268254	0.03	229	383
Parvimonas micra	33033	0.03	217	383
Murdochiella_u_s	1161127	0.03	225	383
Corynebacterium_u_s	1716	0.03	380	383
Aerococcus_u_s	1375	0.02	217	255
Mediannikoviicoccus massiliensis	1689303	0.02	162	255
Odoribacter splanchnicus	28118	0.02	454	255
Alistipes_A indistinctus	626932	0.02	319	255
Porphyromonas asaccharolytica	28123	0.02	197	255
Actinomyces graevenitzii	55565	0.02	189	255
Mobiluncus_u_s	2050	0.02	225	255
Phyllobacterium_u_s	28100	0.02	454	255
Butyricimonas_u_s	574697	0.01	240	128
Porphyromonas_u_s	836	0.01	138	128
Pauljensenia_u_s	2740557	0.01	158	128
Veillonella nakazawae	2682456	0.01	178	128
