Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Prevotella sp900547085 GCA_900547085.1	159272	GCA_900547085.1	Bacteria	0.28	0.16666	0.091135	5656	6954
s__Corynebacterium sp001815985 GCA_001815985.1	1581065	GCA_001815985.1	Bacteria	0.28	0.183408	0.10385	5801	6954
s__Actinotignum schaalii GCA_000724605.1	59505	GCA_000724605.1	Bacteria	0.27	0.070744	0.037199	5531	6706
s__Prevotella bergensis GCA_000160535.1	585502	GCA_000160535.1	Bacteria	0.26	0.168664	0.164336	8135	6457
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	Bacteria	0.25	0.192297	0.082011	4016	6209
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	Bacteria	0.24	0.226961	0.181105	2852	5961
s__Fusicatenibacter saccharivorans GCA_015557635.1	1150298	GCA_015557635.1	Bacteria	0.22999999999999998	0.191311	0.121716	7834	5712
s__Bifidobacterium bifidum	1681		Bacteria	0.21	0.185241	0.875	4500	5216
s__Corynebacterium imitans GCA_000739455.1	156978	GCA_000739455.1	Bacteria	0.21	0.119374	0.118755	5155	5216
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.19	0.183557	0.159446	3292	4719
s__Prevotella colorans GCA_003096815.1	1703337	GCA_003096815.1	Bacteria	0.19	0.144551	0.134481	5318	4719
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	Bacteria	0.19	0.154894	0.101369	4181	4719
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	0.19	0.184806	0.181321	3651	4719
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	Bacteria	0.17	0.145663	0.065142	3879	4222
s__Ezakiella peruensis GCA_900215725.1	1464038	GCA_900215725.1	Bacteria	0.16	0.142733	0.142368	2553	3974
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	0.16	0.117478	0.116455	4193	3974
s__Collinsella aerofaciens_M GCA_015557485.1	74426	GCA_015557485.1	Bacteria	0.16	0.086467	0.037443	3522	3974
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	Bacteria	0.15	0.199847	0.063613	2938	3725
s__Blautia_A massiliensis GCA_013304975.1	1737424	GCA_013304975.1	Bacteria	0.15	0.144138	0.030459	4907	3725
s__Finegoldia magna_H GCA_000221585.2	866779	GCA_000221585.2	Bacteria	0.14	0.140387	0.040224	2540	3477
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.14	0.120463	0.120449	3046	3477
s__Faecalibacterium prausnitzii GCA_009679905.1	853	GCA_009679905.1	Bacteria	0.13	0.029576	0.013943	3770	3229
s__Prevotella sp000479005 GCA_000479005.1	1111130	GCA_000479005.1	Bacteria	0.13	0.104446	0.045393	3468	3229
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.13	0.090001	0.052988	3222	3229
s__Blautia_A wexlerae GCA_009881535.1	418240	GCA_009881535.1	Bacteria	0.12	0.078689	0.026675	5057	2980
s__Anaerostipes hadrus GCA_000332875.2	649757	GCA_000332875.2	Bacteria	0.12	0.142494	0.138452	3119	2980
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	Bacteria	0.12	0.221788	0.218782	2313	2980
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.11	0.104648	0.027763	2062	2732
s__Peptoniphilus_A lacydonensis GCA_000246925.2	875454	GCA_000246925.2	Bacteria	0.11	0.268331	0.111568	1963	2732
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.11	0.092216	0.05423	2567	2732
s__Oliverpabstia intestinalis GCA_003478705.1	2292964	GCA_003478705.1	Bacteria	0.1	0.105494	0.095714	3434	2484
s__Dorea_A longicatena GCA_025150085.1	88431	GCA_025150085.1	Bacteria	0.09	0.108194	0.103897	2624	2235
s__Phocaeicola vulgatus GCA_000699865.1	1339352	GCA_000699865.1	Bacteria	0.09	0.113419	0.023904	4377	2235
s__Corynebacterium urealyticum GCA_000338095.1	1267754	GCA_000338095.1	Bacteria	0.09	0.093785	0.031776	1999	2235
s__Collinsella aerofaciens_G GCA_015670765.1	74426	GCA_015670765.1	Bacteria	0.09	0.037395	0.018433	1916	2235
s__Agathobacter faecis GCA_001406815.1	301302	GCA_001406815.1	Bacteria	0.08	0.075154	0.07433	2494	1987
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.08	0.098462	0.039369	1355	1987
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	Bacteria	0.08	0.027924	0.009871	2425	1987
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	Bacteria	0.08	0.06109	0.024123	1684	1987
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	Bacteria	0.08	0.026714	0.017543	1724	1987
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.08	0.056921	0.048826	1549	1987
s__Streptococcus vestibularis GCA_000180075.1	904306	GCA_000180075.1	Bacteria	0.07	0.082232	0.04865	1222	1739
s__Anaerobutyricum hallii GCA_000435875.1	1263078	GCA_000435875.1	Bacteria	0.07	0.084056	0.040849	1665	1739
s__Faecalibacterium prausnitzii_D GCA_002549895.2	853	GCA_002549895.2	Bacteria	0.07	0.066081	0.011362	1806	1739
s__Faecalibacterium prausnitzii_D	853		Bacteria	0.07	0.10782	0.106061	1993	1739
s__Faecalibacterium duncaniae GCA_018784565.1	853	GCA_018784565.1	Bacteria	0.07	0.039939	0.013863	2088	1739
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.07	0.112441	0.079827	1395	1739
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.07	0.090761	0.047777	1216	1739
s__Corynebacterium amycolatum_A GCA_001809065.1	1715027	GCA_001809065.1	Bacteria	0.07	0.080616	0.014443	1605	1739
s__Blautia_A obeum	40520		Bacteria	0.06	0.096161	0.030508	2056	1490
s__Agathobacter rectalis GCA_000020605.1	515619	GCA_000020605.1	Bacteria	0.06	0.069611	0.070578	1897	1490
s__Gemmiger formicilis GCA_900167555.1	745368	GCA_900167555.1	Bacteria	0.06	0.036029	0.035805	1688	1490
s__Prevotella ihumii GCA_900155655.1	1917878	GCA_900155655.1	Bacteria	0.06	0.020699	0.011621	1934	1490
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	Bacteria	0.06	0.050586	0.049873	2569	1490
s__Corynebacterium amycolatum GCA_001811205.1	1739292	GCA_001811205.1	Bacteria	0.06	0.071588	0.033326	1425	1490
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.06	0.004174	0.003921	2616	1490
s__Staphylococcus hominis GCA_000269685.1	1185421	GCA_000269685.1	Bacteria	0.05	0.061828	0.03105	921	1242
s__Blautia_A obeum GCA_013304315.1	40520	GCA_013304315.1	Bacteria	0.05	0.073639	0.011559	1546	1242
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.05	0.078132	0.035461	845	1242
s__Porphyromonas uenonis GCA_000482365.1	1122976	GCA_000482365.1	Bacteria	0.05	0.088248	0.023346	1174	1242
s__Gleimia europaea_B GCA_000411155.1	883069	GCA_000411155.1	Bacteria	0.05	0.049499	0.041729	955	1242
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	Bacteria	0.04	0.105544	0.01356	701	993
s__Faecalibacterium longum GCA_003293635.1	853	GCA_003293635.1	Bacteria	0.04	0.018373	0.017194	961	993
s__Anaerococcus vaginalis_B GCA_000307225.1	33037	GCA_000307225.1	Bacteria	0.04	0.059701	0.058679	694	993
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	Bacteria	0.04	0.027763	0.018347	758	993
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	Bacteria	0.04	0.030095	0.029736	730	993
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	0.04	0.026278	0.010202	1262	993
s__Comamonas tsuruhatensis	80866		Bacteria	0.04	0.026468	0.022194	2895	993
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	Bacteria	0.04	0.038227	0.036508	2640	993
s__Streptococcus thermophilus GCA_000262675.1	1187956	GCA_000262675.1	Bacteria	0.03	0.035727	0.014925	488	745
s__Dorea_A longicatena_B GCA_024168045.1	88431	GCA_024168045.1	Bacteria	0.03	0.036107	0.01712	767	745
s__Lachnospira eligens_A GCA_009680455.1	39485	GCA_009680455.1	Bacteria	0.03	0.026829	0.01188	671	745
s__Mediterraneibacter faecis GCA_001312505.1	1298596	GCA_001312505.1	Bacteria	0.03	0.024725	0.024244	946	745
s__Eisenbergiella sp900066775 GCA_003481005.1	2292898	GCA_003481005.1	Bacteria	0.03	0.018756	0.018957	870	745
s__Faecalibacterium sp900539885 GCA_900539885.1	259315	GCA_900539885.1	Bacteria	0.03	0.015014	0.010951	638	745
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.03	0.024969	0.037136	444	745
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.03	0.065542	0.048754	552	745
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	Bacteria	0.03	0.033577	0.018304	554	745
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.03	0.044274	0.044043	437	745
s__Prevotella sp000758925 GCA_000758925.1	1284775	GCA_000758925.1	Bacteria	0.03	0.041456	0.010183	679	745
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.03	0.033159	0.024076	566	745
s__Veillonella atypica	39777		Bacteria	0.03	0.072289	0.067623	620	745
s__Phascolarctobacterium faecium GCA_003269275.1	1122957	GCA_003269275.1	Bacteria	0.03	0.038963	0.017236	620	745
Saccharomyces cerevisiae	4932	ATCC_9763	Fungi	0.03	0.001585	0.001339	230	745
s__Blautia_A faecis GCA_018785625.1	871665	GCA_018785625.1	Bacteria	0.02	0.019371	0.01275	618	497
s__Oliverpabstia faecicola GCA_004123145.1	2509240	GCA_004123145.1	Bacteria	0.02	0.036414	0.012208	577	497
s__Lachnospira eligens GCA_000146185.1	515620	GCA_000146185.1	Bacteria	0.02	0.022409	0.018335	651	497
s__Roseburia intestinalis	166486		Bacteria	0.02	0.015623	0.014962	728	497
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.02	0.027202	0.018154	319	497
s__Prevotella stercorea GCA_000235885.1	1002367	GCA_000235885.1	Bacteria	0.02	0.012476	0.012347	494	497
s__Bacteroides stercoris GCA_015551965.1	46506	GCA_015551965.1	Bacteria	0.02	0.018227	0.010069	691	497
s__Bacteroides uniformis	820		Bacteria	0.02	0.03139	0.03139	886	497
Salmonella enterica subsp. enterica serovar Muenster str. CFSAN004344 GCA_018339495.1	1410933	GCA_018339495.1	Bacteria	0.02	0.029362	0.015831	1021	497
s__Cutibacterium acnes	1747		Bacteria	0.02	0.01627	0.016245	427	497
s__Eggerthella lenta	84112		Bacteria	0.02	0.017174	0.012936	655	497
s__Weissella cibaria GCA_015551705.1	137591	GCA_015551705.1	Bacteria	0.01	0.013856	0.011077	337	248
s__Eubacterium_I ramulus GCA_000469345.1	1256908	GCA_000469345.1	Bacteria	0.01	0.010817	0.010759	353	248
s__Anaerococcus nagyae GCA_003433955.1	1755241	GCA_003433955.1	Bacteria	0.01	0.019848	0.014241	143	248
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	0.01	0.027591	0.01773	263	248
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	Bacteria	0.01	0.030298	0.020562	142	248
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	Bacteria	0.01	0.012632	0.01214	174	248
s__CAG-41 sp900066215	59620		Bacteria	0.01	0.014981	0.014981	314	248
s__Paraprevotella clara GCA_000233955.1	762968	GCA_000233955.1	Bacteria	0.01	0.01159	0.010876	409	248
s__Parabacteroides merdae	46503		Bacteria	0.01	0.010164	0.010775	390	248
s__Agrobacterium oryzihabitans	357		Bacteria	0.01	0.008865	0.008866	390	248
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	Bacteria	0.01	0.010633	0.010308	746	248
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.01	0.020405	0.020405	177	248
