ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-5973	cis-vaccenate biosynthesis	2870.51	0.28705096842439337
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	2698.08	0.2698079703211232
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	2687.19	0.2687189704409132
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	2687.19	0.2687189704409132
PWY-2941	L-lysine biosynthesis II	2668.41	0.2668409706474931
PWY0-1061	superpathway of L-alanine biosynthesis	2629.73	0.2629729710729731
PWY-5097	L-lysine biosynthesis VI	2615.35	0.2615349712311531
PWY-4041	γ-glutamyl cycle	2609.44	0.26094397129616304
PANTO-PWY	phosphopantothenate biosynthesis I	2566.07	0.25660697177323305
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	2541.68	0.25416797204152297
PWY-6897	thiamine diphosphate salvage II	2423.84	0.24238397333776288
PWY-7663	gondoate biosynthesis (anaerobic)	2400.15	0.24001497359835283
PWY-7977	L-methionine biosynthesis IV	2203.06	0.2203059757663426
NAGLIPASYN-PWY	lipid IVA biosynthesis (E. coli)	2199.01	0.2199009758108926
PWY-8073	lipid IVA biosynthesis (P. putida)	2199.01	0.2199009758108926
PWY-6595	superpathway of guanosine nucleotides degradation (plants)	2173.19	0.21731897609491257
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	2131.48	0.2131479765537225
PWY66-389	phytol degradation	2122.04	0.21220397665756252
PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type	2059.6	0.2059599773444024
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	2052.28	0.20522797742492244
PWY-7357	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	2023.18	0.2023179777450224
PWY-6607	guanosine nucleotides degradation I	2018.19	0.2018189777999124
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	1943.77	0.1943769786185323
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	1806.19	0.18061898013191213
GLYCOCAT-PWY	glycogen degradation I	1798.85	0.17988498021265212
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	1797.64	0.17976398022596213
PWY-702	L-methionine biosynthesis II	1791.81	0.1791809802900921
HISTSYN-PWY	L-histidine biosynthesis	1727.11	0.17271098100179202
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	1704.97	0.170496981245332
PWY-5676	acetyl-CoA fermentation to butanoate II	1687.34	0.16873398143926197
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	1651.97	0.16519698182833195
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	1508.89	0.1508889834022118
PWY-7356	thiamine diphosphate salvage IV (yeast)	1300.63	0.13006298569307154
PWY-6703	preQ0 biosynthesis	1284.04	0.1284039858755615
GLUTORN-PWY	L-ornithine biosynthesis I	1034.39	0.10343898862171122
FASYN-ELONG-PWY	fatty acid elongation -- saturated	883.861	0.08838609027753004
PWY-7664	oleate biosynthesis IV (anaerobic)	806.785	0.08067849112536594
PWY-6588	pyruvate fermentation to acetone	764.076	0.0764075915951649
PWY0-862	(5Z)-dodecenoate biosynthesis I	722.749	0.07227489204976185
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	714.167	0.07141669214416384
PWY-5989	stearate biosynthesis II (bacteria and plants)	708.042	0.07080419221153883
