Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Actinotignum schaalii_A	59505	0.21	8312	8438
Anaerococcus vaginimassiliensis	2042308	0.2	6309	8036
Peptoniphilus_A lacrimalis	33031	0.19	6351	7634
Staphylococcaceae_u_s	90964	0.18	8986	7233
Corynebacterium_u_s	1716	0.18	8300	7233
Anaerococcus vaginalis_C	77133	0.17	5822	6831
Urinicoccus massiliensis	1723382	0.15	5921	6027
Bradyrhizobium sp002532045	2057741	0.15	24712	6027
Corynebacterium amycolatum	43765	0.15	6986	6027
Staphylococcus epidermidis	1282	0.12	5004	4822
Anaerococcus sp900258475	77133	0.12	5155	4822
Anaerococcus obesiensis	1287640	0.11	4102	4420
Bradyrhizobium septentrionale	1404411	0.11	20688	4420
Corynebacterium singulare	161899	0.11	5845	4420
Anaerococcus senegalensis	1288120	0.1	3308	4018
Bradyrhizobium pachyrhizi	280333	0.1	18284	4018
Corynebacterium amycolatum_A	43765	0.1	4928	4018
Anaerococcus vaginalis	33037	0.09	3125	3616
Anaerococcus lactolyticus	33032	0.09	3614	3616
Corynebacterium mucifaciens	57171	0.09	3935	3616
Corynebacterium minutissimum	38301	0.09	4335	3616
Staphylococcus aureus	1280	0.08	4111	3215
Peptoniphilus_A grossensis	1465756	0.08	3135	3215
Varibaculum cambriense_A	184870	0.08	3268	3215
Corynebacterium glucuronolyticum	39791	0.07	3447	2813
Peptoniphilus_B sp000478985	507751	0.06	2172	2411
Comamonas tsuruhatensis	80866	0.06	8623	2410
Winkia neuii	33007	0.06	2668	2411
Aerococcus urinae_B	1376	0.05	1657	2009
Peptoniphilus_A phoceensis	1720298	0.05	1509	2009
Anaerococcus tetradius	33036	0.05	1948	2009
Anaerococcus mediterraneensis	1870984	0.05	1859	2009
Peptoniphilus_E obesi	1472765	0.05	1807	2009
Mediannikoviicoccus massiliensis	1689303	0.05	1892	2009
Porphyromonas_A somerae	322095	0.05	2289	2009
Ralstonia pickettii_B	329	0.05	4880	2009
Mobiluncus curtisii	2051	0.05	1942	2009
Anaerococcus jeddahensis	1673719	0.04	1364	1607
Anaerococcus hydrogenalis	33029	0.04	1306	1607
Anaerococcus octavius	54007	0.04	1535	1607
Anaerococcus provencensis	938293	0.04	1815	1607
Anaerococcus sp900232825	1977277	0.04	1603	1607
Bradyrhizobium ivorense	2511166	0.04	6750	1607
Pseudomonas_E antarctica_A	219572	0.03	3421	1205
Gleimia europaea_B	66228	0.03	1171	1205
Actinotignum timonense	1870995	0.03	1322	1205
Dermabacter vaginalis	1630135	0.03	1209	1205
Corynebacterium striatum	43770	0.03	1679	1205
Atopobium deltae	1393034	0.03	803	1205
Allobacillus salarius	1955272	0.02	900	804
Helcococcus sueciensis	241555	0.02	530	804
Escherichia coli	562	0.02	2104	804
Methylobacterium thiocyanatum	223967	0.02	2471	804
Pauljensenia radingae_A	1673722	0.02	1026	804
Anaerococcus porci	2652269	0.01	377	402
Prevotella timonensis	386414	0.01	688	402
Bradyrhizobium japonicum_C	375	0.01	936	402
Bradyrhizobium sp000938305	722472	0.01	1350	402
Afipia sp001425835	1736436	0.01	472	402
Agrobacterium oryzihabitans	357	0.01	927	402
Phyllobacterium_u_s	28100	0.01	556	402
Corynebacterium accolens	38284	0.01	627	402
Cutibacterium_u_s	1912216	0.01	494	402
Peptococcus niger	2741	0.01	371	402
