Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Bradyrhizobium viridifuturi GCA_002289535.1	418599	0.02	8130	1267
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.02	860	1267
Streptococcus salivarius GCA_000253335.1	1048332	0.01	833	634
Lactococcus lactis	1358	0.01	631	634
Allobacillus salarius GCA_007559425.1	1955272	0.01	1029	634
Thomasclavelia saccharogumia GCA_000686665.1	1121333	0.01	1280	634
Clostridium_AQ sp000165065 GCA_000165065.1	658659	0.01	1553	634
Blautia_A sp900120195 GCA_900120195.1	1917876	0.01	973	634
Blautia_A sp900066505 GCA_013304385.1	536633	0.01	2062	634
Lachnospira sp003451515 GCA_003464165.1	2292351	0.01	843	634
Lachnospira sp900316325 GCA_014287955.1	2763051	0.01	976	634
Oliverpabstia faecicola GCA_004123145.1	2509240	0.01	1527	634
Roseburia intestinalis GCA_902362885.1	166486	0.01	1846	634
Copromonas sp000435795 GCA_014385265.1	2763663	0.01	858	634
Ruminococcus_B gnavus GCA_013303595.1	33038	0.01	1031	634
Ruthenibacterium lactatiformans	1550024	0.01	1305	634
Dysosmobacter welbionis GCA_003574015.1	2109687	0.01	1078	634
Eubacterium limosum GCA_000807675.2	1736	0.01	1935	634
Monoglobus pectinilyticus GCA_002874775.1	1981510	0.01	1529	634
Anaerococcus vaginalis GCA_001812365.1	1739356	0.01	842	634
Anaerococcus vaginalis_B GCA_000307225.1	33037	0.01	473	634
Anaerococcus hydrogenalis GCA_000173355.1	561177	0.01	446	634
Anaerococcus senegalensis GCA_000321005.2	1033733	0.01	477	634
Peptoniphilus_A senegalensis GCA_000321025.1	1033744	0.01	916	634
Urinicoccus timonensis GCA_900232945.1	2024205	0.01	1227	634
Ezakiella peruensis GCA_900215725.1	1464038	0.01	401	634
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.01	666	634
Alterileibacterium massiliense GCA_900104645.1	1870997	0.01	682	634
CAG-41 sp900066215 GCA_003460745.1	2292896	0.01	1803	634
Bacteroides thetaiotaomicron GCA_015548225.1	818	0.01	4072	634
Bacteroides ovatus GCA_015550085.1	28116	0.01	3793	634
Bacteroides timonensis GCA_000513195.1	1470345	0.01	1755	634
Prevotella buccalis GCA_000177075.1	679190	0.01	1759	634
Prevotella disiens GCA_000613345.1	1235811	0.01	1297	634
Prevotella sp000758925 GCA_000758925.1	1284775	0.01	608	634
Parabacteroides merdae GCA_000307495.1	999421	0.01	2303	634
Alistipes onderdonkii GCA_006542725.1	2585117	0.01	1978	634
Alistipes_A ihumii	1470347	0.01	1089	634
Odoribacter splanchnicus GCA_000190535.1	709991	0.01	1033	634
Porphyromonas_u_t	836	0.01	671	634
Winkia sp002849225 GCA_002849225.1	2066054	0.01	583	634
Collinsella sp905215065 GCA_003471985.1	2292025	0.01	1274	634
Collinsella sp003459245 GCA_902363945.1	2011094	0.01	1332	634
Collinsella sp905215445 GCA_003467795.1	2292317	0.01	666	634
Eggerthella lenta GCA_000191845.2	910311	0.01	1504	634
Bilophila wadsworthia GCA_000224655.1	693988	0.01	2006	634
Parasutterella excrementihominis GCA_000205025.1	762966	0.01	745	634
Bradyrhizobium sp002532045 GCA_002532045.1	142585	0.01	5106	634
Bradyrhizobium elkanii	29448	0.01	5399	634
Campylobacter_B hominis GCA_000017585.1	360107	0.01	573	634
