Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Corynebacterium amycolatum_A GCA_001809065.1	1715027	GCA_001809065.1	Bacteria	0.09	0.081216	0.037628	1810	1441
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	Bacteria	0.09	0.022433	0.021218	1403	1441
s__Porphyromonas_A sp900120395 GCA_900120395.1	1720317	GCA_900120395.1	Bacteria	0.08	0.043013	0.043013	1367	1281
s__Corynebacterium urealyticum GCA_000338095.1	1267754	GCA_000338095.1	Bacteria	0.07	0.049325	0.019225	1235	1121
s__Streptococcus halitosis	2172545		Bacteria	0.07	0.029136	0.022618	1016	1121
s__Urinicoccus timonensis GCA_000221565.2	879308	GCA_000221565.2	Bacteria	0.07	0.082377	0.023655	1088	1121
s__Varibaculum timonense_A GCA_900120415.1	1870994	GCA_900120415.1	Bacteria	0.06	0.014663	0.008022	1135	961
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	Bacteria	0.06	0.03688	0.035819	1136	961
s__Corynebacterium amycolatum GCA_008042235.1	2022657	GCA_008042235.1	Bacteria	0.06	0.06398	0.010165	1132	961
s__Corynebacterium gottingense GCA_002273005.1	2026255	GCA_002273005.1	Bacteria	0.06	0.008248	0.005623	1260	961
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.06	0.037916	0.037916	602	961
s__Brevibacterium sp001815905 GCA_001815905.1	1581130	GCA_001815905.1	Bacteria	0.05	0.042624	0.022482	1053	801
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.05	0.046341	0.022508	688	801
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.05	0.030827	0.013026	797	801
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.05	0.027976	0.01033	740	801
s__Actinotignum schaalii GCA_000724605.1	59505	GCA_000724605.1	Bacteria	0.04	0.091687	0.035011	738	641
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.04	0.023228	0.015787	554	641
s__Micrococcus luteus	1270		Bacteria	0.03	0.025937	0.025229	596	480
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.03	0.016489	0.015773	433	480
s__Pauljensenia radingae_A	1673722		Bacteria	0.02	0.007195	0.007195	416	320
s__Bacteroides fragilis_A	817		Bacteria	0.02	0.03125	0.0625	640	320
s__Faecalibacterium duncaniae	411483		Bacteria	0.02	0.024902	0.024902	509	320
s__Ruthenibacterium lactatiformans	1550024		Bacteria	0.02	0.023782	0.023782	771	320
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.02	0.021091	0.020881	243	320
s__Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	GCA_001407835.1	Bacteria	0.02	0.026757	0.026757	296	320
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	Bacteria	0.02	0.012933	0.012882	677	320
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	Bacteria	0.02	0.01392	0.01392	325	320
s__Olegusella massiliensis GCA_900078545.1	1776381	GCA_900078545.1	Bacteria	0.01	0.015589	0.015721	207	160
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	Bacteria	0.01	0.103309	0.014085	247	160
s__Staphylococcus aureus GCA_013371405.1	1280	GCA_013371405.1	Bacteria	0.01	0.011391	0.018511	188	160
s__Blautia_A obeum	40520		Bacteria	0.01	0.020071	0.013468	414	160
s__Bradyrhizobium sp003020075	2057741		Bacteria	0.01	0.010753	0.010731	621	160
