Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.5.4.5	Cytidine deaminase	2904.23	0.290422955274865
1.8.4.12	Peptide-methionine (R)-S-oxide reductase	2903.03	0.290302955293345
1.1.1.37	Malate dehydrogenase	2886.96	0.28869595554082295
3.5.1.88	Peptide deformylase	2867.87	0.2867869558348089
4.1.1.36	Phosphopantothenoylcysteine decarboxylase	2862.68	0.2862679559147349
6.3.2.5	Phosphopantothenate--cysteine ligase (CTP)	2862.68	0.2862679559147349
4.2.1.2	Fumarate hydratase	2843.12	0.28431195621595884
2.7.1.26	Riboflavin kinase	2831.73	0.2831729563913648
2.7.7.2	FAD synthase	2831.73	0.2831729563913648
6.1.1.10	Methionine--tRNA ligase	2810.91	0.2810909567119928
5.1.1.7	Diaminopimelate epimerase	2799.8	0.2799799568830868
2.8.1.7	Cysteine desulfurase	2793.8	0.27937995697548673
2.7.7.85	Diadenylate cyclase	2773.64	0.2773639572859507
2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	2769.73	0.27697295734616467
3.6.1.27	Undecaprenyl-diphosphate phosphatase	2761.76	0.27617595746890267
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	2761.04	0.2761039574799906
2.4.2.7	Adenine phosphoribosyltransferase	2757	0.2756999575422066
4.2.1.10	3-dehydroquinate dehydratase	2756.45	0.27564495755067664
2.2.1.9	synthase	2754.74	0.2754739575770106
2.7.1.40	Pyruvate kinase	2752.71	0.27527095760827264
2.2.1.6	Acetolactate synthase	2732.34	0.2732339579219706
2.7.4.6	Nucleoside-diphosphate kinase	2723.03	0.2723029580653446
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	2722.28	0.2722279580768946
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	2719.48	0.27194795812001454
2.7.4.22	UMP kinase	2711.41	0.2711409582442925
1.1.1.88	Hydroxymethylglutaryl-CoA reductase	2702.56	0.27025595838058253
2.5.1.141	Heme o synthase	2688.86	0.2688859585915625
2.4.2.18	Anthranilate phosphoribosyltransferase	2688.16	0.2688159586023425
6.3.4.5	Argininosuccinate synthase	2675.78	0.2675779587929945
2.3.1.181	Lipoyl(octanoyl) transferase	2675.73	0.2675729587937644
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	2675.5	0.2675499587973064
1.7.2.2	Nitrite reductase (cytochrome  ammonia-forming)	2666.55	0.26665495893513647
4.3.2.1	Argininosuccinate lyase	2657.19	0.2657189590792804
5.1.1.1	Alanine racemase	2653.4	0.2653399591376464
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	2636.17	0.26361695940298835
6.1.1.12	Aspartate--tRNA ligase	2630.45	0.2630449594910763
6.3.3.3	Dethiobiotin synthase	2625.93	0.26259295956068435
2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	2619.78	0.26197795965539433
2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase	2607.67	0.2607669598418883
6.1.1.17	Glutamate--tRNA ligase	2600.33	0.26003295995492426
3.4.11.4	Tripeptide aminopeptidase	2600.18	0.26001795995723426
3.1.26.3	Ribonuclease III	2580.54	0.25805396025969024
3.5.99.6	Glucosamine-6-phosphate deaminase	2577.74	0.2577739603028102
2.7.6.1	Ribose-phosphate diphosphokinase	2575.99	0.2575989603297602
3.5.2.7	Imidazolonepropionase	2575.09	0.2575089603436202
2.3.1.8	Phosphate acetyltransferase	2571.48	0.2571479603992142
2.7.4.16	Thiamine-phosphate kinase	2566.94	0.25669396046913023
6.3.2.4	D-alanine--D-alanine ligase	2557.86	0.25578596060896214
2.5.1.6	Methionine adenosyltransferase	2554.48	0.25544796066101416
1.14.16.1	Phenylalanine 4-monooxygenase	2547.97	0.2547969607612681
2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2542.93	0.25429296083888414
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase	2531.41	0.2531409610162921
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	2526.87	0.2526869610862081
5.3.1.1	Triose-phosphate isomerase	2526.16	0.25261596109714207
1.3.98.3	Coproporphyrinogen dehydrogenase	2525.6	0.25255996110576606
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	2521.92	0.2521919611624381
5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	2514.91	0.251490961270392
2.8.1.6	Biotin synthase	2505.25	0.25052496141915603
2.7.4.3	Adenylate kinase	2502.88	0.2502879614556541
4.2.1.9	Dihydroxy-acid dehydratase	2502.74	0.25027396145781
4.4.1.21	S-ribosylhomocysteine lyase	2501.89	0.25018896147090003
2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase	2492.41	0.249240961616892
6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	2486.01	0.248600961715452
3.1.1.96	D-aminoacyl-tRNA deacylase	2482.02	0.248201961776898
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	2436.21	0.24362096248237186
2.1.1.13	Methionine synthase	2435.3	0.2435299624963859
1.3.99.1	Deleted entry	2419.61	0.24196096273801185
6.3.1.5	NAD(+) synthase	2404.82	0.2404819629657778
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	2391.22	0.23912196317521775
3.1.21.4	Type II site-specific deoxyribonuclease	2377.68	0.23776796338373368
6.1.1.19	Arginine--tRNA ligase	2362.81	0.2362809636127317
2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	2356.61	0.2356609637082117
2.7.1.24	Dephospho-CoA kinase	2344.12	0.23441196390055763
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	2338.24	0.2338239639911096
2.7.4.1	Polyphosphate kinase	2335.04	0.23350396404038962
5.4.99.2	Methylmalonyl-CoA mutase	2334.57	0.23345696404762764
2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2328.53	0.23285296414064363
2.7.7.41	Phosphatidate cytidylyltransferase	2295.83	0.22958296464422354
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	2284.47	0.2284469648191675
3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	2284.47	0.2284469648191675
6.3.4.2	CTP synthase (glutamine hydrolyzing)	2273.7	0.22736996498502546
1.11.1.21	Catalase peroxidase	2269.39	0.22693896505139943
2.1.3.15	Acetyl-CoA carboxytransferase	2257.99	0.22579896522695939
5.1.3.3	Aldose 1-epimerase	2256.6	0.2256599652483654
2.6.1.42	Branched-chain-amino-acid transaminase	2253.06	0.2253059653028814
2.1.1.297	Peptide chain release factor N(5)-glutamine methyltransferase	2251.72	0.2251719653235174
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2223.62	0.22236196575625733
6.3.4.19	tRNA(Ile)-lysidine synthetase	2221.84	0.22218396578366936
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	2217.82	0.22178196584557736
6.3.4.3	Formate--tetrahydrofolate ligase	2207.1	0.2207099660106653
2.7.1.11	6-phosphofructokinase	2188.09	0.21880896630341928
4.3.1.19	Threonine ammonia-lyase	2178.05	0.21780496645803527
2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	2170.94	0.21709396656752925
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	2159.21	0.21592096674817118
2.4.1.182	Lipid-A-disaccharide synthase	2156.12	0.21561196679575717
2.3.2.6	Lysine/arginine leucyltransferase	2143.57	0.21435696698902718
3.2.1.22	Alpha-galactosidase	2122.24	0.2122239673175091
1.8.1.4	Dihydrolipoyl dehydrogenase	2097.28	0.20972796770189306
1.3.3.3	Coproporphyrinogen oxidase	2096.39	0.20963896771559903
2.5.1.75	tRNA dimethylallyltransferase	2071.21	0.207120968103371
2.3.3.16	Citrate synthase (unknown stereospecificity)	2069.12	0.20691196813555696
3.2.2.27	Uracil-DNA glycosylase	2064.34	0.20643396820916896
6.3.5.3	Phosphoribosylformylglycinamidine synthase	2055.46	0.20554596834592098
4.2.1.46	dTDP-glucose 4,6-dehydratase	2044.73	0.20447296851116292
2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	2040.99	0.20409896856875892
4.1.99.17	Phosphomethylpyrimidine synthase	2004.91	0.20049096912439085
4.1.2.13	Fructose-bisphosphate aldolase	1999.92	0.19999196920123682
2.4.1.129	Peptidoglycan glycosyltransferase	1973.54	0.19735396960748877
5.99.1.2	Transferred entry 5.6.2.1	1962.06	0.19620596978428073
2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	1948.29	0.1948289699963387
5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	1919.16	0.19191597044494063
2.7.7.18	Nicotinate-nucleotide adenylyltransferase	1908.77	0.1908769706049466
1.2.1.11	Aspartate-semialdehyde dehydrogenase	1902.29	0.1902289707047386
3.5.1.2	Glutaminase	1893.78	0.18937797083579255
4.3.2.10	Imidazole glycerol-phosphate synthase	1893.78	0.18937797083579255
2.4.2.17	ATP phosphoribosyltransferase	1892.44	0.18924397085642858
3.5.4.19	Phosphoribosyl-AMP cyclohydrolase	1856.73	0.18567297140636246
3.6.1.31	Phosphoribosyl-ATP diphosphatase	1856.73	0.18567297140636246
3.1.21.3	Type I site-specific deoxyribonuclease	1840.96	0.18409597164922045
2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	1829.74	0.1829739718220084
4.1.1.31	Phosphoenolpyruvate carboxylase	1822.87	0.18228697192780638
1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	1817.64	0.1817639720083484
3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	1817.64	0.1817639720083484
2.7.2.1	Acetate kinase	1798.7	0.17986997230002433
3.5.2.3	Dihydroorotase	1785.7	0.1785699725002243
2.7.7.8	Polyribonucleotide nucleotidyltransferase	1780.75	0.1780749725764543
3.1.3.5	5'-nucleotidase	1764.22	0.17642197283101624
6.1.1.3	Threonine--tRNA ligase	1756.26	0.17562597295360025
1.8.1.9	Thioredoxin-disulfide reductase	1750.28	0.1750279730456922
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	1744.32	0.1744319731374762
2.3.1.30	Serine O-acetyltransferase	1719.76	0.17197597351570015
3.4.21.89	Signal peptidase I	1704.94	0.1704939737439281
1.3.1.76	Precorrin-2 dehydrogenase	1691.24	0.16912397395490808
2.1.1.34	tRNA (guanosine(18)-2'-O)-methyltransferase	1689.41	0.16894097398309008
2.7.7.72	CCA tRNA nucleotidyltransferase	1672.96	0.16729597423642004
1.1.1.85	3-isopropylmalate dehydrogenase	1670.7	0.16706997427122403
2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	1659.66	0.16596597444124
2.3.1.183	Phosphinothricin acetyltransferase	1642.16	0.16421597471073995
4.1.2.25	Dihydroneopterin aldolase	1636.12	0.16361197480375594
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	1590.97	0.15909697549906585
4.2.1.108	Ectoine synthase	1579.98	0.1579979756683118
3.2.2.n1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	1575.43	0.1575429757383818
4.99.1.1	Protoporphyrin ferrochelatase	1541	0.15409997626860372
2.5.1.47	Cysteine synthase	1525.62	0.15256197650545567
2.6.1.9	Histidinol-phosphate transaminase	1523.65	0.15236497653579367
5.3.1.16	isomerase	1517.5	0.15174997663050366
4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	1511.84	0.15118397671766765
3.1.26.11	Ribonuclease Z	1498.8	0.14987997691848362
2.7.1.39	Homoserine kinase	1482.37	0.14823697717150558
6.1.1.4	Leucine--tRNA ligase	1469.88	0.14698797736385155
3.4.23.36	Signal peptidase II	1373.46	0.13734597884871932
3.4.11.18	Methionyl aminopeptidase	1323.2	0.13231997962272318
2.4.2.10	Orotate phosphoribosyltransferase	1302.62	0.13026197993965513
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	1283.18	0.1283179802390311
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	1257.11	0.12571098064050903
3.5.4.3	Guanine deaminase	1217.83	0.12178298124542093
2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase	1210.71	0.12107098135506891
2.4.1.227	acetylglucosaminyltransferase	1209.23	0.12092298137786092
3.6.3.44	Transferred entry 7.6.2.2	1189.59	0.11895898168031685
1.6.5.11	NADH dehydrogenase (quinone)	1033.68	0.10336798408133048
4.1.2.4	Deoxyribose-phosphate aldolase	1031.68	0.10316798411213049
1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	1006.19	0.10061898450467643
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	976.909	0.09769088495560375
6.1.1.16	Cysteine--tRNA ligase	893.773	0.08937728623589795
3.6.5.3	Protein-synthesizing GTPase	872.126	0.08721258656926169
1.17.4.2	Ribonucleoside-triphosphate reductase (thioredoxin)	838.856	0.08388558708161961
2.3.1.122	Trehalose O-mycolyltransferase	747.034	0.0747033884956782
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	668.675	0.06686748970240661
1.13.11.27	4-hydroxyphenylpyruvate dioxygenase	657.311	0.06573108987741219
