Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Dorea_A longicatena	88431	0.1	2624	2477
Phocaeicola vulgatus	821	0.1	4377	2477
Corynebacterium urealyticum	43771	0.1	1999	2477
Collinsella aerofaciens_G	74426	0.1	1916	2477
Agathobacter faecis	301302	0.09	2494	2229
Finegoldia magna	1260	0.09	1355	2229
Prevotella timonensis_A	386414	0.09	2425	2229
Winkia sp002849225	29318	0.09	1684	2229
Varibaculum massiliense	1852372	0.09	1724	2229
Gleimia urinae	1689268	0.09	1549	2229
Faecalibacterium duncaniae	411483	0.08	2088	1982
Peptoniphilus_A grossensis	1465756	0.08	1395	1982
Corynebacterium amycolatum_A	43765	0.08	1605	1982
Streptococcus vestibularis	1343	0.07	1222	1734
Anaerobutyricum hallii	39488	0.07	1665	1734
Urinicoccus timonensis	2024205	0.07	1216	1734
Prevotella ihumii	1917878	0.07	1934	1734
Comamonas tsuruhatensis	80866	0.07	3844	1734
Corynebacterium amycolatum	43765	0.07	1425	1734
Agathobacter rectalis	39491	0.06	1897	1486
Gemmiger formicilis	745368	0.06	1688	1486
Porphyromonas uenonis	281920	0.06	1174	1486
Ralstonia pickettii_B	329	0.06	2569	1486
Gleimia europaea_B	66228	0.06	955	1486
Staphylococcus hominis	1290	0.05	921	1239
Finegoldia magna_F	1260	0.05	845	1239
Ezakiella coagulans	46507	0.05	730	1239
Prevotella timonensis	386414	0.05	1262	1239
Aerococcus urinae_B	1376	0.04	701	991
Faecalibacterium longum	1851428	0.04	961	991
Anaerococcus vaginimassiliensis	2042308	0.04	552	991
Anaerococcus vaginalis_B	33037	0.04	694	991
Anaerococcus lactolyticus	33032	0.04	758	991
Bradyrhizobium sp003020075	2057741	0.04	2640	991
Streptococcus thermophilus	1308	0.03	488	743
Dorea_A longicatena_B	88431	0.03	767	743
Lachnospira eligens_A	39485	0.03	671	743
Lachnospira eligens	39485	0.03	769	743
Mediterraneibacter faecis	592978	0.03	946	743
Eisenbergiella sp900066775	749906	0.03	870	743
Faecalibacterium sp900539885	216851	0.03	638	743
Peptoniphilus_A lacrimalis	33031	0.03	444	743
Urinicoccus massiliensis	1723382	0.03	554	743
Peptoniphilus_E obesi	1472765	0.03	437	743
Prevotella sp000758925	1284775	0.03	679	743
Salmonella enterica	28901	0.03	1021	743
Varibaculum cambriense_A	184870	0.03	566	743
Veillonella atypica	39777	0.03	620	743
Phascolarctobacterium faecium	33025	0.03	620	743
Weissella cibaria	137591	0.02	337	495
Blautia_A faecis	871665	0.02	618	495
Oliverpabstia faecicola	2509240	0.02	577	495
Roseburia intestinalis	166486	0.02	728	495
Anaerococcus marasmi	2057797	0.02	319	495
Anaerococcus prevotii	33034	0.02	263	495
Prevotella stercorea	363265	0.02	494	495
Bacteroides stercoris	46506	0.02	691	495
Bacteroides uniformis	820	0.02	886	495
Methylobacterium thiocyanatum	223967	0.02	746	495
Cutibacterium acnes	1747	0.02	427	495
Eggerthella lenta	84112	0.02	655	495
Negativicoccus succinicivorans	620903	0.02	177	495
Eubacterium_I ramulus	39490	0.01	353	248
Anaerococcus nagyae	1755241	0.01	143	248
Anaerococcus hydrogenalis	33029	0.01	142	248
Anaerococcus mediterraneensis	1870984	0.01	174	248
CAG-41 sp900066215	59620	0.01	314	248
Paraprevotella clara	454154	0.01	409	248
Parabacteroides merdae	46503	0.01	390	248
Agrobacterium oryzihabitans	357	0.01	390	248
