Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Allobacillus halotolerans GCA_007559355.1	1955271	0.65	31391	26118
Anaerococcus marasmi GCA_900290195.1	2057797	0.62	24843	24913
Imtechella halotolerans GCA_000260835.1	946077	0.61	36323	24511
Enterococcus faecalis	1351	0.52	32555	20894
Aerococcus urinae_D GCA_001809895.1	1715159	0.42	16814	16876
Actinotignum sanguinis GCA_003957255.1	1445614	0.39	15366	15671
Urinicoccus timonensis GCA_900232945.1	2024205	0.37	13776	14867
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.37	9019	14867
Finegoldia magna_F GCA_000159695.1	525282	0.31	11186	12456
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.31	11081	12456
Peptoniphilus_B duerdenii GCA_000146345.1	862517	0.31	12078	12456
Dermabacter hominis GCA_002443115.1	1667168	0.3	13699	12054
Gleimia urinae GCA_900119695.1	1689268	0.27	10232	10849
Bradyrhizobium viridifuturi GCA_002289535.1	418599	0.25	40819	10045
Actinotignum schaalii_A GCA_000411135.1	883067	0.21	8312	8438
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.2	6309	8036
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.19	6351	7634
Staphylococcaceae_u_t	90964	0.18	8986	7233
Corynebacterium_u_t	1716	0.18	8300	7233
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.17	5822	6831
Urinicoccus massiliensis GCA_900120405.1	1723382	0.15	5921	6027
Bradyrhizobium sp002532045 GCA_002532045.1	142585	0.15	24712	6027
Corynebacterium amycolatum GCA_001811205.1	1739292	0.15	6986	6027
Staphylococcus epidermidis	1282	0.12	5004	4822
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.12	5155	4822
Anaerococcus obesiensis GCA_000311745.1	1118056	0.11	4102	4420
Bradyrhizobium elkanii GCA_009720285.1	1419258	0.11	16993	4420
Bradyrhizobium elkanii	29448	0.11	20148	4420
Bradyrhizobium septentrionale GCA_000426785.1	172088	0.11	20688	4420
Corynebacterium singulare GCA_000833575.1	161899	0.11	5845	4420
Anaerococcus senegalensis GCA_000321005.2	1033733	0.1	3308	4018
Bradyrhizobium pachyrhizi	280333	0.1	18284	4018
Corynebacterium amycolatum_A	43765	0.1	4928	4018
Anaerococcus vaginalis GCA_001812365.1	1739356	0.09	3125	3616
Anaerococcus lactolyticus GCA_000156575.1	525254	0.09	3614	3616
Corynebacterium mucifaciens	57171	0.09	3935	3616
Corynebacterium minutissimum GCA_000805675.1	38301	0.09	4335	3616
Staphylococcus aureus	1280	0.08	4111	3215
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.08	3135	3215
Varibaculum cambriense_A GCA_000508625.1	1403948	0.08	3268	3215
Corynebacterium glucuronolyticum GCA_001815555.1	1739536	0.07	3447	2813
Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	0.06	2172	2411
Winkia neuii GCA_001807285.1	1581120	0.06	2668	2411
Aerococcus urinae_B GCA_001811135.1	1739288	0.05	1657	2009
Peptoniphilus_A phoceensis GCA_001517665.2	1720298	0.05	1509	2009
Anaerococcus tetradius GCA_000159095.1	525255	0.05	1948	2009
Anaerococcus mediterraneensis GCA_900128415.1	1870984	0.05	1859	2009
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.05	1807	2009
Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	0.05	1892	2009
Porphyromonas_A somerae GCA_000372405.1	1122975	0.05	2289	2009
Ralstonia pickettii_B GCA_000372665.1	1264675	0.05	4880	2009
Mobiluncus curtisii GCA_000185425.1	887326	0.05	1942	2009
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.04	1364	1607
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.04	1306	1607
Anaerococcus octavius GCA_002847745.1	54007	0.04	1535	1607
Anaerococcus provencensis GCA_000312365.2	938293	0.04	1815	1607
Anaerococcus sp900232825 GCA_902500265.1	2614127	0.04	1603	1607
Bradyrhizobium ivorense	2511166	0.04	6750	1607
Comamonas tsuruhatensis	80866	0.03	4383	1205
Comamonas tsuruhatensis GCA_000710145.1	1537702	0.03	4240	1205
Pseudomonas_E antarctica_A GCA_001647715.1	219572	0.03	3421	1205
Gleimia europaea_B GCA_000411155.1	883069	0.03	1171	1205
Actinotignum timonense GCA_002860685.1	1870995	0.03	1322	1205
Dermabacter vaginalis	1630135	0.03	1209	1205
Corynebacterium striatum GCA_000159135.1	525268	0.03	1679	1205
Atopobium deltae GCA_001552785.1	1393034	0.03	803	1205
Allobacillus salarius GCA_007559425.1	1955272	0.02	900	804
Helcococcus sueciensis GCA_000423145.1	1121947	0.02	530	804
Escherichia coli GCA_013372345.1	562	0.02	2104	804
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.02	2471	804
Pauljensenia radingae_A	1673722	0.02	1026	804
Anaerococcus porci GCA_009696575.1	2652269	0.01	377	402
Prevotella timonensis GCA_000455445.1	1122992	0.01	688	402
Bradyrhizobium japonicum_C GCA_000426845.1	1304878	0.01	936	402
Bradyrhizobium sp000938305	722472	0.01	1350	402
Afipia sp001425835 GCA_001425835.1	1736436	0.01	472	402
Agrobacterium oryzihabitans GCA_000219665.2	1050720	0.01	927	402
Phyllobacterium_u_t	28100	0.01	556	402
Corynebacterium accolens GCA_000146485.1	862512	0.01	627	402
Cutibacterium_u_t	1912216	0.01	494	402
Peptococcus niger GCA_900101835.1	2741	0.01	371	402
