Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Enterococcus faecalis GCA_014243495.1	1351	GCA_014243495.1	Bacteria	0.05	0.156601	0.097087	4272	4320
s__Winkia sp002849225 GCA_001807435.1	1581131	GCA_001807435.1	Bacteria	0.05	0.191336	0.071702	4088	4320
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	0.05	0.162001	0.152527	3518	4320
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	0.05	0.148224	0.147396	4945	4320
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	Bacteria	0.05	0.182019	0.181911	3050	4320
s__Stenotrophomonas maltophilia_A GCA_000758465.1	40324	GCA_000758465.1	Bacteria	0.04	0.033378	0.017282	5973	3456
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	Bacteria	0.04	0.093316	0.092801	6436	3456
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	Bacteria	0.04	0.104396	0.1005	8497	3456
s__Limosilactobacillus portuensis GCA_019042695.1	2742601	GCA_019042695.1	Bacteria	0.03	0.092672	0.037637	1942	2592
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	Bacteria	0.03	0.142814	0.069706	1891	2592
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.03	0.098333	0.04707	2384	2592
s__Actinobaculum massiliense GCA_000315465.1	883066	GCA_000315465.1	Bacteria	0.03	0.109559	0.109672	2053	2592
s__Comamonas acidovorans GCA_002193035.1	1472718	GCA_002193035.1	Bacteria	0.03	0.12848	0.015944	6977	2592
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.03	0.260236	0.138702	1609	2592
s__Meiothermus_B silvanus GCA_000092125.1	526227	GCA_000092125.1	Bacteria	0.03	0.058334	0.058344	3293	2592
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.02	0.005768	0.005	1765	1728
Candida parapsilosis	5480	GCA_014049495.1	Fungi	0.02	0.002043	0.002042	499	1728
s__Staphylococcus haemolyticus GCA_000764065.1	1283	GCA_000764065.1	Bacteria	0.02	0.113546	0.020607	1720	1728
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	0.02	0.077057	0.055864	2466	1728
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	Bacteria	0.02	0.052891	0.028978	2302	1728
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	Bacteria	0.02	0.068181	0.057441	1461	1728
s__Kytococcus sedentarius GCA_000023925.1	478801	GCA_000023925.1	Bacteria	0.02	0.034697	0.034967	1886	1728
s__Kocuria rosea	1275		Bacteria	0.02	0.058536	0.018657	2274	1728
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.02	0.076113	0.045782	1931	1728
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.02	0.076707	0.044806	1459	1728
s__Lancefieldella rimae GCA_000174015.1	553184	GCA_000174015.1	Bacteria	0.02	0.041786	0.025497	943	1728
s__Bilophila wadsworthia GCA_000185705.2	563192	GCA_000185705.2	Bacteria	0.02	0.069695	0.021751	3387	1728
Malassezia globosa CBS 7966	425265	GCA_000181695.1	Fungi	0.01	0.01779	0.01779	2607	864
s__Streptococcus oralis_G GCA_006228325.1	2576376	GCA_006228325.1	Bacteria	0.01	0.038878	0.038193	499	864
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.01	0.031101	0.024041	444	864
s__Staphylococcus epidermidis	1282		Bacteria	0.01	0.102999	0.07732	1054	864
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.01	0.035795	0.02387	699	864
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	Bacteria	0.01	0.02782	0.012055	457	864
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.01	0.028604	0.024822	549	864
s__Micrococcus luteus	1270		Bacteria	0.01	0.037255	0.032427	455	864
s__Micrococcus endophyticus GCA_000309825.2	1232675	GCA_000309825.2	Bacteria	0.01	0.022853	0.020132	793	864
s__Citricoccus terreus GCA_900116905.1	574650	GCA_900116905.1	Bacteria	0.01	0.011323	0.011332	610	864
s__Lancefieldella parvula GCA_000024225.1	521095	GCA_000024225.1	Bacteria	0.01	0.013518	0.012882	277	864
s__Paraburkholderia fungorum GCA_000685055.1	1218077	GCA_000685055.1	Bacteria	0.01	0.026553	0.015145	2829	864
s__Pararheinheimera mesophila GCA_000986865.1	1547515	GCA_000986865.1	Bacteria	0.01	0.023333	0.022091	798	864
s__Phyllobacterium myrsinacearum GCA_002980555.1	28101	GCA_002980555.1	Bacteria	0.01	0.026031	0.024601	2775	864
s__Campylobacter_B gracilis GCA_000175875.1	553220	GCA_000175875.1	Bacteria	0.01	0.016519	0.016422	499	864
s__Parvimonas sp000214475 GCA_000214475.2	767100	GCA_000214475.2	Bacteria	0.01	0.086373	0.015476	388	864
s__Parvimonas sp000223315 GCA_000223315.2	944565	GCA_000223315.2	Bacteria	0.01	0.069779	0.016984	448	864
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	Bacteria	0.01	0.044181	0.040671	500	864
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.01	0.029249	0.013461	464	864
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.01	0.033131	0.033213	943	864
s__Meiothermus_B sp003226535 GCA_003226535.1	873128	GCA_003226535.1	Bacteria	0.01	0.02055	0.018613	1050	864
s__Allisonella pneumosinta GCA_001717505.1	39950	GCA_001717505.1	Bacteria	0.01	0.034545	0.034622	444	864
s__Anaeroglobus micronuciformis GCA_000165735.1	706434	GCA_000165735.1	Bacteria	0.01	0.049419	0.049428	666	864
