Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Cutibacterium acnes	1747	0.37	8369	8357
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.36	18603	8132
Veillonella parvula GCA_016127175.1	29466	0.34	6509	7680
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.32	6143	7228
Comamonas acidovorans GCA_002193035.1	1472718	0.29	18056	6550
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.28	4558	6325
Agrobacterium oryzihabitans GCA_000219665.2	1050720	0.28	12901	6325
Peptoniphilus_A harei GCA_001815405.1	1739525	0.25	4158	5647
Stenotrophomonas sp002192255 GCA_001939825.1	1641707	0.24	10472	5421
Anaerococcus obesiensis GCA_000311745.1	1118056	0.22999999999999998	4122	5195
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.22	3667	4969
Meiothermus_B silvanus GCA_000092125.1	526227	0.21	5865	4743
Varibaculum massiliense GCA_900106855.1	1852372	0.18	3633	4066
Varibaculum cambriense_A GCA_000508625.1	1403948	0.18	3616	4066
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.17	2853	3840
Stenotrophomonas maltophilia_A GCA_000758465.1	40324	0.17	6932	3840
Stenotrophomonas maltophilia_F	40324	0.13	5492	2936
Peptoniphilus_A lacydonensis GCA_900106515.1	1673725	0.12	1924	2711
Phyllobacterium myrsinacearum GCA_002980555.1	28101	0.12	5746	2711
Porphyromonas uenonis_A GCA_000174775.1	596327	0.1	1974	2259
Stenotrophomonas sepilia GCA_000346445.1	1235458	0.1	4004	2259
Staphylococcus epidermidis GCA_000276165.1	979218	0.09	1908	2033
Urinicoccus timonensis GCA_900232945.1	2024205	0.09	1510	2033
Prevotella buccalis GCA_000177075.1	679190	0.09	2411	2033
Dialister invisus GCA_000160055.1	592028	0.09	1628	2033
Blautia_A wexlerae GCA_013301945.1	418240	0.07	2468	1581
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.06	1115	1355
Micrococcus luteus	1270	0.06	1388	1355
Fannyhessea vaginae GCA_000159235.2	525256	0.06	824	1355
Meiothermus_B sp003226535 GCA_003226535.1	873128	0.06	1758	1355
Oliverpabstia intestinalis GCA_003478705.1	2292964	0.05	1431	1129
Anaerococcus senegalensis GCA_000321005.2	1033733	0.05	833	1129
Prevotella sp900547085 GCA_900547085.1	159272	0.05	1035	1129
Prevotella sp000479005 GCA_000479005.1	1111130	0.05	1208	1129
Rothia kristinae GCA_004362545.1	2183991	0.05	1062	1129
Rothia_u_t	508215	0.05	1127	1129
Staphylococcus pasteuri GCA_003970495.1	33028	0.04	911	904
Blautia_A obeum	40520	0.04	1171	904
Paraburkholderia fungorum GCA_000685055.1	1218077	0.04	2883	904
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.04	920	904
Gemmiger formicilis GCA_900167555.1	745368	0.03	758	678
Cutibacterium modestum	2559073	0.03	756	678
Lacticaseibacillus rhamnosus	47715	0.02	607	452
Enterococcus faecalis	1351	0.02	455	452
Staphylococcus warneri GCA_001019115.2	2201033	0.02	477	452
Methylobacterium fujisawaense	107400	0.02	1147	452
Dermacoccus nishinomiyaensis	1274	0.02	542	452
Kocuria_u_t	57493	0.02	564	452
Corynebacterium_u_t	1716	0.02	368	452
Blautia_A massiliensis	89014	0.01	430	226
Blautia_A faecis	871665	0.01	456	226
CAG-41 sp900066215	59620	0.01	173	226
Pelomonas_u_t	335058	0.01	282	226
Roseomonas mucosa	207340	0.01	304	226
Bradyrhizobium japonicum_C GCA_000421305.1	1304879	0.01	997	226
Sphingobium limneticum	1007511	0.01	304	226
Kocuria rhizophila	72000	0.01	238	226
