Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Fusicatenibacter saccharivorans GCA_015557635.1	1150298	0.25	7834	6193
Bifidobacterium bifidum	1681	0.22999999999999998	4500	5697
Corynebacterium imitans GCA_000739455.1	156978	0.22999999999999998	5155	5697
Peptoniphilus_A harei GCA_001815405.1	1739525	0.21	3292	5202
Prevotella colorans GCA_003096815.1	1703337	0.21	5318	5202
Porphyromonas_A somerae GCA_000372405.1	1122975	0.21	4181	5202
Varibaculum cambriense GCA_000420065.1	1123488	0.21	3651	5202
Winkia neuii GCA_001807285.1	1581120	0.19	3879	4706
Ezakiella peruensis GCA_900215725.1	1464038	0.18	2553	4459
Corynebacterium pyruviciproducens GCA_000411375.1	1125779	0.18	4193	4459
Collinsella aerofaciens_M GCA_015557485.1	74426	0.18	3522	4459
Aerococcus urinae_A GCA_000193205.1	2976812	0.17	2938	4211
Blautia_A massiliensis GCA_013304975.1	1737424	0.17	4907	4211
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.16	3046	3963
Finegoldia magna_H GCA_000221585.2	866779	0.15	2540	3716
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.15	3222	3716
Faecalibacterium prausnitzii GCA_009679905.1	853	0.14	3770	3468
Anaerococcus octavius GCA_002847745.1	54007	0.14	2313	3468
Prevotella sp000479005 GCA_000479005.1	1111130	0.14	3468	3468
Blautia_A wexlerae GCA_009881535.1	418240	0.13	5057	3220
Anaerostipes hadrus GCA_000332875.2	649757	0.13	3119	3220
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.13	2062	3220
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.13	2567	3220
Peptoniphilus_A lacydonensis GCA_000246925.2	875454	0.12	1963	2973
Oliverpabstia intestinalis GCA_003478705.1	2292964	0.11	3434	2725
Dorea_A longicatena GCA_025150085.1	88431	0.1	2624	2477
Phocaeicola vulgatus GCA_000699865.1	1339352	0.1	4377	2477
Corynebacterium urealyticum GCA_000338095.1	1267754	0.1	1999	2477
Collinsella aerofaciens_G GCA_015670765.1	74426	0.1	1916	2477
Agathobacter faecis GCA_001406815.1	301302	0.09	2494	2229
Finegoldia magna GCA_009678325.1	2584649	0.09	1355	2229
Prevotella timonensis_A GCA_000762405.1	1401062	0.09	2425	2229
Winkia sp002849225 GCA_002849225.1	2066054	0.09	1684	2229
Varibaculum massiliense GCA_900106855.1	1852372	0.09	1724	2229
Gleimia urinae GCA_900119695.1	1689268	0.09	1549	2229
Faecalibacterium prausnitzii_D GCA_002549895.2	853	0.08	1806	1982
Faecalibacterium prausnitzii_D	853	0.08	1993	1982
Faecalibacterium duncaniae GCA_018784565.1	853	0.08	2088	1982
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.08	1395	1982
Corynebacterium amycolatum_A GCA_001809065.1	1715027	0.08	1605	1982
Streptococcus vestibularis GCA_000180075.1	904306	0.07	1222	1734
Blautia_A obeum	40520	0.07	2056	1734
Anaerobutyricum hallii GCA_000435875.1	1263078	0.07	1665	1734
Urinicoccus timonensis GCA_900232945.1	2024205	0.07	1216	1734
Prevotella ihumii GCA_900155655.1	1917878	0.07	1934	1734
Comamonas tsuruhatensis	80866	0.07	3844	1734
Corynebacterium amycolatum GCA_001811205.1	1739292	0.07	1425	1734
Agathobacter rectalis GCA_000020605.1	515619	0.06	1897	1486
Gemmiger formicilis GCA_900167555.1	745368	0.06	1688	1486
Porphyromonas uenonis GCA_000482365.1	1122976	0.06	1174	1486
Ralstonia pickettii_B GCA_000372665.1	1264675	0.06	2569	1486
Gleimia europaea_B GCA_000411155.1	883069	0.06	955	1486
Staphylococcus hominis GCA_000269685.1	1185421	0.05	921	1239
Blautia_A obeum GCA_013304315.1	40520	0.05	1546	1239
Finegoldia magna_F GCA_000159695.1	525282	0.05	845	1239
Ezakiella coagulans GCA_003096635.1	46507	0.05	730	1239
Prevotella timonensis GCA_000455445.1	1122992	0.05	1262	1239
Aerococcus urinae_B GCA_001811135.1	1739288	0.04	701	991
Faecalibacterium longum GCA_003293635.1	853	0.04	961	991
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.04	552	991
Anaerococcus vaginalis_B GCA_000307225.1	33037	0.04	694	991
Anaerococcus lactolyticus GCA_000156575.1	525254	0.04	758	991
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.04	2640	991
Streptococcus thermophilus GCA_000262675.1	1187956	0.03	488	743
Dorea_A longicatena_B GCA_024168045.1	88431	0.03	767	743
Lachnospira eligens_A GCA_009680455.1	39485	0.03	671	743
Lachnospira eligens GCA_000146185.1	515620	0.03	769	743
Mediterraneibacter faecis GCA_001312505.1	1298596	0.03	946	743
Eisenbergiella sp900066775 GCA_003481005.1	2292898	0.03	870	743
Faecalibacterium sp900539885 GCA_900539885.1	259315	0.03	638	743
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.03	444	743
Urinicoccus massiliensis GCA_900120405.1	1723382	0.03	554	743
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.03	437	743
Prevotella sp000758925 GCA_000758925.1	1284775	0.03	679	743
Salmonella enterica subsp. enterica serovar Muenster str. CFSAN004344 GCA_018339495.1	1410933	0.03	1021	743
Varibaculum cambriense_A GCA_000508625.1	1403948	0.03	566	743
Veillonella atypica	39777	0.03	620	743
Phascolarctobacterium faecium GCA_003269275.1	1122957	0.03	620	743
Weissella cibaria GCA_015551705.1	137591	0.02	337	495
Blautia_A faecis GCA_018785625.1	871665	0.02	618	495
Oliverpabstia faecicola GCA_004123145.1	2509240	0.02	577	495
Roseburia intestinalis	166486	0.02	728	495
Anaerococcus marasmi GCA_900290195.1	2057797	0.02	319	495
Anaerococcus prevotii GCA_000024105.1	525919	0.02	263	495
Prevotella stercorea GCA_000235885.1	1002367	0.02	494	495
Bacteroides stercoris GCA_015551965.1	46506	0.02	691	495
Bacteroides uniformis	820	0.02	886	495
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.02	746	495
Cutibacterium acnes	1747	0.02	427	495
Eggerthella lenta	84112	0.02	655	495
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.02	177	495
Eubacterium_I ramulus GCA_000469345.1	1256908	0.01	353	248
Anaerococcus nagyae GCA_003433955.1	1755241	0.01	143	248
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.01	142	248
Anaerococcus mediterraneensis GCA_900128415.1	1870984	0.01	174	248
CAG-41 sp900066215	59620	0.01	314	248
Paraprevotella clara GCA_000233955.1	762968	0.01	409	248
Parabacteroides merdae	46503	0.01	390	248
Agrobacterium oryzihabitans	357	0.01	390	248
