GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0008448	Molecular_Functions	N-acetylglucosamine-6-phosphate deacetylase activity	495.422	0.049710307461967494
GO:0001681	Molecular_Functions	sialate O-acetylesterase activity	489.708	0.049136968577465634
GO:0006814	Biological_Processes	sodium ion transport	488.667	0.0490325153435198
GO:0015821	Biological_Processes	methionine transport	488.636	0.04902940482454544
GO:0004340	Molecular_Functions	glucokinase activity	483.832	0.04854737472283963
GO:0006631	Biological_Processes	fatty acid metabolic process	483.01	0.04846489580035791
GO:0004190	Molecular_Functions	aspartic-type endopeptidase activity	482.027	0.04836626224707382
GO:0140078	Molecular_Functions	class I DNA-(apurinic or apyrimidinic site) endonuclease activity	481.188	0.04828207755612229
GO:0016810	Molecular_Functions	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	480.277	0.04819066843400447
GO:0004564	Molecular_Functions	beta-fructofuranosidase activity	479.714	0.04813417739585702
GO:0015267	Molecular_Functions	channel activity	477.637	0.04792577262457414
GO:0006313	Biological_Processes	transposition, DNA-mediated	477.409	0.04790289525921425
GO:0008761	Molecular_Functions	UDP-N-acetylglucosamine 2-epimerase activity	476.546	0.047816302424540616
GO:0003844	Molecular_Functions	1,4-alpha-glucan branching enzyme activity	475.42	0.04770332034824572
GO:0032977	Molecular_Functions	membrane insertase activity	473.517	0.047512374618948014
GO:0000104	Molecular_Functions	succinate dehydrogenase activity	473.441	0.047504748830494714
GO:0009380	Cellular_Components	excinuclease repair complex	472.927	0.0474531744191132
GO:0030447	Biological_Processes	filamentous growth	466.64	0.046822341103246345
GO:0016879	Molecular_Functions	ligase activity, forming carbon-nitrogen bonds	466.452	0.04680347731075661
GO:0009360	Cellular_Components	DNA polymerase III complex	461.646	0.046321246530407305
GO:0008963	Molecular_Functions	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	461.521	0.04630870411518807
GO:0016987	Molecular_Functions	sigma factor activity	459.623	0.046118260082499134
GO:0006298	Biological_Processes	mismatch repair	456.135	0.045768276528221484
GO:0004356	Molecular_Functions	glutamate-ammonia ligase activity	455.919	0.045746603234722634
GO:0004146	Molecular_Functions	dihydrofolate reductase activity	451.771	0.045330395728087405
GO:0046556	Molecular_Functions	alpha-L-arabinofuranosidase activity	449.879	0.045140553731329
GO:0005247	Molecular_Functions	voltage-gated chloride channel activity	447.628	0.044914689918060934
GO:0006807	Biological_Processes	nitrogen compound metabolic process	445.848	0.044736085925338974
GO:0009037	Molecular_Functions	tyrosine-based site-specific recombinase activity	443.076	0.04445794532543713
GO:0004812	Molecular_Functions	aminoacyl-tRNA ligase activity	442.506	0.04440075191203739
GO:0006464	Biological_Processes	cellular protein modification process	442.241	0.044374161991772604
GO:0004673	Molecular_Functions	protein histidine kinase activity	437.61	0.04390949059273023
GO:0102752	Molecular_Functions	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	431.425	0.04328889188768228
GO:0003962	Molecular_Functions	cystathionine gamma-synthase activity	430.885	0.04323470865393516
GO:0008094	Molecular_Functions	DNA-dependent ATPase activity	430.237	0.04316968877343862
GO:0030163	Biological_Processes	protein catabolic process	429.419	0.04308761120824392
GO:0006235	Biological_Processes	dTTP biosynthetic process	428.778	0.04302329370299966
GO:0006308	Biological_Processes	DNA catabolic process	425.469	0.04269127088731596
GO:0008855	Molecular_Functions	exodeoxyribonuclease VII activity	425.469	0.04269127088731596
GO:0009318	Cellular_Components	exodeoxyribonuclease VII complex	425.469	0.04269127088731596
GO:0004134	Molecular_Functions	4-alpha-glucanotransferase activity	423.551	0.04249882006819195
GO:0102500	Molecular_Functions	beta-maltose 4-alpha-glucanotransferase activity	423.551	0.04249882006819195
GO:0004750	Molecular_Functions	ribulose-phosphate 3-epimerase activity	422.648	0.042408213660648175
GO:0008998	Molecular_Functions	ribonucleoside-triphosphate reductase activity	422.049	0.04234811040691758
GO:0008955	Molecular_Functions	peptidoglycan glycosyltransferase activity	420.865	0.042229308649960946
GO:0015416	Molecular_Functions	ATPase-coupled organic phosphonate transmembrane transporter activity	419.586	0.04210097465743769
GO:0004818	Molecular_Functions	glutamate-tRNA ligase activity	418.001	0.04194193683245773
GO:0006813	Biological_Processes	potassium ion transport	417.63	0.04190471094408703
GO:0042823	Biological_Processes	pyridoxal phosphate biosynthetic process	416.368	0.04177808272003359
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	416.007	0.041741860224880425
GO:0004588	Molecular_Functions	orotate phosphoribosyltransferase activity	415.645	0.041705537390405514
GO:0047419	Molecular_Functions	N-acetylgalactosamine-6-phosphate deacetylase activity	415.201	0.04166098673154678
GO:0009236	Biological_Processes	cobalamin biosynthetic process	414.19	0.04155954367725357
GO:0004521	Molecular_Functions	endoribonuclease activity	413.68	0.041508370623159076
GO:0008289	Molecular_Functions	lipid binding	411.061	0.04124558193948557
GO:0009381	Molecular_Functions	excinuclease ABC activity	410.962	0.04123564834663193
GO:0005739	Cellular_Components	mitochondrion	409.984	0.04113751648995661
GO:0003678	Molecular_Functions	DNA helicase activity	409.636	0.04110259840598625
GO:0006417	Biological_Processes	regulation of translation	409.253	0.041064168445754494
GO:0004523	Molecular_Functions	RNA-DNA hybrid ribonuclease activity	408.742	0.04101289505233825
GO:0009405	Biological_Processes	pathogenesis	400.426	0.04017847325263269
GO:0015418	Molecular_Functions	ATPase-coupled quaternary ammonium compound transmembrane transporting activity	400.307	0.040166532873343985
GO:0070043	Molecular_Functions	rRNA (guanine-N7-)-methyltransferase activity	398.29	0.03996414846136634
GO:0032153	Cellular_Components	cell division site	397.518	0.03988668650497232
GO:0008757	Molecular_Functions	S-adenosylmethionine-dependent methyltransferase activity	391.157	0.03924842807929567
GO:0003922	Molecular_Functions	GMP synthase (glutamine-hydrolyzing) activity	390.671	0.03919966316892327
GO:0003984	Molecular_Functions	acetolactate synthase activity	389.369	0.039069021371999677
GO:0008889	Molecular_Functions	glycerophosphodiester phosphodiesterase activity	388.58	0.038989853647135836
GO:0070403	Molecular_Functions	NAD+ binding	388.085	0.03894018568286765
GO:0003725	Molecular_Functions	double-stranded RNA binding	386.57	0.03878817161041047
GO:0003688	Molecular_Functions	DNA replication origin binding	386.225	0.03875355454440537
GO:0030245	Biological_Processes	cellulose catabolic process	385.376	0.03866836646023629
GO:0008840	Molecular_Functions	4-hydroxy-tetrahydrodipicolinate synthase activity	385.065	0.03863716093117083
GO:0006817	Biological_Processes	phosphate ion transport	383.714	0.03850160250748129
GO:0050334	Molecular_Functions	thiaminase activity	383.078	0.0384377866988458
GO:0004526	Molecular_Functions	ribonuclease P activity	383.032	0.03843317109004512
GO:0001682	Biological_Processes	tRNA 5'-leader removal	381.659	0.038295405201277
GO:0004326	Molecular_Functions	tetrahydrofolylpolyglutamate synthase activity	381.06	0.0382353019475464
GO:0016783	Molecular_Functions	sulfurtransferase activity	380.047	0.03813365821460969
GO:0004722	Molecular_Functions	protein serine/threonine phosphatase activity	379.746	0.03810345607876176
GO:0006662	Biological_Processes	glycerol ether metabolic process	379.053	0.0380339209287863
GO:0003729	Molecular_Functions	mRNA binding	377.821	0.03791030288438548
GO:0006275	Biological_Processes	regulation of DNA replication	377.645	0.03789264316375678
