Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	0.1	0.293912	0.292828	11820	6346
s__Blautia_A obeum GCA_003463085.1	40520	GCA_003463085.1	Bacteria	0.09	0.480527	0.043595	13552	5711
s__Blautia_A massiliensis GCA_009876905.1	1737424	GCA_009876905.1	Bacteria	0.09	0.318538	0.076638	14526	5711
s__Anaerostipes sp900066705 GCA_902362875.1	2049045	GCA_902362875.1	Bacteria	0.09	0.376774	0.340266	12139	5711
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	Bacteria	0.08	0.332023	0.20766	6192	5076
s__Staphylococcus borealis GCA_009735325.1	2742203	GCA_009735325.1	Bacteria	0.08	0.37487	0.35054	8661	5076
s__Phocaeicola dorei GCA_003458145.1	357276	GCA_003458145.1	Bacteria	0.08	0.426609	0.01567	19705	5076
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	Bacteria	0.08	0.25721	0.168786	8147	5076
s__Blautia_A obeum	40520		Bacteria	0.07	0.590425	0.561905	11185	4442
s__Gemmiger qucibialis GCA_003324125.1	2086273	GCA_003324125.1	Bacteria	0.07	0.249933	0.251039	10724	4442
s__Phocaeicola vulgatus GCA_015559725.1	821	GCA_015559725.1	Bacteria	0.06	0.328213	0.031879	12054	3807
s__Alistipes shahii GCA_025145845.1	717959	GCA_025145845.1	Bacteria	0.06	0.194444	0.164981	10511	3807
s__Porphyromonas_A sp001808555 GCA_001808555.1	1739394	GCA_001808555.1	Bacteria	0.06	0.185683	0.174767	5217	3807
s__Varibaculum timonense_A GCA_900120415.1	1870994	GCA_900120415.1	Bacteria	0.06	0.262085	0.261208	5809	3807
s__Blautia_A faecis GCA_013304475.1	871665	GCA_013304475.1	Bacteria	0.05	0.23033	0.197609	11498	3173
s__Prevotella colorans GCA_003096815.1	1703337	GCA_003096815.1	Bacteria	0.05	0.16679	0.153959	6611	3173
s__Alistipes putredinis GCA_000154465.1	445970	GCA_000154465.1	Bacteria	0.05	0.226736	0.231051	5839	3173
s__Akkermansia muciniphila_B GCA_018847035.1	2927224	GCA_018847035.1	Bacteria	0.05	0.222603	0.190834	6768	3173
s__Bradyrhizobium sp003020075 GCA_000465325.1	1230476	GCA_000465325.1	Bacteria	0.05	0.116488	0.150246	15099	3173
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.04	0.012425	0.012615	4247	2538
s__Lachnospira eligens GCA_000146185.1	515620	GCA_000146185.1	Bacteria	0.04	0.173185	0.091424	5673	2538
s__Lachnospira eligens_A GCA_009680455.1	39485	GCA_009680455.1	Bacteria	0.04	0.26348	0.098486	4189	2538
s__Eisenbergiella sp900066775 GCA_003481005.1	2292898	GCA_003481005.1	Bacteria	0.04	0.170895	0.172699	6763	2538
s__Faecalibacterium prausnitzii_D GCA_017377615.1	2817018	GCA_017377615.1	Bacteria	0.04	0.115376	0.022813	4420	2538
s__Faecalibacterium longum GCA_003293635.1	853	GCA_003293635.1	Bacteria	0.04	0.101519	0.0907	5487	2538
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.04	0.043424	0.080984	2845	2538
s__Barnesiella intestinihominis GCA_000296465.1	742726	GCA_000296465.1	Bacteria	0.04	0.132192	0.131029	5393	2538
s__Staphylococcus aureus GCA_013371405.1	1280	GCA_013371405.1	Bacteria	0.03	0.042414	0.059472	4603	1904
s__Oliverpabstia intestinalis GCA_003478705.1	2292964	GCA_003478705.1	Bacteria	0.03	0.126616	0.118777	4431	1904
s__Faecalibacterium prausnitzii_A GCA_002550015.1	853	GCA_002550015.1	Bacteria	0.03	0.05076	0.037743	3284	1904
s__Faecalibacterium sp900758465 GCA_900758465.1	259315	GCA_900758465.1	Bacteria	0.03	0.096239	0.086058	2642	1904
s__Faecalibacterium duncaniae GCA_018784555.1	853	GCA_018784555.1	Bacteria	0.03	0.052719	0.023855	4932	1904
s__Gemmiger formicilis GCA_900167555.1	745368	GCA_900167555.1	Bacteria	0.03	0.104088	0.101236	4921	1904
s__Collinsella aerofaciens_P GCA_015558785.1	74426	GCA_015558785.1	Bacteria	0.03	0.057422	0.012099	2634	1904
s__Collinsella aerofaciens_S GCA_019131975.1	74426	GCA_019131975.1	Bacteria	0.03	0.030065	0.010754	3006	1904
s__Collinsella sp900551605 GCA_015560135.1	74426	GCA_015560135.1	Bacteria	0.03	0.0254	0.022998	2763	1904
s__Collinsella aerofaciens_Q GCA_015670795.1	74426	GCA_015670795.1	Bacteria	0.03	0.01483	0.010805	3390	1904
s__Adlercreutzia hattorii GCA_003340305.1	394340	GCA_003340305.1	Bacteria	0.03	0.124037	0.105432	4240	1904
s__Streptococcus thermophilus GCA_000253395.1	1051074	GCA_000253395.1	Bacteria	0.02	0.125484	0.01451	1930	1269
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	Bacteria	0.02	0.09296	0.09295	1592	1269
s__Blautia_A caecimuris GCA_013302405.1	1796615	GCA_013302405.1	Bacteria	0.02	0.090797	0.090756	2692	1269
s__Anaerostipes hadrus_A GCA_001404655.1	649756	GCA_001404655.1	Bacteria	0.02	0.158346	0.041912	1986	1269
s__Dorea_A longicatena_B GCA_024168045.1	88431	GCA_024168045.1	Bacteria	0.02	0.125559	0.117786	3117	1269
s__Bariatricus comes GCA_025149785.1	470146	GCA_025149785.1	Bacteria	0.02	0.06966	0.062464	2501	1269
s__Faecalibacterium prausnitzii_J GCA_003287405.1	853	GCA_003287405.1	Bacteria	0.02	0.047412	0.033561	2982	1269
s__Faecalibacterium prausnitzii GCA_003287475.1	853	GCA_003287475.1	Bacteria	0.02	0.045732	0.041403	2073	1269
s__Agathobaculum butyriciproducens GCA_003096535.1	1628085	GCA_003096535.1	Bacteria	0.02	0.030137	0.029841	1950	1269
s__Evtepia gabavorous GCA_003425665.1	2211183	GCA_003425665.1	Bacteria	0.02	0.099842	0.099847	2515	1269
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	0.02	0.074734	0.053441	1359	1269
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.02	0.058214	0.036461	1776	1269
s__Anaerococcus obesiensis GCA_000311745.1	1118056	GCA_000311745.1	Bacteria	0.02	0.105973	0.044387	1536	1269
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	Bacteria	0.02	0.117229	0.039494	1446	1269
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.02	0.084627	0.073621	1893	1269
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	Bacteria	0.02	0.029248	0.038092	2153	1269
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.02	0.137025	0.128672	1832	1269
s__Fenollaria timonensis GCA_001457835.1	1723384	GCA_001457835.1	Bacteria	0.02	0.026	0.023893	1171	1269
s__Bacteroides cellulosilyticus GCA_000273015.1	997874	GCA_000273015.1	Bacteria	0.02	0.064734	0.019613	5877	1269
s__Parabacteroides distasonis GCA_002257605.1	2025876	GCA_002257605.1	Bacteria	0.02	0.098671	0.063348	5909	1269
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.02	0.085653	0.068052	1661	1269
s__Collinsella aerofaciens_F GCA_001405375.1	74426	GCA_001405375.1	Bacteria	0.02	0.03197	0.013209	1580	1269
s__Collinsella aerofaciens_G GCA_005844325.1	74426	GCA_005844325.1	Bacteria	0.02	0.02037	0.012555	1925	1269
s__Collinsella aerofaciens_J GCA_008671135.1	74426	GCA_008671135.1	Bacteria	0.02	0.04068	0.011059	1984	1269
s__Collinsella aerofaciens_W GCA_015555045.1	74426	GCA_015555045.1	Bacteria	0.02	0.019686	0.016189	2344	1269
s__Collinsella aerofaciens_Y GCA_015552075.1	74426	GCA_015552075.1	Bacteria	0.02	0.014368	0.010129	2212	1269
s__Collinsella aerofaciens_M GCA_015549965.1	74426	GCA_015549965.1	Bacteria	0.02	0.010832	0.012062	1991	1269
s__Adlercreutzia equolifaciens GCA_000478885.1	1384484	GCA_000478885.1	Bacteria	0.02	0.079298	0.047063	2306	1269
s__Desulfovibrio legallii GCA_004309735.1	571438	GCA_004309735.1	Bacteria	0.02	0.060196	0.018593	2008	1269
s__Bradyrhizobium viridifuturi GCA_002289535.1	418599	GCA_002289535.1	Bacteria	0.02	0.034774	0.01091	8131	1269
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.02	0.062022	0.062022	860	1269
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.01	0.001129	0.001018	1935	635
s__Streptococcus salivarius GCA_000253335.1	1048332	GCA_000253335.1	Bacteria	0.01	0.024841	0.01012	833	635
s__Lactococcus lactis	1358		Bacteria	0.01	0.040217	0.025316	631	635
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.01	0.047948	0.012958	1029	635
s__Thomasclavelia saccharogumia GCA_000686665.1	1121333	GCA_000686665.1	Bacteria	0.01	0.036829	0.036241	1281	635
s__Clostridium_AQ sp000165065 GCA_000165065.1	658659	GCA_000165065.1	Bacteria	0.01	0.037738	0.036625	1554	635
s__Blautia_A sp900120195 GCA_900120195.1	1917876	GCA_900120195.1	Bacteria	0.01	0.019923	0.018855	974	635
s__Blautia_A sp900066505 GCA_013304385.1	536633	GCA_013304385.1	Bacteria	0.01	0.017834	0.013222	2063	635
s__Lachnospira sp003451515 GCA_003464165.1	2292351	GCA_003464165.1	Bacteria	0.01	0.121246	0.010357	844	635
s__Lachnospira sp900316325 GCA_014287955.1	2763051	GCA_014287955.1	Bacteria	0.01	0.036562	0.036358	976	635
s__Oliverpabstia faecicola GCA_004123145.1	2509240	GCA_004123145.1	Bacteria	0.01	0.041953	0.015536	1528	635
s__Roseburia intestinalis GCA_902362885.1	166486	GCA_902362885.1	Bacteria	0.01	0.018251	0.015334	1847	635
s__Copromonas sp000435795 GCA_014385265.1	2763663	GCA_014385265.1	Bacteria	0.01	0.026222	0.026223	858	635
s__Ruminococcus_B gnavus GCA_013303595.1	33038	GCA_013303595.1	Bacteria	0.01	0.032401	0.020713	1032	635
s__Ruthenibacterium lactatiformans	1550024		Bacteria	0.01	0.045324	0.026265	1305	635
s__Dysosmobacter welbionis GCA_003574015.1	2109687	GCA_003574015.1	Bacteria	0.01	0.021838	0.013723	1078	635
s__Eubacterium limosum GCA_000807675.2	1736	GCA_000807675.2	Bacteria	0.01	0.054717	0.050415	1936	635
s__Monoglobus pectinilyticus GCA_002874775.1	1981510	GCA_002874775.1	Bacteria	0.01	0.065879	0.066202	1420	635
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	Bacteria	0.01	0.118278	0.049716	842	635
s__Anaerococcus vaginalis_B GCA_000307225.1	33037	GCA_000307225.1	Bacteria	0.01	0.024038	0.011442	473	635
s__Anaerococcus hydrogenalis GCA_000173355.1	561177	GCA_000173355.1	Bacteria	0.01	0.019614	0.014417	447	635
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.01	0.020543	0.012668	477	635
s__Peptoniphilus_A senegalensis GCA_000321025.1	1033744	GCA_000321025.1	Bacteria	0.01	0.033191	0.012728	916	635
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.01	0.033793	0.019235	1229	635
s__Ezakiella peruensis GCA_900215725.1	1464038	GCA_900215725.1	Bacteria	0.01	0.035408	0.035447	402	635
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	Bacteria	0.01	0.012999	0.012971	667	635
s__Alterileibacterium massiliense GCA_900104645.1	1870997	GCA_900104645.1	Bacteria	0.01	0.047572	0.047813	682	635
s__CAG-41 sp900066215 GCA_003460745.1	2292896	GCA_003460745.1	Bacteria	0.01	0.061465	0.032505	1804	635
s__Bacteroides thetaiotaomicron GCA_015548225.1	818	GCA_015548225.1	Bacteria	0.01	0.080633	0.035964	4074	635
s__Bacteroides ovatus GCA_015550085.1	28116	GCA_015550085.1	Bacteria	0.01	0.095501	0.198955	3795	635
s__Bacteroides timonensis GCA_000513195.1	1470345	GCA_000513195.1	Bacteria	0.01	0.033115	0.015507	1756	635
s__Prevotella buccalis GCA_000177075.1	679190	GCA_000177075.1	Bacteria	0.01	0.038762	0.02907	1760	635
s__Prevotella disiens GCA_000613345.1	1235811	GCA_000613345.1	Bacteria	0.01	0.02627	0.026642	1298	635
s__Prevotella sp000758925 GCA_000758925.1	1284775	GCA_000758925.1	Bacteria	0.01	0.061737	0.019867	608	635
s__Parabacteroides merdae GCA_000307495.1	999421	GCA_000307495.1	Bacteria	0.01	0.04093	0.023443	2304	635
s__Alistipes onderdonkii GCA_006542725.1	2585117	GCA_006542725.1	Bacteria	0.01	0.039684	0.026938	1979	635
s__Alistipes_A ihumii	1470347		Bacteria	0.01	0.028927	0.028929	1090	635
s__Odoribacter splanchnicus GCA_000190535.1	709991	GCA_000190535.1	Bacteria	0.01	0.025882	0.025695	1033	635
g__Porphyromonas	836		Bacteria	0.01	0.024235	0.02158	671	635
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	Bacteria	0.01	0.0229	0.025219	527	635
s__Collinsella sp905215065 GCA_003471985.1	2292025	GCA_003471985.1	Bacteria	0.01	0.038199	0.032364	1275	635
s__Collinsella sp003459245 GCA_902363945.1	2011094	GCA_902363945.1	Bacteria	0.01	0.069541	0.02747	1332	635
s__Collinsella sp905215445 GCA_003467795.1	2292317	GCA_003467795.1	Bacteria	0.01	0.075254	0.023619	666	635
s__Eggerthella lenta GCA_000191845.2	910311	GCA_000191845.2	Bacteria	0.01	0.049379	0.021422	1505	635
s__Bilophila wadsworthia GCA_000224655.1	693988	GCA_000224655.1	Bacteria	0.01	0.047901	0.034244	2008	635
s__Parasutterella excrementihominis GCA_000205025.1	762966	GCA_000205025.1	Bacteria	0.01	0.033602	0.016235	746	635
s__Bradyrhizobium sp002532045 GCA_002532045.1	142585	GCA_002532045.1	Bacteria	0.01	0.023573	0.008171	5104	635
s__Bradyrhizobium elkanii	29448		Bacteria	0.01	0.057678	0.014841	5362	635
s__Campylobacter_B hominis GCA_000017585.1	360107	GCA_000017585.1	Bacteria	0.01	0.046029	0.046107	574	635
