Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.21	5083	8605
Prevotella sp900547085 GCA_900547085.1	159272	0.2	8057	8196
Varibaculum cambriense_A GCA_000508625.1	1403948	0.2	8448	8196
Allobacillus salarius GCA_007559425.1	1955272	0.17	8117	6966
Urinicoccus timonensis GCA_900232945.1	2024205	0.17	6118	6966
Corynebacterium amycolatum_A	43765	0.17	7913	6966
Finegoldia magna_F GCA_000159695.1	525282	0.16	5895	6556
Fenollaria timonensis GCA_001457835.1	1723384	0.16	5222	6556
Prevotella sp000479005 GCA_000479005.1	1111130	0.16	8255	6556
Gleimia europaea_B GCA_000411155.1	883069	0.16	5746	6556
Staphylococcus warneri GCA_000736475.1	1292	0.14	6204	5737
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.13	5049	5327
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.12	4278	4917
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.12	4412	4917
Varibaculum timonense_A GCA_900120415.1	1870994	0.12	4905	4917
Prevotella bergensis GCA_000160535.1	585502	0.11	6531	4508
Anaerococcus obesiensis GCA_001811125.1	1739286	0.1	3607	4098
Anaerococcus prevotii GCA_000024105.1	525919	0.1	3712	4098
Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	0.1	3458	4098
Ezakiella peruensis GCA_900215725.1	1464038	0.1	3246	4098
Prevotella colorans GCA_003096815.1	1703337	0.1	5309	4098
Streptococcus vestibularis GCA_000180075.1	904306	0.09	3379	3688
Anaerococcus marasmi GCA_900290195.1	2057797	0.09	3534	3688
Alterileibacterium massiliense GCA_900104645.1	1870997	0.09	2499	3688
Streptococcus thermophilus	1308	0.08	2727	3278
Ruminococcus_E bromii_B GCA_003463575.1	40518	0.08	3252	3278
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.08	2559	3278
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.07	2419	2868
Anaerococcus vaginimassiliensis GCA_000191725.2	879305	0.07	2272	2868
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.07	2560	2868
Porphyromonas asaccharolytica GCA_000212375.1	879243	0.07	3045	2868
Leuconostoc lactis GCA_000709265.1	1246	0.06	1833	2459
Nosocomiicoccus massiliensis GCA_000438455.1	1232430	0.06	1608	2459
Anaerococcus lactolyticus	33032	0.06	2250	2459
Corynebacterium simulans GCA_001586215.1	146827	0.06	3095	2459
Enterococcus faecalis GCA_000519705.1	1391484	0.05	2691	2049
Anaerococcus senegalensis GCA_000321005.2	1033733	0.05	1719	2049
Porphyromonas_A sp900120395 GCA_900120395.1	1720317	0.05	1865	2049
Pauljensenia radingae_A GCA_001457875.1	1673722	0.05	2095	2049
Corynebacterium sp001806875 GCA_001806875.1	1581069	0.05	2333	2049
Staphylococcus aureus GCA_013371405.1	1280	0.04	2417	1639
Anaerococcus octavius GCA_002847745.1	54007	0.04	1475	1639
Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	0.04	1497	1639
Oligella urethralis GCA_000372065.1	1122620	0.04	1646	1639
Trueperella bernardiae GCA_001469025.1	59561	0.04	1617	1639
Brevibacterium sp001815905 GCA_001815905.1	1581130	0.04	1680	1639
Corynebacterium minutissimum GCA_000805675.1	38301	0.04	2232	1639
Staphylococcus haemolyticus GCA_000009865.1	279808	0.03	1351	1229
Staphylococcus epidermidis	1282	0.03	1121	1229
Kallipyga gabonensis GCA_001286805.1	1686287	0.03	1063	1229
Prevotella amnii GCA_000378745.1	1122979	0.03	1558	1229
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.03	1299	1229
Corynebacterium tuscaniense GCA_000759055.1	1401064	0.03	1345	1229
Faecalimonas phoceensis GCA_000431655.1	1263069	0.02	822	820
Peptoniphilus_A senegalensis GCA_000321025.1	1033744	0.02	543	820
Akkermansia muciniphila GCA_018779765.1	239935	0.02	941	820
Bifidobacterium adolescentis	1680	0.02	747	820
Varibaculum vaginae GCA_900604285.1	2364797	0.02	963	820
Mobiluncus curtisii GCA_000196535.1	548479	0.02	994	820
Pseudoglutamicibacter albus GCA_000758985.1	1401063	0.02	992	820
Corynebacterium massiliense GCA_000420605.1	1121364	0.02	645	820
Dialister micraerophilus GCA_000194985.1	888062	0.02	409	820
Methanobrevibacter_A smithii GCA_018784305.1	2173	0.02	785	820
Lactococcus lactis GCA_000284735.1	1042402	0.01	336	410
Limosilactobacillus fermentum	1613	0.01	276	410
Staphylococcaceae_u_t	90964	0.01	274	410
Ruthenibacterium lactatiformans	1550024	0.01	1196	410
Blautia_A massiliensis GCA_013305055.1	1737424	0.01	880	410
Blautia_A obeum	40520	0.01	429	410
Dorea_A longicatena GCA_025150085.1	88431	0.01	635	410
Agathobacter rectalis GCA_000020605.1	515619	0.01	600	410
Peptococcus niger GCA_900101835.1	2741	0.01	519	410
