Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Corynebacterium pseudogenitalium ATCC 33035	525264	221.77	0.202	1866
Streptococcus anginosus DORA_7	1403946	219.38	0.2	980
Facklamia hominis	178214	217.47	0.199	1190
Corynebacterium tuberculostearicum SK141	553206	216.32	0.197	1567
Peptoniphilus harei ACS-146-V-Sch2b	908338	192.63	0.17600000000000002	2161
Staphylococcus_u_t	1279	192.16	0.17500000000000002	1680
Veillonella_u_t	29465	192.22	0.17500000000000002	91
Pseudomonas_u_t	286	181.75	0.166	2518
Bacteroides neonati	1347393	171.13	0.156	4975
Brevibacterium sp. VCM10_u_t	1381751	167.11	0.153	14801
Haemophilus parainfluenzae	729	165.13	0.151	372
Staphylococcus pasteuri SP1	1276282	157.77	0.14400000000000002	1489
Pseudomonas putida group_u_t	136845	151.13	0.13799999999999998	10
Xanthomonas campestris	339	149.49	0.136	838
Corynebacterium pyruviciproducens ATCC BAA-1742	1125779	143.36	0.131	3798
Streptococcus mutans B115SM-A	1225205	143.56	0.131	37
Neisseriaceae_u_t	481	140.22	0.128	13
Porphyromonas_u_t	836	134.51	0.123	10
Brachybacterium squillarum M-6-3	1074488	127.17	0.116	9960
Anaerococcus tetradius ATCC 35098	525255	124.13	0.11299999999999999	1562
Corynebacterium jeddahense	1414719	122	0.11100000000000002	7953
Corynebacterium matruchotii	43768	119.89	0.109	1640
Paracoccus sanguinis	1545044	106.42	0.097	416
Streptococcus sp. 2_1_36FAA_u_t	469609	100.78	0.092	1038
Streptococcus cristatus	45634	98.8	0.09	164
Propionimicrobium_u_t	203133	97.32	0.089	766
Streptococcus oralis SK100	1095740	96.19	0.08800000000000001	504
Megasphaera_u_t	906	95.57	0.087	17
Shewanella baltica	62322	93.68	0.086	100
Roseomonas_u_t	125216	92.24	0.084	1598
Dermabacter hominis 1368	1450519	90.54	0.083	4400
Rothia_u_t	32207	88.51	0.08099999999999999	266
Brevibacterium senegalense	1033736	86.33	0.079	4742
Kocuria_u_t	57493	84.12	0.077	2512
Brachybacterium faecium DSM 4810	446465	84.53	0.077	7098
Cutibacterium granulosum	33011	79.51	0.073	550
Brevibacterium linens	1703	79.41	0.07200000000000001	6744
Actinobaculum massiliense ACS-171-V-Col2	883066	79.38	0.07200000000000001	1844
Agrococcus_u_t	46352	77.38	0.07100000000000001	1703
Acinetobacter junii	40215	77.52	0.07100000000000001	94
Pantoea_u_t	53335	77.34	0.07100000000000001	13
Prevotella_u_t	838	77.41	0.07100000000000001	144
Lactobacillus casei group_u_t	655183	77.21	0.06999999999999999	122
Herbaspirillum_u_t	963	76.63	0.06999999999999999	918
Brevundimonas_u_t	41275	77.04	0.06999999999999999	539
Corynebacterium durum F0235	1035195	75.56	0.06899999999999999	2363
Streptococcus sanguinis SK1058	888822	75.49	0.06899999999999999	118
Acidovorax_u_t	12916	75.26	0.06899999999999999	10
