Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Anaerobutyricum hallii GCA_000173975.1	411469	0.33	5376	4211
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.31	3646	3956
Prevotella timonensis GCA_000455445.1	1122992	0.3	4676	3828
Collinsella aerofaciens_AI GCA_018785265.1	74426	0.3	3304	3828
Collinsella aerofaciens_AG GCA_015557945.1	74426	0.3	3259	3828
Adlercreutzia equolifaciens GCA_000478885.1	1384484	0.3	4306	3828
Corynebacterium aurimucosum_F GCA_000022905.1	548476	0.3	4167	3828
Collinsella aerofaciens_Y GCA_015552075.1	74426	0.29	3294	3700
Agathobaculum butyriciproducens GCA_003096535.1	1628085	0.28	3844	3573
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.28	2500	3573
Propionimicrobium lymphophilum GCA_000510445.1	1111131	0.28	2885	3573
Alterileibacterium massiliense GCA_900104645.1	1870997	0.27	1970	3445
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.27	3432	3445
Staphylococcus haemolyticus GCA_000759125.1	1401071	0.26	2900	3318
Lachnospira eligens_A GCA_000434415.1	1263077	0.26	2794	3318
Blautia_A sp900066505 GCA_013304385.1	536633	0.25	4898	3190
Collinsella aerofaciens_G GCA_005844325.1	74426	0.25	2768	3190
Corynebacterium amycolatum GCA_001811205.1	1739292	0.25	2994	3190
Phascolarctobacterium faecium GCA_003269275.1	1122957	0.25	2899	3190
Anaerococcus prevotii GCA_000024105.1	525919	0.24	2280	3062
Peptoniphilus_C coxii GCA_001553115.1	755172	0.24	2164	3062
Veillonella parvula_A GCA_002959795.1	2027458	0.24	2544	3062
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.24	1499	3062
Lachnospira eligens GCA_000146185.1	515620	0.22999999999999998	3274	2935
Eisenbergiella sp900066775 GCA_003481005.1	2292898	0.22999999999999998	4001	2935
Anaerococcus senegalensis GCA_000321005.2	1033733	0.22999999999999998	2012	2935
Bacteroides cellulosilyticus GCA_015557195.1	246787	0.22999999999999998	7954	2935
Collinsella sp003458415	74426	0.22999999999999998	2457	2935
Anaerococcus obesiensis GCA_001811125.1	1739286	0.22	1994	2807
Prevotella timonensis_A GCA_000762405.1	1401062	0.22	3457	2807
Slackia_A isoflavoniconvertens GCA_003340315.1	572010	0.22	2741	2807
Lachnospira rogosae GCA_900112995.1	706562	0.21	2921	2680
Mediterraneibacter lactaris GCA_025152405.1	471875	0.21	2823	2680
Faecalibacterium prausnitzii_I GCA_003287495.1	853	0.21	2834	2680
Ruminococcus_B gnavus GCA_015557345.1	33038	0.2	3567	2552
Anaerococcus vaginalis GCA_001812365.1	1739356	0.2	1867	2552
Phocaeicola vulgatus GCA_003436855.1	821	0.2	4965	2552
Streptococcus sp001556435 GCA_000714445.1	1304	0.19	2028	2424
Longicatena caecimuris GCA_000242955.1	457402	0.19	2862	2424
Faecalibacterium duncaniae GCA_018784555.1	853	0.19	3079	2424
Collinsella aerofaciens_Z GCA_015557435.1	74426	0.19	2190	2424
Lacticaseibacillus rhamnosus GCA_000026525.1	568704	0.18	2663	2297
Blautia_A intestinalis GCA_000210015.1	657314	0.18	3276	2297
Cutibacterium acnes	1747	0.18	2268	2297
Faecalibacterium sp900772565 GCA_900772565.1	259315	0.17	2009	2169
Corynebacterium amycolatum_A GCA_001812845.1	1739382	0.17	2086	2169
Escherichia coli GCA_019915525.1	562	0.17	4301	2169
Mediterraneibacter torques GCA_000153925.1	411460	0.16	2147	2042
Facklamia hominis GCA_000413455.1	883110	0.15	1419	1914
Anaerostipes sp900066705 GCA_902362875.1	2049045	0.15	2165	1914
Dorea_A longicatena_B GCA_024168045.1	88431	0.15	2224	1914
Bacteroides fragilis GCA_008086695.1	817	0.15	3886	1914
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.15	1479	1914
Ralstonia pickettii_B GCA_000372665.1	1264675	0.15	3649	1914
Comamonas tsuruhatensis GCA_000710145.1	1537702	0.15	4734	1914
Streptococcus sp001811505 GCA_001811505.1	1739309	0.14	1379	1786
Roseburia inulinivorans	360807	0.14	2691	1786
Angelakisella massiliensis GCA_900104675.1	1871018	0.14	2675	1786
Anaerococcus marasmi GCA_900290195.1	2057797	0.14	1486	1786
Peptoniphilus_A phoceensis GCA_001517665.2	1720298	0.14	1143	1786
Haemophilus seminalis GCA_002998595.1	712310	0.14	1245	1786
Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	0.13	1145	1659
Alistipes finegoldii GCA_000265365.1	679935	0.13	2505	1659
Eggerthella lenta GCA_000191845.2	910311	0.13	2126	1659
Lacticaseibacillus paracasei GCA_002442835.1	1597	0.12	1711	1531
Desulfovibrio desulfuricans GCA_014843035.1	876	0.12	2150	1531
Staphylococcus caprae GCA_000160215.1	525378	0.11	1322	1404
Anaerostipes hadrus_A GCA_001404655.1	649756	0.11	1304	1404
Agathobacter rectalis GCA_000020605.1	515619	0.11	1876	1404
Anaerobutyricum soehngenii GCA_900209925.1	39488	0.11	1952	1404
Faecalibacterium prausnitzii_D	853	0.11	1553	1404
Anaerococcus provencensis GCA_000312365.2	938293	0.11	1207	1404
Urinicoccus massiliensis GCA_900120405.1	1723382	0.11	1156	1404
Blautia_A massiliensis GCA_001487165.1	1737424	0.1	1876	1276
Anaerotignum lactatifermentans GCA_900142265.1	1121323	0.1	1647	1276
Fimivivens sp014385025 GCA_014385025.1	2763673	0.1	1596	1276
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.1	956	1276
Alistipes onderdonkii	328813	0.1	1719	1276
Parasutterella excrementihominis GCA_000144975.1	469610	0.1	1245	1276
Lactococcus lactis GCA_000192705.1	929102	0.09	967	1148
Thomasclavelia saccharogumia GCA_000686665.1	1121333	0.09	1373	1148
Blautia sp000432195 GCA_902363515.1	1879010	0.09	1534	1148
Pseudoruminococcus massiliensis GCA_900291955.1	2086583	0.09	1090	1148
Lawsonibacter sp000177015 GCA_000177015.3	552398	0.09	1379	1148
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.09	846	1148
Collinsella sp003466125 GCA_003436895.1	2292334	0.09	946	1148
Bradyrhizobium sp003020075 GCA_003020075.1	2133945	0.09	3156	1148
Ruminococcus_D sp900604945 GCA_900604945.1	2364796	0.08	1001	1021
Negativibacillus massiliensis GCA_900148495.1	1871035	0.08	1106	1021
Anaerococcus lactolyticus	33032	0.08	820	1021
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.08	750	1021
Fenollaria massiliensis GCA_002998695.1	2081703	0.08	688	1021
Ezakiella coagulans GCA_003096635.1	46507	0.08	699	1021
Varibaculum timonense_A GCA_900120415.1	1870994	0.08	841	1021
Actinotignum timonense GCA_002860685.1	1870995	0.08	951	1021
Methanobrevibacter_A smithii_A GCA_000189975.2	911125	0.08	759	1021
Faecalibacillus sp003480255 GCA_003475785.1	2292032	0.07	789	893
Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	0.07	638	893
Urinicoccus timonensis GCA_000221565.2	879308	0.07	663	893
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	0.07	646	893
Klebsiella pneumoniae	573	0.07	1105	893
Enterococcus faecalis	1351	0.06	831	766
Allobacillus salarius GCA_007559425.1	1955272	0.06	704	766
Copromonas sp000435795 GCA_014385265.1	2763663	0.06	862	766
Bacteroides xylanisolvens GCA_018785775.1	371601	0.06	1815	766
Gordonibacter urolithinfaciens GCA_009755005.1	1335613	0.06	1025	766
Peptococcus niger GCA_900101835.1	2741	0.06	623	766
Staphylococcus lugdunensis GCA_001812005.1	1739335	0.05	631	638
Faecalibacterium sp900758465 GCA_900758465.1	259315	0.05	519	638
Ruthenibacterium lactatiformans GCA_000949455.1	1550024	0.05	1117	638
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.05	494	638
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.05	413	638
Alistipes communis GCA_006542745.1	2585118	0.05	846	638
Alistipes shahii	328814	0.05	975	638
Gleimia urinae GCA_900119695.1	1689268	0.05	452	638
Actinomyces_u_t	1654	0.05	789	638
Agrobacterium oryzihabitans GCA_000219665.2	1050720	0.05	1144	638
Lachnospira sp003537285 GCA_003458705.1	2292233	0.04	466	510
Dorea_A longicatena GCA_025150085.1	88431	0.04	548	510
Oliverpabstia sp002361775 GCA_002361775.1	1946473	0.04	602	510
Anaerococcus urinomassiliensis GCA_900128425.1	1745712	0.04	412	510
Peptoniphilus_A harei GCA_001815405.1	1739525	0.04	376	510
Alistipes cottocaccae GCA_002161445.1	1965650	0.04	670	510
Rothia mucilaginosa_A	155900	0.04	481	510
Dermabacter hominis	36740	0.04	473	510
Corynebacterium glucuronolyticum GCA_001815555.1	1739536	0.04	546	510
Pseudomonas_E antarctica_A GCA_001647715.1	219572	0.04	1302	510
Methylobacterium thiocyanatum GCA_000019945.1	441620	0.04	1045	510
Cloacibacillus porcorum GCA_001701045.1	1197717	0.04	750	510
Dialister micraerophilus GCA_000194985.1	888062	0.04	257	510
Lactococcus cremoris GCA_000009425.1	416870	0.03	351	383
Staphylococcaceae_u_t	90964	0.03	358	383
Gemella morbillorum GCA_000185645.1	562982	0.03	237	383
CAG-313 sp000433035 GCA_000433035.1	1262969	0.03	256	383
Blautia sp001304935 GCA_014287615.1	2763026	0.03	1045	383
Lawsonibacter asaccharolyticus GCA_003112755.1	2108523	0.03	541	383
Anaerococcus mediterraneensis GCA_900128415.1	1870984	0.03	341	383
Peptoniphilus_A timonensis GCA_000312025.1	1095770	0.03	229	383
Parvimonas micra GCA_000493795.1	1408286	0.03	217	383
Murdochiella_u_t	1161127	0.03	225	383
Corynebacterium_u_t	1716	0.03	380	383
Aerococcus_u_t	1375	0.02	217	255
Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	0.02	162	255
Odoribacter splanchnicus GCA_000190535.1	709991	0.02	454	255
Alistipes_A indistinctus	626932	0.02	319	255
Porphyromonas asaccharolytica	28123	0.02	197	255
Actinomyces graevenitzii	55565	0.02	189	255
Mobiluncus_u_t	2050	0.02	225	255
Phyllobacterium_u_t	28100	0.02	454	255
Butyricimonas_u_t	574697	0.01	240	128
Porphyromonas_u_t	836	0.01	138	128
Pauljensenia_u_t	2740557	0.01	158	128
Veillonella nakazawae GCA_009710805.1	39778	0.01	178	128
