Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Latilactobacillus curvatus GCA_902362325.1	28038	GCA_902362325.1	Bacteria	0.89	0.356548	0.193638	7837	11398
s__Mediterraneibacter faecis GCA_001312505.1	1298596	GCA_001312505.1	Bacteria	0.88	0.273939	0.274583	14059	11269
s__Winkia sp002849225 GCA_000296485.1	888439	GCA_000296485.1	Bacteria	0.86	0.333419	0.219603	9162	11013
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	Bacteria	0.78	0.364809	0.331704	6933	9989
s__Odoribacter massiliensis GCA_003482005.1	2293112	GCA_003482005.1	Bacteria	0.74	0.312473	0.312548	15129	9477
s__Collinsella aerofaciens_X GCA_015546965.1	74426	GCA_015546965.1	Bacteria	0.71	0.060985	0.049269	8150	9092
s__Fimenecus sp000432435 GCA_000432435.1	1262882	GCA_000432435.1	Bacteria	0.61	0.230331	0.230274	5745	7812
s__Corynebacterium simulans GCA_001586215.1	146827	GCA_001586215.1	Bacteria	0.61	0.166671	0.161176	8203	7812
s__Anaerococcus vaginalis_B GCA_000307225.1	33037	GCA_000307225.1	Bacteria	0.56	0.423566	0.414515	5386	7171
s__Blautia_A obeum GCA_001405215.1	40520	GCA_001405215.1	Bacteria	0.54	0.282667	0.041923	10413	6915
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	0.54	0.230362	0.199662	5447	6915
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.53	0.205857	0.206103	5915	6787
s__Bacteroides uniformis GCA_015552985.1	820	GCA_015552985.1	Bacteria	0.53	0.258571	0.13375	12451	6787
s__Akkermansia sp004167605 GCA_008421785.1	2584597	GCA_008421785.1	Bacteria	0.53	0.22552	0.027397	8489	6787
s__Streptococcus oralis_S GCA_000257475.1	1095740	GCA_000257475.1	Bacteria	0.4699999999999999	0.108307	0.058742	4394	6019
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.4699999999999999	0.198716	0.179361	5266	6019
s__Staphylococcus epidermidis	1282		Bacteria	0.45000000000000007	0.304152	0.313253	5251	5763
s__Collinsella sp003438495 GCA_902399765.1	2011094	GCA_902399765.1	Bacteria	0.45000000000000007	0.042862	0.028888	5095	5763
s__Collinsella sp900551305 GCA_009876295.1	74426	GCA_009876295.1	Bacteria	0.45000000000000007	0.018866	0.010774	4962	5763
s__Collinsella sp900551605 GCA_015560135.1	74426	GCA_015560135.1	Bacteria	0.43	0.027288	0.010856	4860	5507
s__Pauljensenia turicensis GCA_000296505.1	883077	GCA_000296505.1	Bacteria	0.42	0.12897	0.128931	4037	5379
s__Collinsella aerofaciens_P GCA_015558785.1	74426	GCA_015558785.1	Bacteria	0.4	0.017163	0.013575	4407	5122
s__Blautia_A obeum	40520		Bacteria	0.38	0.368025	0.108911	6839	4866
s__Faecalibacterium longum GCA_003293635.1	853	GCA_003293635.1	Bacteria	0.38	0.108097	0.100122	5243	4866
s__Collinsella sp902363125 GCA_902363125.1	2011094	GCA_902363125.1	Bacteria	0.38	0.018296	0.011806	4307	4866
s__Evtepia gabavorous GCA_003425665.1	2211183	GCA_003425665.1	Bacteria	0.37	0.184382	0.184364	4640	4738
s__Alistipes putredinis GCA_000154465.1	445970	GCA_000154465.1	Bacteria	0.37	0.147506	0.147937	4660	4738
s__Collinsella aerofaciens_M GCA_015549965.1	74426	GCA_015549965.1	Bacteria	0.37	0.034109	0.035805	4199	4738
s__Lachnospira sp900316325 GCA_014287955.1	2763051	GCA_014287955.1	Bacteria	0.35	0.210876	0.211037	4989	4482
s__Romboutsia timonensis GCA_900106845.1	1776391	GCA_900106845.1	Bacteria	0.35	0.407315	0.40714	5444	4482
s__Streptococcus sp019448285 GCA_000506725.1	1415765	GCA_000506725.1	Bacteria	0.34	0.035996	0.030182	3285	4354
s__Fenollaria timonensis GCA_001457835.1	1723384	GCA_001457835.1	Bacteria	0.34	0.1248	0.113227	2964	4354
s__Adlercreutzia hattorii GCA_003340305.1	394340	GCA_003340305.1	Bacteria	0.34	0.147285	0.113081	4813	4354
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.34	0.106891	0.054187	4084	4354
s__Anaerobutyricum hallii GCA_000173975.1	411469	GCA_000173975.1	Bacteria	0.33	0.167292	0.089354	5380	4226
s__Faecalibacterium prausnitzii GCA_009680085.1	853	GCA_009680085.1	Bacteria	0.33	0.0841	0.04567	5245	4226
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	0.31	0.113338	0.066795	3649	3970
s__Collinsella aerofaciens_AI GCA_018785265.1	74426	GCA_018785265.1	Bacteria	0.3	0.031826	0.017888	3307	3842
s__Adlercreutzia equolifaciens GCA_000478885.1	1384484	GCA_000478885.1	Bacteria	0.3	0.129951	0.091833	4310	3842
s__Corynebacterium aurimucosum_F GCA_000022905.1	548476	GCA_000022905.1	Bacteria	0.3	0.060127	0.051592	4171	3842
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	0.29	0.118358	0.083482	4680	3714
s__Collinsella aerofaciens_Y GCA_015552075.1	74426	GCA_015552075.1	Bacteria	0.29	0.02196	0.015271	3297	3714
s__Collinsella aerofaciens_AG GCA_015557945.1	74426	GCA_015557945.1	Bacteria	0.29	0.025158	0.009867	3262	3714
s__Agathobaculum butyriciproducens GCA_003096535.1	1628085	GCA_003096535.1	Bacteria	0.28	0.09041	0.088628	3847	3586
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	Bacteria	0.28	0.267932	0.083333	2502	3586
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	0.28	0.092996	0.037831	2887	3586
s__Alterileibacterium massiliense GCA_900104645.1	1870997	GCA_900104645.1	Bacteria	0.27	0.109188	0.112004	1971	3458
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	0.27	0.114021	0.068933	3435	3458
s__Staphylococcus haemolyticus GCA_000759125.1	1401071	GCA_000759125.1	Bacteria	0.26	0.147071	0.058992	2902	3330
s__Lachnospira eligens_A GCA_000434415.1	1263077	GCA_000434415.1	Bacteria	0.26	0.19717	0.090609	2796	3330
s__Blautia_A sp900066505 GCA_013304385.1	536633	GCA_013304385.1	Bacteria	0.25	0.057329	0.05153	4903	3202
s__Collinsella aerofaciens_G GCA_005844325.1	74426	GCA_005844325.1	Bacteria	0.25	0.025351	0.018056	2770	3202
s__Corynebacterium amycolatum GCA_001811205.1	1739292	GCA_001811205.1	Bacteria	0.25	0.147479	0.120357	2997	3202
s__Phascolarctobacterium faecium GCA_003269275.1	1122957	GCA_003269275.1	Bacteria	0.25	0.136666	0.068428	2902	3202
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	0.24	0.110942	0.084218	2282	3073
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.24	0.073821	0.072203	2166	3073
s__Veillonella parvula_A GCA_002959795.1	2027458	GCA_002959795.1	Bacteria	0.24	0.079887	0.025895	2547	3073
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.24	0.093888	0.093888	1500	3073
s__Lachnospira eligens GCA_000146185.1	515620	GCA_000146185.1	Bacteria	0.22999999999999998	0.121848	0.075623	3269	2945
s__Eisenbergiella sp900066775 GCA_003481005.1	2292898	GCA_003481005.1	Bacteria	0.22999999999999998	0.061868	0.062502	4004	2945
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.22999999999999998	0.196031	0.183867	2013	2945
s__Bacteroides cellulosilyticus GCA_015557195.1	246787	GCA_015557195.1	Bacteria	0.22999999999999998	0.167172	0.010774	7961	2945
s__Collinsella sp003458415	74426		Bacteria	0.22999999999999998	0.030471	0.031401	2459	2945
s__Anaerococcus obesiensis GCA_001811125.1	1739286	GCA_001811125.1	Bacteria	0.22	0.263587	0.091641	1996	2817
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	Bacteria	0.22	0.099491	0.058668	3460	2817
s__Slackia_A isoflavoniconvertens GCA_003340315.1	572010	GCA_003340315.1	Bacteria	0.22	0.073183	0.07069	2744	2817
s__Lachnospira rogosae GCA_900112995.1	706562	GCA_900112995.1	Bacteria	0.21	0.137533	0.136549	2924	2689
s__Mediterraneibacter lactaris GCA_025152405.1	471875	GCA_025152405.1	Bacteria	0.21	0.084569	0.083707	2825	2689
s__Faecalibacterium prausnitzii_I GCA_003287495.1	853	GCA_003287495.1	Bacteria	0.21	0.074633	0.0737	2837	2689
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.2	0.006743	0.006657	4266	2561
s__Ruminococcus_B gnavus GCA_015557345.1	33038	GCA_015557345.1	Bacteria	0.2	0.052632	0.212135	3570	2561
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	Bacteria	0.2	0.244901	0.067827	1868	2561
s__Phocaeicola vulgatus GCA_003436855.1	821	GCA_003436855.1	Bacteria	0.2	0.125564	0.012461	4969	2561
s__Streptococcus sp001556435 GCA_000714445.1	1304	GCA_000714445.1	Bacteria	0.19	0.033494	0.020967	2030	2433
s__Longicatena caecimuris GCA_000242955.1	457402	GCA_000242955.1	Bacteria	0.19	0.084293	0.058414	2864	2433
s__Faecalibacterium duncaniae GCA_018784555.1	853	GCA_018784555.1	Bacteria	0.19	0.032107	0.020931	3081	2433
s__Collinsella aerofaciens_Z GCA_015557435.1	74426	GCA_015557435.1	Bacteria	0.19	0.014956	0.008879	2192	2433
s__Lacticaseibacillus rhamnosus GCA_000026525.1	568704	GCA_000026525.1	Bacteria	0.18	0.076848	0.013158	2665	2305
s__Cutibacterium acnes	1747		Bacteria	0.18	0.060329	0.050296	2270	2305
s__Blautia_A intestinalis GCA_000210015.1	657314	GCA_000210015.1	Bacteria	0.17	0.049509	0.046326	3279	2177
s__Faecalibacterium sp900772565 GCA_900772565.1	259315	GCA_900772565.1	Bacteria	0.17	0.036695	0.011585	2011	2177
s__Corynebacterium amycolatum_A GCA_001812845.1	1739382	GCA_001812845.1	Bacteria	0.17	0.142742	0.026146	2088	2177
s__Escherichia coli GCA_019915525.1	562	GCA_019915525.1	Bacteria	0.17	0.063904	0.050638	4305	2177
s__Mediterraneibacter torques GCA_000153925.1	411460	GCA_000153925.1	Bacteria	0.16	0.086949	0.087174	2148	2049
s__Facklamia hominis GCA_000413455.1	883110	GCA_000413455.1	Bacteria	0.15	0.090252	0.045673	1420	1921
s__Anaerostipes sp900066705 GCA_902362875.1	2049045	GCA_902362875.1	Bacteria	0.15	0.09266	0.04906	2167	1921
s__Dorea_A longicatena_B GCA_024168045.1	88431	GCA_024168045.1	Bacteria	0.15	0.058349	0.052948	2226	1921
s__Bacteroides fragilis GCA_008086695.1	817	GCA_008086695.1	Bacteria	0.15	0.105441	0.079572	3889	1921
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	Bacteria	0.15	0.053694	0.050077	1481	1921
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	Bacteria	0.15	0.075697	0.066747	3652	1921
s__Streptococcus sp001811505 GCA_001811505.1	1739309	GCA_001811505.1	Bacteria	0.14	0.043136	0.036858	1380	1793
s__Roseburia inulinivorans	360807		Bacteria	0.14	0.012939	0.012984	2694	1793
s__Angelakisella massiliensis GCA_900104675.1	1871018	GCA_900104675.1	Bacteria	0.14	0.017551	0.01429	2677	1793
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.14	0.081406	0.05286	1487	1793
s__Peptoniphilus_A phoceensis GCA_001517665.2	1720298	GCA_001517665.2	Bacteria	0.14	0.104198	0.068193	1144	1793
s__Haemophilus seminalis GCA_002998595.1	712310	GCA_002998595.1	Bacteria	0.14	0.047863	0.019722	1246	1793
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.13	0.05304	0.03311	1146	1665
s__Alistipes finegoldii GCA_000265365.1	679935	GCA_000265365.1	Bacteria	0.13	0.043014	0.042449	2508	1665
s__Eggerthella lenta GCA_000191845.2	910311	GCA_000191845.2	Bacteria	0.13	0.051507	0.029875	2128	1665
s__Lacticaseibacillus paracasei GCA_002442835.1	1597	GCA_002442835.1	Bacteria	0.12	0.03886	0.040608	1707	1537
s__Desulfovibrio desulfuricans GCA_014843035.1	876	GCA_014843035.1	Bacteria	0.12	0.04878	0.020604	2152	1537
s__Staphylococcus caprae GCA_000160215.1	525378	GCA_000160215.1	Bacteria	0.11	0.074221	0.074523	1323	1409
s__Anaerostipes hadrus_A GCA_001404655.1	649756	GCA_001404655.1	Bacteria	0.11	0.099117	0.017705	1305	1409
s__Agathobacter rectalis GCA_000020605.1	515619	GCA_000020605.1	Bacteria	0.11	0.025151	0.025398	1878	1409
s__Anaerobutyricum soehngenii GCA_900209925.1	39488	GCA_900209925.1	Bacteria	0.11	0.033959	0.01954	1953	1409
s__Faecalibacterium prausnitzii_D	853		Bacteria	0.11	0.005811	0.005272	1554	1409
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	Bacteria	0.11	0.059483	0.049934	1208	1409
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	Bacteria	0.11	0.018352	0.010809	1157	1409
s__Comamonas tsuruhatensis GCA_000710145.1	1537702	GCA_000710145.1	Bacteria	0.11	0.078318	0.012614	3463	1409
s__Blautia_A massiliensis GCA_001487165.1	1737424	GCA_001487165.1	Bacteria	0.1	0.034198	0.016974	1877	1281
s__Anaerotignum lactatifermentans GCA_900142265.1	1121323	GCA_900142265.1	Bacteria	0.1	0.011257	0.006442	1649	1281
s__Fimivivens sp014385025 GCA_014385025.1	2763673	GCA_014385025.1	Bacteria	0.1	0.02181	0.020947	1597	1281
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.1	0.079759	0.022031	957	1281
s__Alistipes onderdonkii	328813		Bacteria	0.1	0.053474	0.052557	1721	1281
s__Parasutterella excrementihominis GCA_000144975.1	469610	GCA_000144975.1	Bacteria	0.1	0.044785	0.025601	1247	1281
s__Lactococcus lactis GCA_000192705.1	929102	GCA_000192705.1	Bacteria	0.09	0.053005	0.019264	968	1153
s__Thomasclavelia saccharogumia GCA_000686665.1	1121333	GCA_000686665.1	Bacteria	0.09	0.038828	0.038638	1374	1153
s__Blautia sp000432195 GCA_902363515.1	1879010	GCA_902363515.1	Bacteria	0.09	0.036844	0.0373	1535	1153
s__Pseudoruminococcus massiliensis GCA_900291955.1	2086583	GCA_900291955.1	Bacteria	0.09	0.044263	0.045057	1091	1153
s__Lawsonibacter sp000177015 GCA_000177015.3	552398	GCA_000177015.3	Bacteria	0.09	0.027463	0.013973	1380	1153
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	Bacteria	0.09	0.113947	0.076783	846	1153
s__Collinsella sp003466125 GCA_003436895.1	2292334	GCA_003436895.1	Bacteria	0.09	0.018999	0.037717	947	1153
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	Bacteria	0.09	0.057792	0.043651	3159	1153
s__Ruminococcus_D sp900604945 GCA_900604945.1	2364796	GCA_900604945.1	Bacteria	0.08	0.015282	0.015282	1001	1024
s__Negativibacillus massiliensis GCA_900148495.1	1871035	GCA_900148495.1	Bacteria	0.08	0.028768	0.025029	1107	1024
s__Anaerococcus lactolyticus	33032		Bacteria	0.08	0.011072	0.011072	821	1024
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	Bacteria	0.08	0.033537	0.031709	750	1024
s__Fenollaria massiliensis GCA_002998695.1	2081703	GCA_002998695.1	Bacteria	0.08	0.077561	0.04091	688	1024
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	Bacteria	0.08	0.014771	0.01474	699	1024
s__Varibaculum timonense_A GCA_900120415.1	1870994	GCA_900120415.1	Bacteria	0.08	0.01999	0.011105	841	1024
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	Bacteria	0.08	0.042206	0.040795	952	1024
s__Methanobrevibacter_A smithii_A GCA_000189975.2	911125	GCA_000189975.2	Bacteria	0.08	0.123136	0.072934	759	1024
s__Faecalibacillus sp003480255 GCA_003475785.1	2292032	GCA_003475785.1	Bacteria	0.07	0.012245	0.012304	790	896
s__Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	GCA_900626155.1	Bacteria	0.07	0.020823	0.01533	639	896
s__Urinicoccus timonensis GCA_000221565.2	879308	GCA_000221565.2	Bacteria	0.07	0.052001	0.025822	663	896
s__Peptoniphilus_B duerdenii GCA_000478945.1	1111133	GCA_000478945.1	Bacteria	0.07	0.044906	0.031639	646	896
s__Klebsiella pneumoniae	573		Bacteria	0.07	0.045474	0.03271	1106	896
s__Enterococcus faecalis	1351		Bacteria	0.06	0.041892	0.041892	831	768
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.06	0.041475	0.011681	705	768
s__Copromonas sp000435795 GCA_014385265.1	2763663	GCA_014385265.1	Bacteria	0.06	0.026943	0.026944	862	768
s__Bacteroides xylanisolvens GCA_018785775.1	371601	GCA_018785775.1	Bacteria	0.06	0.033353	0.030245	1816	768
s__Gordonibacter urolithinfaciens GCA_009755005.1	1335613	GCA_009755005.1	Bacteria	0.06	0.020343	0.125	1026	768
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	Bacteria	0.06	0.029492	0.029492	624	768
s__Staphylococcus lugdunensis GCA_001812005.1	1739335	GCA_001812005.1	Bacteria	0.05	0.026187	0.025071	632	640
s__Faecalibacterium sp900758465 GCA_900758465.1	259315	GCA_900758465.1	Bacteria	0.05	0.026425	0.015875	520	640
s__Ruthenibacterium lactatiformans GCA_000949455.1	1550024	GCA_000949455.1	Bacteria	0.05	0.015155	0.02422	1118	640
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.05	0.038327	0.016441	494	640
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.05	0.056301	0.054045	413	640
s__Alistipes communis GCA_006542745.1	2585118	GCA_006542745.1	Bacteria	0.05	0.016345	0.011203	846	640
s__Alistipes shahii	328814		Bacteria	0.05	0.016089	0.016089	976	640
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.05	0.019693	0.01747	453	640
g__Actinomyces	1654		Bacteria	0.05	0.018293	0.016555	790	640
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	Bacteria	0.05	0.018228	0.018148	1145	640
s__Lachnospira sp003537285 GCA_003458705.1	2292233	GCA_003458705.1	Bacteria	0.04	0.080803	0.011973	467	512
s__Dorea_A longicatena GCA_025150085.1	88431	GCA_025150085.1	Bacteria	0.04	0.025709	0.014981	548	512
s__Oliverpabstia sp002361775 GCA_002361775.1	1946473	GCA_002361775.1	Bacteria	0.04	0.024326	0.024247	603	512
s__Anaerococcus urinomassiliensis GCA_900128425.1	1745712	GCA_900128425.1	Bacteria	0.04	0.030035	0.016013	412	512
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.04	0.046912	0.025595	376	512
s__Alistipes cottocaccae GCA_002161445.1	1965650	GCA_002161445.1	Bacteria	0.04	0.015044	0.014993	671	512
s__Rothia mucilaginosa_A	155900		Bacteria	0.04	0.01638	0.01347	481	512
s__Dermabacter hominis	36740		Bacteria	0.04	0.022951	0.011144	474	512
s__Corynebacterium glucuronolyticum GCA_001815555.1	1739536	GCA_001815555.1	Bacteria	0.04	0.019548	0.027175	547	512
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	Bacteria	0.04	0.013832	0.012905	1303	512
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	Bacteria	0.04	0.01806	0.017406	1046	512
s__Cloacibacillus porcorum GCA_001701045.1	1197717	GCA_001701045.1	Bacteria	0.04	0.017114	0.016867	751	512
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	Bacteria	0.04	0.030637	0.023101	257	512
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.03	0.001141	0.00104	338	384
s__Lactococcus cremoris GCA_000009425.1	416870	GCA_000009425.1	Bacteria	0.03	0.020535	0.01595	351	384
f__Staphylococcaceae	90964		Bacteria	0.03	0.75	0.75	359	384
s__Gemella morbillorum GCA_000185645.1	562982	GCA_000185645.1	Bacteria	0.03	0.024226	0.024002	237	384
s__CAG-313 sp000433035 GCA_000433035.1	1262969	GCA_000433035.1	Bacteria	0.03	0.035008	0.035008	257	384
s__Blautia sp001304935 GCA_014287615.1	2763026	GCA_014287615.1	Bacteria	0.03	0.020445	0.020213	1046	384
s__Lawsonibacter asaccharolyticus GCA_003112755.1	2108523	GCA_003112755.1	Bacteria	0.03	0.014715	0.018131	542	384
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	Bacteria	0.03	0.016879	0.016953	341	384
s__Peptoniphilus_A timonensis GCA_000312025.1	1095770	GCA_000312025.1	Bacteria	0.03	0.097633	0.058607	230	384
s__Parvimonas micra GCA_000493795.1	1408286	GCA_000493795.1	Bacteria	0.03	0.028067	0.010522	217	384
g__Murdochiella	1161127		Bacteria	0.03	0.130531	0.130531	225	384
g__Corynebacterium	1716		Bacteria	0.03	0.077886	0.077886	380	384
g__Aerococcus	1375		Bacteria	0.02	0.019671	0.019671	217	256
s__Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	GCA_001407835.1	Bacteria	0.02	0.021678	0.021678	162	256
s__Odoribacter splanchnicus GCA_000190535.1	709991	GCA_000190535.1	Bacteria	0.02	0.012534	0.012544	454	256
s__Alistipes_A indistinctus	626932		Bacteria	0.02	0.011199	0.0112	319	256
s__Porphyromonas asaccharolytica	28123		Bacteria	0.02	0.007897	0.006208	197	256
s__Actinomyces graevenitzii	55565		Bacteria	0.02	0.009477	0.009477	189	256
g__Mobiluncus	2050		Bacteria	0.02	0.101695	0.101695	226	256
g__Phyllobacterium	28100		Bacteria	0.02	0.048023	0.048023	454	256
Malassezia restricta	76775	GCA_003290485.1	Fungi	0.01	0.002059	0.001642	237	128
g__Butyricimonas	574697		Bacteria	0.01	0.012306	0.012082	241	128
g__Porphyromonas	836		Bacteria	0.01	0.017019	0.010363	138	128
g__Pauljensenia	2740557		Bacteria	0.01	0.057103	0.057103	158	128
s__Veillonella nakazawae GCA_009710805.1	39778	GCA_009710805.1	Bacteria	0.01	0.026836	0.020207	178	128
