Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Streptococcus chosunense GCA_000430345.1	1340485	GCA_000430345.1	Bacteria	1.82	0.01984	0.017163	67611	73934
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	1.58	0.724192	0.297185	63821	64185
s__Corynebacterium aurimucosum_F GCA_000022905.1	548476	GCA_000022905.1	Bacteria	1.47	0.163811	0.157372	80545	59716
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	Bacteria	1.44	0.309656	0.201285	72210	58497
s__Streptococcus mitis GCA_000722835.1	28037	GCA_000722835.1	Bacteria	1.4	0.012654	0.010601	52894	56872
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	Bacteria	1.39	0.314977	0.206696	65065	56466
s__Streptococcus sp000411475 GCA_000411475.1	1203590	GCA_000411475.1	Bacteria	1.35	0.007941	0.006145	46163	54841
s__Streptococcus mitis_AK GCA_000148505.2	585202	GCA_000148505.2	Bacteria	1.32	0.017075	0.015531	48654	53623
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	Bacteria	1.26	0.686376	0.67707	50444	51185
s__Streptococcus infantis_I GCA_001814215.1	1739461	GCA_001814215.1	Bacteria	1.08	0.008354	0.009129	36521	43873
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	Bacteria	1.04	0.722102	0.71206	46835	42248
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	1.02	0.175972	0.137576	37976	41436
s__Streptococcus infantis_H GCA_000223335.2	997830	GCA_000223335.2	Bacteria	0.97	0.008187	0.00769	34676	39404
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.97	0.438672	0.416592	35479	39404
s__Winkia sp002849225 GCA_001807435.1	1581131	GCA_001807435.1	Bacteria	0.95	0.816209	0.335564	40818	38592
s__Streptococcus sp916048145 GCA_003859975.1	2491052	GCA_003859975.1	Bacteria	0.9399999999999998	0.011339	0.009436	37702	38186
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	Bacteria	0.91	0.314559	0.184122	29886	36967
s__Streptococcus mitis_N GCA_000222785.2	1035187	GCA_000222785.2	Bacteria	0.9000000000000001	0.009528	0.009565	34240	36561
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	Bacteria	0.8500000000000001	0.538204	0.537845	45513	34530
s__Streptococcus mitis_L GCA_000257905.1	1095737	GCA_000257905.1	Bacteria	0.8199999999999998	0.007503	0.007127	31369	33311
s__Streptococcus infantis GCA_000187465.1	889204	GCA_000187465.1	Bacteria	0.76	0.007504	0.006715	27997	30874
s__Streptococcus mitis_M GCA_000722685.1	28037	GCA_000722685.1	Bacteria	0.73	0.008074	0.006614	30018	29655
s__Staphylococcus simulans GCA_001838445.1	1739455	GCA_001838445.1	Bacteria	0.7	0.793944	0.612524	35794	28436
s__Streptococcus infantis_G GCA_000223255.2	1035189	GCA_000223255.2	Bacteria	0.7	0.007229	0.005294	26049	28436
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	Bacteria	0.68	0.24457	0.123321	22454	27624
s__Streptococcus mitis_O GCA_000722695.1	28037	GCA_000722695.1	Bacteria	0.67	0.006112	0.006367	29152	27218
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	Bacteria	0.67	0.484528	0.471429	99088	27218
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	Bacteria	0.66	0.345406	0.158489	23678	26811
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	0.63	0.57033	0.567661	31468	25593
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.6	0.116495	0.073074	24904	24374
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	0.59	0.861274	0.861274	36412	23968
s__Enterococcus faecalis	1351		Bacteria	0.5	0.770833	0.125	32635	20312
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.48	0.017324	0.017501	21673	19499
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.4	0.663682	0.640436	16855	16249
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	Bacteria	0.38	0.311097	0.258634	15404	15437
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.36	0.381646	0.204757	13810	14624
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.36	0.439401	0.439401	9041	14624
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.3	0.177806	0.050709	11214	12187
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.3	0.128029	0.040301	11108	12187
s__Peptoniphilus_B duerdenii GCA_000146345.1	862517	GCA_000146345.1	Bacteria	0.3	0.326705	0.236825	12108	12187
s__Dermabacter hominis GCA_002443115.1	1667168	GCA_002443115.1	Bacteria	0.29	0.242772	0.080308	13732	11781
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	Bacteria	0.26	0.142526	0.124192	10257	10562
s__Bradyrhizobium viridifuturi GCA_002289535.1	418599	GCA_002289535.1	Bacteria	0.24	0.068848	0.012708	40429	9750
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	Bacteria	0.2	0.231455	0.169659	8332	8125
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.19	0.323268	0.232627	6324	7718
f__Staphylococcaceae	90964		Bacteria	0.18	1	1	9013	7312
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	Bacteria	0.18	0.394231	0.18434	6367	7312
g__Corynebacterium	1716		Bacteria	0.17	0.430503	0.095436	8321	6906
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	Bacteria	0.16	0.258803	0.078989	5836	6500
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	Bacteria	0.15	0.081543	0.023748	5936	6093
s__Bradyrhizobium sp002532045 GCA_002532045.1	142585	GCA_002532045.1	Bacteria	0.15	0.038379	0.009701	24522	6093
s__Corynebacterium amycolatum GCA_001811205.1	1739292	GCA_001811205.1	Bacteria	0.15	0.311563	0.204627	7004	6093
Hammondia hammondi	99158	GCA_000258005.2	Protists	0.12	0.026528	0.077395	10675	4875
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	Bacteria	0.12	0.008246	0.00713	5168	4875
s__Staphylococcus epidermidis	1282		Bacteria	0.11	0.285163	0.262048	5016	4469
s__Bradyrhizobium elkanii	29448		Bacteria	0.11	0.028824	0.006487	19808	4469
s__Corynebacterium singulare GCA_000833575.1	161899	GCA_000833575.1	Bacteria	0.11	0.017669	0.005241	5860	4469
s__Anaerococcus obesiensis GCA_000311745.1	1118056	GCA_000311745.1	Bacteria	0.1	0.2612	0.094243	4112	4062
s__Bradyrhizobium elkanii GCA_009720285.1	1419258	GCA_009720285.1	Bacteria	0.1	0.018446	0.003467	16868	4062
s__Bradyrhizobium pachyrhizi	280333		Bacteria	0.1	0.026597	0.005809	18261	4062
s__Bradyrhizobium septentrionale GCA_000426785.1	172088	GCA_000426785.1	Bacteria	0.1	0.026383	0.006277	20539	4062
s__Corynebacterium amycolatum_A	43765		Bacteria	0.1	0.298067	0.088498	4940	4062
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.09	0.212047	0.2038	3316	3656
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	Bacteria	0.09	0.032142	0.023414	3623	3656
s__Corynebacterium mucifaciens	57171		Bacteria	0.09	0.005006	0.005006	3945	3656
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.08	0.041412	0.029695	3142	3250
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	Bacteria	0.08	0.242119	0.06108	3132	3250
s__Corynebacterium minutissimum GCA_000805675.1	38301	GCA_000805675.1	Bacteria	0.08	0.01755	0.009403	4346	3250
s__Staphylococcus aureus	1280		Bacteria	0.07	1	1	4078	2844
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.07	0.064953	0.026983	3276	2844
s__Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	GCA_000478985.1	Bacteria	0.06	0.004574	0.004052	2177	2437
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	Bacteria	0.06	0.04699	0.656272	2675	2437
s__Corynebacterium glucuronolyticum GCA_001815555.1	1739536	GCA_001815555.1	Bacteria	0.06	0.041711	0.037373	3456	2437
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	Bacteria	0.05	0.199783	0.079525	1661	2031
s__Anaerococcus tetradius GCA_000159095.1	525255	GCA_000159095.1	Bacteria	0.05	0.005221	0.004055	1952	2031
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	Bacteria	0.05	0.012088	0.012031	1864	2031
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.05	0.069374	0.069661	1812	2031
s__Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	GCA_001407835.1	Bacteria	0.05	0.033107	0.033107	1897	2031
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	Bacteria	0.05	0.11473	0.075113	2294	2031
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	Bacteria	0.05	0.084328	0.0868	4892	2031
s__Mobiluncus curtisii GCA_000185425.1	887326	GCA_000185425.1	Bacteria	0.05	0.021092	0.01221	1946	2031
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.04	0.006431	0.006232	3584	1625
s__Peptoniphilus_A phoceensis GCA_001517665.2	1720298	GCA_001517665.2	Bacteria	0.04	0.019706	0.013922	1513	1625
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.04	0.025878	0.017751	1367	1625
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	Bacteria	0.04	0.042231	0.03655	1539	1625
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	Bacteria	0.04	0.013727	0.012318	1820	1625
s__Anaerococcus sp900232825 GCA_902500265.1	2614127	GCA_902500265.1	Bacteria	0.04	0.007253	0.009015	1607	1625
s__Bradyrhizobium ivorense	2511166		Bacteria	0.04	0.00512	0.004917	6579	1625
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	Bacteria	0.03	0.041166	0.021603	1309	1219
s__Comamonas tsuruhatensis GCA_000710145.1	1537702	GCA_000710145.1	Bacteria	0.03	0.073991	0.012705	3303	1219
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	Bacteria	0.03	0.013569	0.012691	3430	1219
s__Gleimia europaea_B GCA_000411155.1	883069	GCA_000411155.1	Bacteria	0.03	0.039901	0.019114	1174	1219
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	Bacteria	0.03	0.075664	0.028065	1325	1219
s__Dermabacter vaginalis	1630135		Bacteria	0.03	0.011726	0.004269	1212	1219
s__Corynebacterium striatum GCA_000159135.1	525268	GCA_000159135.1	Bacteria	0.03	0.004228	0.003628	1683	1219
s__Atopobium deltae GCA_001552785.1	1393034	GCA_001552785.1	Bacteria	0.03	0.037569	0.037595	805	1219
Acanthamoeba palestinensis	28015	GCA_000826325.1	Protists	0.02	0.006233	0.00331	3163	812
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	Bacteria	0.02	0.046018	0.012788	902	812
s__Helcococcus sueciensis GCA_000423145.1	1121947	GCA_000423145.1	Bacteria	0.02	0.110464	0.110089	532	812
s__Comamonas tsuruhatensis	80866		Bacteria	0.02	0.045878	0.04268	2928	812
s__Escherichia coli GCA_013372345.1	562	GCA_013372345.1	Bacteria	0.02	0.056157	0.057753	2109	812
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	Bacteria	0.02	0.018489	0.017475	2477	812
s__Pauljensenia radingae_A	1673722		Bacteria	0.02	0.00369	0.00369	1029	812
Tuber microsphaerosporum	1455713	GCA_003521225.1	Fungi	0.01	0.0017	0.001571	966	406
s__Anaerococcus porci GCA_009696575.1	2652269	GCA_009696575.1	Bacteria	0.01	0.003761	0.003761	378	406
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	Bacteria	0.01	0.01622	0.011252	690	406
s__Bradyrhizobium japonicum_C GCA_000426845.1	1304878	GCA_000426845.1	Bacteria	0.01	0.020566	0.023952	790	406
s__Bradyrhizobium sp000938305	722472		Bacteria	0.01	0.00513	0.004749	1222	406
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	Bacteria	0.01	0.015689	0.016066	929	406
g__Phyllobacterium	28100		Bacteria	0.01	0.038842	0.038842	557	406
s__Corynebacterium accolens GCA_000146485.1	862512	GCA_000146485.1	Bacteria	0.01	0.006771	0.003143	628	406
g__Cutibacterium	1912216		Bacteria	0.01	0.013793	0.013793	495	406
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	Bacteria	0.01	0.019717	0.019717	372	406
