Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00465	Iron-containing alcohol dehydrogenase	1701.42	0.17014199755250728
PF00202	Aminotransferase class-III	1686.25	0.16862499757432933
PF00474	Sodium:solute symporter family	1617.49	0.1617489976732406
PF08220	DeoR-like helix-turn-helix domain	1606.36	0.16063599768925108
PF00152	tRNA synthetases class II (D, K and N)	1600.79	0.16007899769726355
PF00291	Pyridoxal-phosphate dependent enzyme	1600.6	0.16005999769753684
PF00128	Alpha amylase, catalytic domain	1600.17	0.16001699769815542
PF02896	PEP-utilising enzyme, TIM barrel domain	1593.32	0.15933199770800913
PF02321	Outer membrane efflux protein	1586.3	0.1586299977181074
PF00672	HAMP domain	1581.74	0.15817399772466698
PF00532	Periplasmic binding proteins and sugar binding domain of LacI family	1579.8	0.15797999772745766
PF01276	Orn/Lys/Arg decarboxylase, major domain	1573.21	0.15732099773693736
PF01266	FAD dependent oxidoreductase	1572.33	0.15723299773820323
PF00440	Bacterial regulatory proteins, tetR family	1570.51	0.15705099774082132
PF02901	Pyruvate formate lyase-like	1561.28	0.1561279977540987
PF02447	GntP family permease	1535.65	0.15356499779096744
PF00375	Sodium:dicarboxylate symporter family	1528.29	0.1528289978015548
PF00583	Acetyltransferase (GNAT) family	1517.95	0.15179499781642888
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	1502.47	0.15024699783869686
PF01370	NAD dependent epimerase/dehydratase family	1500.84	0.15008399784104162
PF02782	FGGY family of carbohydrate kinases, C-terminal domain	1496.09	0.14960899784787451
PF03222	Tryptophan/tyrosine permease family	1480.7	0.14806999787001301
PF00480	ROK family	1463.83	0.1463829978942805
PF13953	PapC C-terminal domain	1434.68	0.1434679979362128
PF02753	Pili assembly chaperone PapD, C-terminal domain	1417.24	0.14172399796130022
PF07338	Protein of unknown function (DUF1471)	1404.15	0.1404149979801302
PF01116	Fructose-bisphosphate aldolase class-II	1403.51	0.14035099798105083
PF13247	4Fe-4S dicluster domain	1393.56	0.1393559979953639
PF01568	Molydopterin dinucleotide binding domain	1382.12	0.13821199801182035
PF01609	Transposase DDE domain	1364.6	0.13645999803702286
PF02028	BCCT, betaine/carnitine/choline family transporter	1354.81	0.13548099805110578
PF00343	Carbohydrate phosphorylase	1351.59	0.13515899805573775
PF01497	Periplasmic binding protein	1349.42	0.1349419980588593
PF00267	Gram-negative porin	1343.14	0.13431399806789307
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	1339.96	0.1339959980724675
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1331.2	0.13311999808506877
PF01546	Peptidase family M20/M25/M40	1330.41	0.13304099808620518
PF00534	Glycosyl transferases group 1	1323.58	0.13235799809603013
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	1316.69	0.1316689981059414
PF00999	Sodium/hydrogen exchanger family	1307.51	0.1307509981191468
PF00924	Mechanosensitive ion channel	1305.64	0.13056399812183683
PF03613	PTS system mannose/fructose/sorbose family IID component	1287.18	0.12871799814839155
PF01926	50S ribosome-binding GTPase	1280.77	0.12807699815761234
PF00004	ATPase family associated with various cellular activities (AAA)	1277.19	0.12771899816276217
PF00854	POT family	1247.94	0.12479399820483829
PF03050	Transposase IS66 family	1246.23	0.12462299820729811
PF00361	Proton-conducting membrane transporter	1242.67	0.12426699821241917
PF00535	Glycosyl transferase family 2	1237.05	0.12370499822050354
PF00012	Hsp70 protein	1232.12	0.12321199822759533
PF00849	RNA pseudouridylate synthase	1231.19	0.12311899822893316
PF13361	UvrD-like helicase C-terminal domain	1231.13	0.12311299822901949
PF00890	FAD binding domain	1204.87	0.12048699826679447
PF13817	IS66 C-terminal element	1201.61	0.12016099827148398
PF00596	Class II Aldolase and Adducin N-terminal domain	1199.34	0.11993399827474936
PF03739	Lipopolysaccharide export system permease LptF/LptG	1181.9	0.11818999829983684
PF01810	LysE type translocator	1178.87	0.11788699830419547
PF00149	Calcineurin-like phosphoesterase	1175.12	0.11751199830958983
PF00923	Transaldolase/Fructose-6-phosphate aldolase	1170.03	0.11700299831691181
PF00483	Nucleotidyl transferase	1160.3	0.11602999833090842
PF00571	CBS domain	1131.68	0.1131679983720783
PF13533	Biotin-lipoyl like	1129.29	0.1129289983755163
PF07724	AAA domain (Cdc48 subfamily)	1128.23	0.11282299837704111
PF00588	SpoU rRNA Methylase family	1127.85	0.11278499837758774
PF00258	Flavodoxin	1120.6	0.11205999838801686
PF04295	D-galactarate dehydratase / Altronate hydrolase, C terminus	1116.89	0.11168899839335371
PF01261	Xylose isomerase-like TIM barrel	1115.39	0.11153899839551147
PF00378	Enoyl-CoA hydratase/isomerase	1112.71	0.11127099839936665
PF00575	S1 RNA binding domain	1109.14	0.11091399840450208
PF01263	Aldose 1-epimerase	1107.72	0.11077199840654475
PF02954	Bacterial regulatory protein, Fis family	1106.34	0.11063399840852987
PF00266	Aminotransferase class-V	1102.93	0.11029299841343518
PF00009	Elongation factor Tu GTP binding domain	1101.25	0.11012499841585184
PF00664	ABC transporter transmembrane region	1097.06	0.10970599842187916
PF00580	UvrD/REP helicase N-terminal domain	1096.57	0.10965699842258403
PF00117	Glutamine amidotransferase class-I	1093.29	0.1093289984273023
PF00108	Thiolase, N-terminal domain	1087.97	0.10879699843495513
PF00205	Thiamine pyrophosphate enzyme, central domain	1077.22	0.10772199845041901
PF13193	AMP-binding enzyme C-terminal domain	1075.81	0.10758099845244729
PF01594	AI-2E family transporter	1071.5	0.10714999845864723
PF08245	Mur ligase middle domain	1070.22	0.10702199846048852
PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1069.33	0.10693299846176876
PF03830	PTS system sorbose subfamily IIB component	1067.5	0.10674999846440124
PF08125	Mannitol dehydrogenase C-terminal domain	1066.83	0.10668299846536501
PF00581	Rhodanese-like domain	1066.63	0.10666299846565272
PF00133	tRNA synthetases class I (I, L, M and V)	1061.41	0.10614099847316169
PF03313	Serine dehydratase alpha chain	1059.64	0.10596399847570784
PF00206	Lyase	1056.89	0.10568899847966372
PF04542	Sigma-70 region 2	1055.78	0.10557799848126045
PF01464	Transglycosylase SLT domain	1051.76	0.10517599848704322
PF03606	C4-dicarboxylate anaerobic carrier	1050.98	0.10509799848816524
PF01479	S4 domain	1040.75	0.1040749985028811
PF05681	Fumarate hydratase (Fumerase)	1031.74	0.103173998515842
PF03738	Glutathionylspermidine synthase preATP-grasp	1030.89	0.10308899851706473
PF00330	Aconitase family (aconitate hydratase)	1030.73	0.10307299851729486
PF00989	PAS fold	1027.83	0.10278299852146651
PF03609	PTS system sorbose-specific iic component	1025.89	0.10258899852425724
PF07702	UTRA domain	1023.29	0.1023289985279973
PF02369	Bacterial Ig-like domain (group 1)	1021.83	0.10218299853009753
PF00905	Penicillin binding protein transpeptidase domain	1010.55	0.1010549985463238
PF01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	1009.13	0.10091299854836647
PF01494	FAD binding domain	1000.93	0.10009299856016216
PF16168	Adhesin of bacterial autotransporter system, probable stalk	1000.87	0.10008699856024847
PF02738	Molybdopterin-binding domain of aldehyde dehydrogenase	1000.14	0.10001399856129858
PF00939	Sodium:sulfate symporter transmembrane region	992.459	0.0992458985723477
PF04632	Fusaric acid resistance protein family	989.054	0.0989053985772458
PF05683	Fumarase C-terminus	985.894	0.09858939858179146
PF13378	Enolase C-terminal domain-like	985.387	0.09853869858252078
PF00582	Universal stress protein family	974.07	0.09740699859880028
PF01207	Dihydrouridine synthase (Dus)	972.998	0.09729979860034237
PF00768	D-alanyl-D-alanine carboxypeptidase	972.896	0.09728959860048908
PF01226	Formate/nitrite transporter	961.227	0.09612269861727495
PF08352	Oligopeptide/dipeptide transporter, C-terminal region	958.457	0.09584569862125958
PF01507	Phosphoadenosine phosphosulfate reductase family	944.574	0.09445739864123028
PF08238	Sel1 repeat	941.621	0.09416209864547817
PF00771	FHIPEP family	940.595	0.09405949864695407
PF00313	'Cold-shock' DNA-binding domain	940.414	0.09404139864721443
PF00912	Transglycosylase	939.761	0.09397609864815377
PF00929	Exonuclease	934.681	0.09346809865546137
PF10431	C-terminal, D2-small domain, of ClpB protein	932.96	0.09329599865793702
PF00374	Nickel-dependent hydrogenase	926.569	0.09265689866713046
PF04074	YhcH/YjgK/YiaL	926.399	0.09263989866737501
PF03212	Pertactin	923.178	0.09231779867200843
PF01042	Endoribonuclease L-PSP	914.379	0.09143789868466579
PF00300	Histidine phosphatase superfamily (branch 1)	909.087	0.09090869869227833
PF01048	Phosphorylase superfamily	907.363	0.09073629869475831
PF00557	Metallopeptidase family M24	906.89	0.09068899869543871
PF03611	PTS system sugar-specific permease component	905.206	0.09052059869786114
PF01232	Mannitol dehydrogenase Rossmann domain	904.843	0.09048429869838331
PF01145	SPFH domain / Band 7 family	904.52	0.09045199869884796
PF02254	TrkA-N domain	901.502	0.09015019870318934
PF07687	Peptidase dimerisation domain	901.312	0.09013119870346267
PF01676	Metalloenzyme superfamily	898.074	0.08980739870812053
PF13276	HTH-like domain	897.678	0.08976779870869017
PF01522	Polysaccharide deacetylase	897.138	0.08971379870946697
PF02311	AraC-like ligand binding domain	895.029	0.08950289871250075
PF00529	HlyD membrane-fusion protein of T1SS	893.391	0.08933909871485703
PF06826	Predicted Permease Membrane Region	891.111	0.08911109871813681
PF02515	CoA-transferase family III	884.176	0.0884175987281128
PF01791	DeoC/LacD family aldolase	883.421	0.08834209872919888
PF01476	LysM domain	880.514	0.0880513987333806
PF00857	Isochorismatase family	874.887	0.08748869874147502
PF09335	SNARE associated Golgi protein	872.206	0.08722059874533165
PF01565	FAD binding domain	868.487	0.08684869875068144
PF01204	Trehalase	865.881	0.08658809875443016
PF03400	IS1 transposase	864.565	0.08645649875632323
PF00920	Dehydratase family	861.917	0.08619169876013237
PF00175	Oxidoreductase NAD-binding domain	859.575	0.08595749876350135
PF04754	Putative transposase, YhgA-like	859.545	0.0859544987635445
PF01292	Prokaryotic cytochrome b561	857.373	0.08573729876666893
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	856.903	0.08569029876734502
PF02875	Mur ligase family, glutamate ligase domain	854.232	0.08542319877118724
PF02867	Ribonucleotide reductase, barrel domain	852.553	0.0852552987736025
PF02080	TrkA-C domain	852.106	0.0852105987742455
PF01168	Alanine racemase, N-terminal domain	849.114	0.0849113987785495
PF00367	phosphotransferase system, EIIB	846.28	0.0846279987826262
PF00793	DAHP synthetase I family	844.595	0.08445949878505007
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	842.51	0.08425099878804934
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	839.233	0.0839232987927633
PF12792	CSS motif domain associated with EAL	837.005	0.08370049879596829
PF01614	Bacterial transcriptional regulator	834.983	0.08349829879887694
PF00753	Metallo-beta-lactamase superfamily	832.195	0.08321949880288747
PF00550	Phosphopantetheine attachment site	825.995	0.08259949881180617
PF01842	ACT domain	823.458	0.08234579881545565
PF02652	L-lactate permease	822.741	0.08227409881648705
PF00111	2Fe-2S iron-sulfur cluster binding domain	816.257	0.08162569882581427
PF00120	Glutamine synthetase, catalytic domain	814.248	0.08142479882870424
PF00425	chorismate binding enzyme	811.76	0.08117599883228323
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	811.226	0.08112259883305138
PF03480	Bacterial extracellular solute-binding protein, family 7	810.38	0.08103799883426835
PF01075	Glycosyltransferase family 9 (heptosyltransferase)	808.212	0.08082119883738702
PF00381	PTS HPr component phosphorylation site	807.999	0.08079989883769342
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	804.652	0.08046519884250808
PF00311	Phosphoenolpyruvate carboxylase	804.08	0.0804079988433309
PF11924	Inverse autotransporter, beta-domain	803.49	0.08034899884417962
PF01026	TatD related DNase	800.398	0.08003979884862746
PF03734	L,D-transpeptidase catalytic domain	797.173	0.07971729885326662
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	795.106	0.07951059885624
PF02803	Thiolase, C-terminal domain	792.76	0.07927599885961471
PF01061	ABC-2 type transporter	790.372	0.07903719886304986
PF11682	Probable zinc-ribbon	789.591	0.07895909886417334
PF01212	Beta-eliminating lyase	787.864	0.07878639886665761
PF13460	NAD(P)H-binding	786.062	0.0786061988692498
PF00156	Phosphoribosyl transferase domain	782.689	0.07826889887410185
PF02525	Flavodoxin-like fold	780.606	0.07806059887709825
PF00441	Acyl-CoA dehydrogenase, C-terminal domain	779.859	0.07798589887817282
PF03741	Integral membrane protein TerC family	779.291	0.07792909887898988
PF05958	tRNA (Uracil-5-)-methyltransferase	773.647	0.07736469888710878
PF03144	Elongation factor Tu domain 2	768.084	0.07680839889511115
PF01554	MatE	767.006	0.07670059889666185
PF04879	Molybdopterin oxidoreductase Fe4S4 domain	763.95	0.07639499890105791
PF02615	Malate/L-lactate dehydrogenase	758.423	0.0758422989090085
PF00756	Putative esterase	755.469	0.07554689891325783
PF05175	Methyltransferase small domain	750.39	0.07503899892056397
PF01520	N-acetylmuramoyl-L-alanine amidase	750.365	0.07503649892059994
PF06808	Tripartite ATP-independent periplasmic transporter, DctM component	747.537	0.07475369892466802
PF03471	Transporter associated domain	745.673	0.07456729892734937
PF01914	MarC family integral membrane protein	743.918	0.07439179892987394
PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin	743.503	0.07435029893047092
PF08013	Tagatose 6 phosphate kinase	740.701	0.07407009893450159
PF01274	Malate synthase	736.577	0.07365769894043396
PF02836	Glycosyl hydrolases family 2, TIM barrel domain	736.255	0.07362549894089716
PF00551	Formyl transferase	733.161	0.07331609894534788
PF01118	Semialdehyde dehydrogenase, NAD binding domain	726.901	0.07269009895435288
PF01136	Peptidase family U32	726.587	0.07265869895480458
PF03711	Orn/Lys/Arg decarboxylase, C-terminal domain	725.019	0.07250189895706015
PF00180	Isocitrate/isopropylmalate dehydrogenase	721.75	0.0721749989617626
PF01848	Hok/gef family	719.65	0.07196499896478345
PF01435	Peptidase family M48	719.155	0.07191549896549551
PF00485	Phosphoribulokinase / Uridine kinase family	718.82	0.07188199896597741
PF01408	Oxidoreductase family, NAD-binding Rossmann fold	717.843	0.07178429896738282
PF00391	PEP-utilising enzyme, mobile domain	717.758	0.0717757989675051
PF05717	IS66 Orf2 like protein	717.695	0.07176949896759574
PF13439	Glycosyltransferase Family 4	716.868	0.07168679896878538
PF06082	Exopolysaccharide biosynthesis protein YbjH	715.576	0.07155759897064391
PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	712.818	0.07128179897461129
PF02769	AIR synthase related protein, C-terminal domain	708.421	0.07084209898093638
PF00883	Cytosol aminopeptidase family, catalytic domain	704.038	0.07040379898724132
PF01053	Cys/Met metabolism PLP-dependent enzyme	701.941	0.07019409899025786
PF01058	NADH ubiquinone oxidoreductase, 20 Kd subunit	700.516	0.07005159899230771
PF00691	OmpA family	698.351	0.06983509899542208
PF00232	Glycosyl hydrolase family 1	698.147	0.06981469899571553
PF00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	697.688	0.0697687989963758
PF01156	Inosine-uridine preferring nucleoside hydrolase	696.792	0.0696791989976647
PF11975	Family 4 glycosyl hydrolase C-terminal domain	696.661	0.06966609899785313
PF13091	PLD-like domain	696.39	0.06963899899824297
PF01228	Glycine radical	694.923	0.06949229900035324
PF01432	Peptidase family M3	693.29	0.06932899900270231
PF02056	Family 4 glycosyl hydrolase	691.221	0.06912209900567858
PF00521	DNA gyrase/topoisomerase IV, subunit A	691.173	0.06911729900574762
PF00561	alpha/beta hydrolase fold	689.236	0.068923599008534
PF02779	Transketolase, pyrimidine binding domain	688.297	0.06882969900988475
PF13683	Integrase core domain	687.619	0.06876189901086005
PF01523	Putative modulator of DNA gyrase	687.456	0.06874559901109453
PF00146	NADH dehydrogenase	686.365	0.06863649901266393
PF01551	Peptidase family M23	685.278	0.06852779901422759
PF00210	Ferritin-like domain	685.079	0.06850789901451385
PF01012	Electron transfer flavoprotein domain	680.883	0.06808829902054979
PF13333	Integrase core domain	679.38	0.06793799902271186
PF03825	Nucleoside H+ symporter	675.629	0.06756289902810766
PF03605	Anaerobic c4-dicarboxylate membrane transporter	674.066	0.06740659903035605
PF13018	Extended Signal Peptide of Type V secretion system	673.693	0.0673692990308926
PF02595	Glycerate kinase family	672.827	0.06728269903213835
PF01098	Cell cycle protein	670.787	0.06707869903507288
PF01555	DNA methylase	664.861	0.06648609904359742
PF12911	N-terminal TM domain of oligopeptide transport permease C	662.853	0.06628529904648593
PF06812	ImpA, N-terminal, type VI secretion system	659.087	0.06590869905190333
PF01553	Acyltransferase	659.053	0.06590529905195225
PF00654	Voltage gated chloride channel	655.138	0.06551379905758398
PF04069	Substrate binding domain of ABC-type glycine betaine transport system	654.599	0.06545989905835933
PF03328	HpcH/HpaI aldolase/citrate lyase family	653.96	0.06539599905927852
PF03610	PTS system fructose IIA component	649.752	0.06497519906533172
PF05170	AsmA family	644.27	0.0644269990732176
PF00881	Nitroreductase family	643.818	0.06438179907386779
PF02470	MlaD protein	643.502	0.06435019907432235
PF03811	InsA N-terminal domain	643.068	0.06430679907494666
PF07963	Prokaryotic N-terminal methylation motif	643.005	0.06430049907503729
PF05231	MASE1	642.263	0.06422629907610466
PF03180	NLPA lipoprotein	640.831	0.06408309907816459
PF02335	Cytochrome c552	639.155	0.0639154990805755
PF05193	Peptidase M16 inactive domain	638.544	0.06385439908145445
PF02350	UDP-N-acetylglucosamine 2-epimerase	638.447	0.06384469908159399
PF01627	Hpt domain	638.294	0.06382939908181406
PF00285	Citrate synthase, C-terminal domain	637.241	0.0637240990833288
PF03061	Thioesterase superfamily	635.493	0.06354929908584331
PF00941	FAD binding domain in molybdopterin dehydrogenase	634.141	0.06341409908778815
PF01467	Cytidylyltransferase-like	632.454	0.0632453990902149
PF01047	MarR family	632.142	0.06321419909066373
PF00144	Beta-lactamase	631.748	0.06317479909123049
PF01654	Cytochrome bd terminal oxidase subunit I	631.166	0.0631165990920677
PF03320	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	630.904	0.06309039909244459
PF01751	Toprim domain	630.257	0.06302569909337528
PF01418	Helix-turn-helix domain, rpiR family	628.664	0.06286639909566683
PF00216	Bacterial DNA-binding protein	628.518	0.06285179909587685
PF08019	Phosphoethanolamine transferase EptA/EptB	627.794	0.0627793990969183
PF01738	Dienelactone hydrolase family	626.11	0.06261099909934074
PF03709	Orn/Lys/Arg decarboxylase, N-terminal domain	626.093	0.0626092990993652
PF06097	Bacterial protein of unknown function (DUF945)	622.537	0.06225369910448052
PF01040	UbiA prenyltransferase family	621.529	0.06215289910593051
PF00877	NlpC/P60 family	620.169	0.06201689910788687
PF01312	FlhB HrpN YscU SpaS Family	615.803	0.06158029911416737
PF00795	Carbon-nitrogen hydrolase	614.596	0.06145959911590364
PF02705	K+ potassium transporter	614.305	0.061430499116322236
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	613.744	0.06137439911712924
PF00224	Pyruvate kinase, barrel domain	613.636	0.06136359911728459
PF00749	tRNA synthetases class I (E and Q), catalytic domain	613.053	0.06130529911812325
PF05943	Type VI secretion protein, EvpB/VC_A0108, tail sheath	611.181	0.06111809912081612
PF00342	Phosphoglucose isomerase	610.779	0.06107789912139439
PF09339	IclR helix-turn-helix domain	609.994	0.06099939912252362
PF00478	IMP dehydrogenase / GMP reductase domain	608.51	0.060850999124658356
PF13258	Domain of unknown function (DUF4049)	607.217	0.06072169912651833
PF01695	IstB-like ATP binding protein	607.093	0.0607092991266967
PF01225	Mur ligase family, catalytic domain	606.433	0.060643299127646114
PF16363	GDP-mannose 4,6 dehydratase	604.823	0.06048229912996209
PF08335	GlnD PII-uridylyltransferase	604.456	0.06044559913049003
PF01515	Phosphate acetyl/butaryl transferase	603.955	0.06039549913121072
PF00462	Glutaredoxin	602.964	0.06029639913263628
PF05936	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	598.133	0.05981329913958567
PF13673	Acetyltransferase (GNAT) domain	597.391	0.05973909914065303
PF00579	tRNA synthetases class I (W and Y)	596.667	0.05966669914169451
PF00437	Type II/IV secretion system protein	596.336	0.059633599142170646
PF05321	Haemolysin expression modulating protein	596.01	0.059600999142639596
PF12804	MobA-like NTP transferase domain	594.916	0.05949159914421333
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	594.563	0.05945629914472111
PF02798	Glutathione S-transferase, N-terminal domain	593.398	0.05933979914639697
PF00109	Beta-ketoacyl synthase, N-terminal domain	592.15	0.05921499914819221
PF02698	DUF218 domain	592.104	0.05921039914825838
PF01295	Adenylate cyclase, class-I	590.015	0.05900149915126341
PF00805	Pentapeptide repeats (8 copies)	588.875	0.0588874991529033
PF05524	PEP-utilising enzyme, N-terminal	588.815	0.05888149915298962
PF02492	CobW/HypB/UreG, nucleotide-binding domain	588.516	0.05885159915341971
PF01336	OB-fold nucleic acid binding domain	587.067	0.05870669915550411
PF04349	Periplasmic glucan biosynthesis protein, MdoG	586.863	0.05868629915579757
PF01965	DJ-1/PfpI family	586.355	0.05863549915652832
PF00871	Acetokinase family	586.221	0.05862209915672108
PF01966	HD domain	585.336	0.05853359915799415
PF01055	Glycosyl hydrolases family 31	584.675	0.058467499158944995
PF00899	ThiF family	584.382	0.058438199159366475
PF13940	Toxin Ldr, type I toxin-antitoxin system	583.972	0.05839719915995626
PF01202	Shikimate kinase	583.686	0.05836859916036768
PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	573.947	0.05739469917437723
PF02754	Cysteine-rich domain	573.758	0.057375799174649106
PF12146	Serine aminopeptidase, S33	573.696	0.057369599174738294
PF02774	Semialdehyde dehydrogenase, dimerisation domain	570.733	0.05707329917900056
PF13416	Bacterial extracellular solute-binding protein	568.153	0.056815299182711894
PF07670	Nucleoside recognition	564.585	0.056458499187844464
PF00263	Bacterial type II and III secretion system protein	563.738	0.05637379918906288
PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	561.629	0.05616289919209667
PF02203	Tar ligand binding domain homologue	559.974	0.05599739919447739
PF07095	Intracellular growth attenuator protein IgaA	558.976	0.055897599195913014
PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	554.281	0.05542809920266676
PF13148	Protein of unknown function (DUF3987)	554.134	0.05541339920287823
PF05728	Uncharacterised protein family (UPF0227)	551.858	0.05518579920615224
PF02899	Phage integrase, N-terminal SAM-like domain	551.328	0.055132799206914655
PF00364	Biotin-requiring enzyme	550.435	0.05504349920819923
PF00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	550.334	0.05503339920834452
PF00296	Luciferase-like monooxygenase	549.631	0.054963099209355784
PF04536	TPM domain	549.319	0.0549318992098046
PF00994	Probable molybdopterin binding domain	549.125	0.05491249921008367
PF01300	Telomere recombination	548.37	0.054836999211169746
PF03710	Glutamate-ammonia ligase adenylyltransferase	548.195	0.05481949921142148
PF12848	ABC transporter	546.687	0.054668699213590737
PF01501	Glycosyl transferase family 8	546.343	0.05463429921408558
PF00230	Major intrinsic protein	545.879	0.054587899214753044
PF05068	Mannitol repressor	543.962	0.054396199217510655
PF05947	Type VI secretion system, TssF	543.702	0.05437019921788466
PF00456	Transketolase, thiamine diphosphate binding domain	543.691	0.054369099217900486
PF00724	NADH:flavin oxidoreductase / NADH oxidase family	541.431	0.05414309922115149
PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	539.784	0.053978399223520705
PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	539.502	0.05395019922392636
PF13417	Glutathione S-transferase, N-terminal domain	538.477	0.05384769922540082
