Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.1.69	2.7.1.208	2157.65	0.21576499521001696
5.3.1.1	Triose-phosphate isomerase	2152.65	0.21526499522111697
4.1.1.20	Diaminopimelate decarboxylase	2148.8	0.21487999522966397
2.2.1.1	Transketolase	2147.33	0.21473299523292735
6.1.1.12	Aspartate--tRNA ligase	2144.63	0.21446299523892137
4.1.2.50	6-carboxytetrahydropterin synthase	2142.44	0.2142439952437832
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	2137.79	0.21377899525410618
3.6.1.31	Phosphoribosyl-ATP diphosphatase	2127.71	0.21277099527648377
6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	2127.65	0.212764995276617
3.1.1.96	D-aminoacyl-tRNA deacylase	2121.68	0.21216799528987035
2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	2115.41	0.21154099530378978
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	2112.23	0.21122299531084937
2.1.2.10	Aminomethyltransferase	2109.27	0.21092699531742057
1.2.1.11	Aspartate-semialdehyde dehydrogenase	2107.59	0.2107589953211502
2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	2107.18	0.21071799532206037
5.4.99.25	tRNA pseudouridine(55) synthase	2105.6	0.210559995325568
2.8.1.10	Thiazole synthase	2083.9	0.208389995373742
2.7.4.22	UMP kinase	2070.14	0.20701399540428914
2.3.1.183	Phosphinothricin acetyltransferase	2069	0.20689999540681997
3.5.2.7	Imidazolonepropionase	2068.11	0.20681099540879577
6.5.1.2	DNA ligase (NAD(+))	2058.26	0.2058259954306628
4.99.1.1	Protoporphyrin ferrochelatase	2057.95	0.20579499543135096
3.4.11.4	Tripeptide aminopeptidase	2056.93	0.20569299543361538
4.1.2.13	Fructose-bisphosphate aldolase	2055.38	0.2055379954370564
6.1.1.6	Lysine--tRNA ligase	2045.31	0.20453099545941178
6.1.1.7	Alanine--tRNA ligase	2036.19	0.2036189954796582
2.3.1.30	Serine O-acetyltransferase	2034.43	0.2034429954835654
3.1.13.1	Exoribonuclease II	2032.18	0.2032179954885604
6.3.4.13	Phosphoribosylamine--glycine ligase	2030.24	0.20302399549286718
2.7.2.3	Phosphoglycerate kinase	2019.95	0.20199499551571098
3.5.4.33	tRNA(adenine(34)) deaminase	2017.06	0.20170599552212679
6.1.1.9	Valine--tRNA ligase	2010.33	0.20103299553706735
2.7.1.130	Tetraacyldisaccharide 4'-kinase	1996.21	0.19962099556841378
2.7.2.1	Acetate kinase	1989.81	0.19898099558262175
6.1.1.1	Tyrosine--tRNA ligase	1988.33	0.1988329955859074
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	1981.56	0.1981559956009368
3.1.21.3	Type I site-specific deoxyribonuclease	1978.99	0.19789899560664218
2.1.1.45	Thymidylate synthase	1969.65	0.196964995627377
2.7.4.3	Adenylate kinase	1965.04	0.19650399563761115
4.2.3.4	3-dehydroquinate synthase	1962.11	0.19621099564411576
3.1.1.29	Aminoacyl-tRNA hydrolase	1954.14	0.19541399566180917
2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	1946.79	0.1946789956781262
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	1942.36	0.19423599568796077
3.1.3.5	5'-nucleotidase	1941.67	0.19416699568949258
2.8.1.13	tRNA-uridine 2-sulfurtransferase	1928.57	0.1928569957185746
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	1911.67	0.19116699575609258
1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	1907.44	0.19074399576548318
5.1.3.3	Aldose 1-epimerase	1903.11	0.19031099577509578
3.6.3.14	Transferred entry 7.1.2.2	1901.79	0.1901789957780262
2.7.7.8	Polyribonucleotide nucleotidyltransferase	1899.67	0.18996699578273257
1.8.1.9	Thioredoxin-disulfide reductase	1898.82	0.18988199578461956
1.1.1.37	Malate dehydrogenase	1898.67	0.18986699578495259
2.7.7.41	Phosphatidate cytidylyltransferase	1889.38	0.18893799580557638
2.7.1.23	NAD(+) kinase	1876.57	0.18765699583401457
6.2.1.3	Long-chain-fatty-acid--CoA ligase	1873.45	0.187344995840941
1.17.99.6	Epoxyqueuosine reductase	1870.67	0.1870669958471126
4.3.1.17	L-serine ammonia-lyase	1867.19	0.1867189958548382
2.2.1.6	Acetolactate synthase	1866.01	0.1866009958574578
1.7.1.7	GMP reductase	1864.05	0.18640499586180898
7.3.2.1	ABC-type phosphate transporter	1851.22	0.1851219958902916
2.7.1.95	Kanamycin kinase	1849.73	0.1849729958935994
2.7.4.6	Nucleoside-diphosphate kinase	1838.17	0.1838169959192626
3.5.2.3	Dihydroorotase	1838.14	0.1838139959193292
1.3.1.12	Prephenate dehydrogenase	1837.38	0.1837379959210164
6.3.4.14	Biotin carboxylase	1824.56	0.18245599594947678
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	1822.49	0.18224899595407218
6.3.4.5	Argininosuccinate synthase	1818.84	0.18188399596217517
3.2.1.52	Beta-N-acetylhexosaminidase	1818.74	0.18187399596239717
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	1816.07	0.18160699596832458
2.1.3.2	Aspartate carbamoyltransferase	1811.13	0.1811129959792914
4.1.2.25	Dihydroneopterin aldolase	1810.96	0.1810959959796688
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	1802.67	0.1802669959980726
5.3.1.24	Phosphoribosylanthranilate isomerase	1799.76	0.1799759960045328
6.3.2.4	D-alanine--D-alanine ligase	1799.05	0.17990499600610896
2.3.3.16	Citrate synthase (unknown stereospecificity)	1796.84	0.17968399601101517
2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase	1793.44	0.17934399601856318
4.3.3.7	4-hydroxy-tetrahydrodipicolinate synthase	1781.47	0.1781469960451366
4.1.1.23	Orotidine-5'-phosphate decarboxylase	1777.47	0.1777469960540166
6.1.1.15	Proline--tRNA ligase	1777.42	0.1777419960541276
1.5.1.2	Pyrroline-5-carboxylate reductase	1775.62	0.17756199605812356
3.5.2.6	Beta-lactamase	1770.98	0.17709799606842438
3.5.1.2	Glutaminase	1765.76	0.1765759960800128
3.4.11.18	Methionyl aminopeptidase	1765.19	0.1765189960812782
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	1762.54	0.17625399608716116
1.1.1.1	Alcohol dehydrogenase	1762.15	0.176214996088027
3.2.2.27	Uracil-DNA glycosylase	1758.94	0.1758939960951532
6.3.1.2	Glutamine synthetase	1756.12	0.17561199610141356
4.2.1.24	Porphobilinogen synthase	1756.05	0.175604996101569
4.2.1.2	Fumarate hydratase	1752.93	0.17529299610849539
4.3.1.19	Threonine ammonia-lyase	1748.96	0.1748959961173088
2.7.2.8	Acetylglutamate kinase	1742.65	0.174264996131317
2.5.1.47	Cysteine synthase	1739.7	0.17396999613786598
2.3.1.8	Phosphate acetyltransferase	1736.02	0.17360199614603558
1.1.1.88	Hydroxymethylglutaryl-CoA reductase	1730.9	0.173089996157402
5.3.1.16	isomerase	1723.03	0.17230299617487338
1.14.16.1	Phenylalanine 4-monooxygenase	1711.37	0.17113699620075856
1.4.3.16	L-aspartate oxidase	1710.75	0.17107499620213498
3.4.21.53	Endopeptidase La	1709.23	0.17092299620550938
6.1.1.17	Glutamate--tRNA ligase	1708.49	0.1708489962071522
6.1.1.11	Serine--tRNA ligase	1707.3	0.17072999620979398
2.1.1.223	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase	1698.61	0.16986099622908576
2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	1691.56	0.16915599624473676
6.3.5.3	Phosphoribosylformylglycinamidine synthase	1682.13	0.1682129962656714
2.3.1.29	Glycine C-acetyltransferase	1676.42	0.16764199627834758
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	1663.7	0.166369996306586
1.1.1.23	Histidinol dehydrogenase	1656.42	0.1656419963227476
1.3.5.1	Succinate dehydrogenase (quinone)	1653.14	0.16531399633002922
4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	1650.8	0.165079996335224
6.3.4.3	Formate--tetrahydrofolate ligase	1643.01	0.16430099635251777
2.1.2.1	Glycine hydroxymethyltransferase	1632.69	0.1632689963754282
3.7.1.3	Kynureninase	1628.86	0.16288599638393078
1.6.99.3	NADH dehydrogenase	1623.26	0.16232599639636278
1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)	1619.7	0.161969996404266
3.1.26.11	Ribonuclease Z	1616.85	0.16168499641059297
2.5.1.75	tRNA dimethylallyltransferase	1612.07	0.16120699642120456
2.7.1.170	Anhydro-N-acetylmuramic acid kinase	1604.24	0.16042399643858718
2.1.1.34	tRNA (guanosine(18)-2'-O)-methyltransferase	1603.38	0.1603379964404964
2.5.1.141	Heme o synthase	1603.21	0.1603209964408738
2.2.1.9	synthase	1600.9	0.160089996446002
2.7.4.16	Thiamine-phosphate kinase	1596.07	0.15960699645672458
1.3.5.2	Dihydroorotate dehydrogenase (quinone)	1593.86	0.1593859964616308
1.3.1.76	Precorrin-2 dehydrogenase	1578.75	0.15787499649517497
1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	1574.02	0.1574019965056756
2.7.1.48	Uridine kinase	1568.82	0.15688199651721957
2.7.1.26	Riboflavin kinase	1564.33	0.1564329965271874
2.7.7.2	FAD synthase	1564.33	0.1564329965271874
4.2.1.19	Imidazoleglycerol-phosphate dehydratase	1563.67	0.1563669965286526
1.1.1.205	IMP dehydrogenase	1559.42	0.1559419965380876
4.1.1.36	Phosphopantothenoylcysteine decarboxylase	1556.61	0.15566099654432577
2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	1553.93	0.1553929965502754
2.7.1.25	Adenylyl-sulfate kinase	1547.49	0.15474899656457217
2.1.1.37	DNA (cytosine-5-)-methyltransferase	1538.92	0.1538919965835976
1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	1522	0.15219999662116
2.8.1.6	Biotin synthase	1510.24	0.15102399664726718
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	1506.48	0.1506479966556144
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	1503.16	0.1503159966629848
3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	1503.16	0.1503159966629848
1.3.3.3	Coproporphyrinogen oxidase	1497.51	0.14975099667552777
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase	1494.88	0.1494879966813664
2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	1491.57	0.14915699668871457
1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	1491.51	0.1491509966888478
6.1.1.21	Histidine--tRNA ligase	1491	0.14909999668997997
2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1475.03	0.14750299672543338
3.6.4.13	RNA helicase	1474.49	0.14744899672663217
4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	1466.35	0.14663499674470298
2.7.4.25	(d)CMP kinase	1462.98	0.14629799675218438
2.1.1.297	Peptide chain release factor N(5)-glutamine methyltransferase	1461.87	0.14618699675464858
3.1.3.15	Histidinol-phosphatase	1454.73	0.14547299677049938
2.7.4.1	Polyphosphate kinase	1451.45	0.145144996777781
2.4.1.182	Lipid-A-disaccharide synthase	1451.02	0.1451019967787356
2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	1449.47	0.1449469967821766
2.5.1.61	Hydroxymethylbilane synthase	1448.09	0.14480899678524017
2.4.2.8	Hypoxanthine phosphoribosyltransferase	1445.29	0.1445289967914562
1.7.2.2	Nitrite reductase (cytochrome  ammonia-forming)	1443.82	0.14438199679471958
4.1.1.65	Phosphatidylserine decarboxylase	1440.18	0.1440179968028004
2.8.1.8	Lipoyl synthase	1437.44	0.1437439968088832
2.4.2.29	tRNA-guanine(34) transglycosylase	1436.2	0.14361999681163598
4.1.2.4	Deoxyribose-phosphate aldolase	1433.54	0.14335399681754118
1.3.98.3	Coproporphyrinogen dehydrogenase	1431	0.14309999682318
2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	1419.34	0.14193399684906519
3.2.1.22	Alpha-galactosidase	1411.46	0.1411459968665588
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	1410.16	0.1410159968694448
1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase	1407.86	0.14078599687455076
2.1.3.3	Ornithine carbamoyltransferase	1402.57	0.1402569968862946
1.2.1.70	Glutamyl-tRNA reductase	1400.85	0.14008499689011297
3.4.13.21	Dipeptidase E	1399.89	0.1399889968922442
3.6.1.19	Transferred entry 3.6.1.9	1398.57	0.13985699689517458
2.7.11.1	Non-specific serine/threonine protein kinase	1396.81	0.13968099689908178
2.4.1.227	acetylglucosaminyltransferase	1393.91	0.1393909969055198
6.3.2.5	Phosphopantothenate--cysteine ligase (CTP)	1389.68	0.13896799691491038
1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	1387.36	0.13873599692006078
3.1.3.16	Protein-serine/threonine phosphatase	1377.21	0.1377209969425938
5.4.99.2	Methylmalonyl-CoA mutase	1374.27	0.13742699694912058
2.3.2.18	glycyltransferase	1371.8	0.13717999695460398
3.5.4.19	Phosphoribosyl-AMP cyclohydrolase	1364.67	0.1364669969704326
2.5.1.72	Quinolinate synthase	1363.75	0.136374996972475
2.3.1.122	Trehalose O-mycolyltransferase	1363.07	0.1363069969739846
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	1344.63	0.1344629970149214
5.3.1.12	Glucuronate isomerase	1343.73	0.13437299701691938
2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	1339.85	0.133984997025533
2.1.1.13	Methionine synthase	1338.05	0.133804997029529
3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	1338.05	0.133804997029529
4.1.1.48	Indole-3-glycerol-phosphate synthase	1329.02	0.1329019970495756
2.3.1.9	Acetyl-CoA C-acetyltransferase	1327.05	0.13270499705394898
4.2.1.49	Urocanate hydratase	1323.48	0.1323479970618744
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	1317.98	0.1317979970740844
5.1.1.3	Glutamate racemase	1312.94	0.1312939970852732
2.5.1.55	3-deoxy-8-phosphooctulonate synthase	1306.11	0.13061099710043578
4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase	1305.98	0.1305979971007244
2.7.1.121	Phosphoenolpyruvate--glycerone phosphotransferase	1288.65	0.128864997139197
2.7.1.113	Deoxyguanosine kinase	1287.44	0.1287439971418832
2.7.1.144	Tagatose-6-phosphate kinase	1287.14	0.1287139971425492
3.1.21.4	Type II site-specific deoxyribonuclease	1277.45	0.12774499716406099
2.5.1.6	Methionine adenosyltransferase	1271.62	0.12716199717700358
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1267.89	0.1267889971852842
4.1.1.19	Arginine decarboxylase	1263.14	0.1263139971958292
2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase	1252.24	0.1252239972200272
2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	1250.88	0.1250879972230464
1.7.99.4	Nitrate reductase	1246.55	0.12465499723265899
3.6.3.8	Transferred entry 7.2.2.10	1245.89	0.1245889972341242
3.4.13.22	D-Ala-D-Ala dipeptidase	1239.32	0.12393199724870958
3.6.5.n1	Elongation factor 4	1236.89	0.12368899725410419
1.2.1.3	Aldehyde dehydrogenase (NAD(+))	1231.13	0.1231129972668914
2.7.1.21	Thymidine kinase	1229.04	0.12290399727153119
3.1.3.25	Inositol-phosphate phosphatase	1214.84	0.12148399730305519
1.11.1.21	Catalase peroxidase	1211.24	0.1211239973110472
3.5.3.6	Arginine deiminase	1207.99	0.1207989973182622
4.4.1.5	Lactoylglutathione lyase	1194.06	0.11940599734918678
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	1186.19	0.11861899736665818
3.1.11.2	Exodeoxyribonuclease III	1183.72	0.1183719973721416
2.4.1.1	Glycogen phosphorylase	1173.01	0.11730099739591779
2.6.99.2	Pyridoxine 5'-phosphate synthase	1168.99	0.11689899740484218
1.14.13.9	Kynurenine 3-monooxygenase	1165.54	0.11655399741250119
1.1.1.2	Alcohol dehydrogenase (NADP(+))	1162.59	0.11625899741905019
2.7.4.9	dTMP kinase	1155.4	0.115539997435012
4.2.1.3	Aconitate hydratase	1153.33	0.11533299743960738
1.6.99.1	NADPH dehydrogenase	1153.13	0.1153129974400514
1.1.1.42	Isocitrate dehydrogenase (NADP(+))	1150.82	0.11508199744517959
3.1.3.48	Protein-tyrosine-phosphatase	1149.54	0.11495399744802118
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	1146.96	0.1146959974537488
2.3.1.181	Lipoyl(octanoyl) transferase	1140.48	0.11404799746813439
4.3.99.3	7-carboxy-7-deazaguanine synthase	1139.95	0.113994997469311
2.4.2.17	ATP phosphoribosyltransferase	1133.51	0.1133509974836078
1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	1133.38	0.1133379974838964
5.4.99.13	Isobutyryl-CoA mutase	1133.05	0.11330499748462898
2.7.1.6	Galactokinase	1132.19	0.1132189974865382
6.1.1.18	Glutamine--tRNA ligase	1129.75	0.11297499749195498
4.1.1.11	Aspartate 1-decarboxylase	1125.53	0.11255299750132339
2.7.2.11	Glutamate 5-kinase	1119.65	0.111964997514377
4.2.1.17	Enoyl-CoA hydratase	1109.59	0.11095899753671018
2.5.1.15	Dihydropteroate synthase	1108.1	0.11080999754001798
