ID	Name	Copies per Million (CPM)	Relative Abundance
PWY-5154	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	6550.67	0.6550670143459678
GOLPDLCAT-PWY	superpathway of glycerol degradation to 1,3-propanediol	6409.34	0.6409340140364551
GLUCOSE1PMETAB-PWY	glucose and glucose-1-phosphate degradation	6207.34	0.6207340135940751
ARO-PWY	chorismate biosynthesis I	6122.97	0.6122970134093048
PWY-3001	superpathway of L-isoleucine biosynthesis I	6092.15	0.6092150133418089
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	6084.58	0.6084580133252306
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	6066.28	0.6066280132851537
FERMENTATION-PWY	mixed acid fermentation	6049.89	0.6049890132492597
HOMOSER-METSYN-PWY	L-methionine biosynthesis I	5991.97	0.5991970131224148
RHAMCAT-PWY	L-rhamnose degradation I	5971	0.5971000130764905
P185-PWY	formaldehyde assimilation III (dihydroxyacetone cycle)	5929.67	0.5929670129859778
MET-SAM-PWY	superpathway of S-adenosyl-L-methionine biosynthesis	5880.25	0.5880250128777479
THRESYN-PWY	superpathway of L-threonine biosynthesis	5819.67	0.5819670127450777
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	5753.48	0.5753480126001216
PWY-5667	CDP-diacylglycerol biosynthesis I	5610.59	0.5610590122871926
PWY0-1319	CDP-diacylglycerol biosynthesis II	5610.59	0.5610590122871926
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	5609.32	0.5609320122844111
PWY-6936	seleno-amino acid biosynthesis (plants)	5586.99	0.5586990122355086
PWY-6901	superpathway of glucose and xylose degradation	5488.02	0.5488020120187642
GLUTORN-PWY	L-ornithine biosynthesis I	5420.4	0.5420400118706764
PWY-702	L-methionine biosynthesis II	5376.94	0.537694011775499
PWY-5097	L-lysine biosynthesis VI	5216.64	0.521664011424442
GLUCONEO-PWY	gluconeogenesis I	5199.79	0.5199790113875404
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	5087.63	0.50876301114191
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	5052.8	0.5052800110656324
PWY-6305	superpathway of putrescine biosynthesis	5040.57	0.5040570110388487
ORNDEG-PWY	superpathway of ornithine degradation	5039.57	0.5039570110366587
PWY-6628	superpathway of L-phenylalanine biosynthesis	4932.21	0.49322101080154024
PWY-2942	L-lysine biosynthesis III	4898.5	0.48985001072771533
GLYOXYLATE-BYPASS	glyoxylate cycle	4898.32	0.48983201072732113
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	4846.23	0.48462301061324403
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	4827.92	0.4827920105731452
PWY-5138	fatty acid β-oxidation IV (unsaturated, even number)	4824.45	0.48244501056554584
TRNA-CHARGING-PWY	tRNA charging	4802.93	0.4802930105184171
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	4749.06	0.47490601040044184
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	4698.03	0.46980301028868604
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	4682.9	0.4682900102555513
PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	4673.99	0.4673990102360384
SO4ASSIM-PWY	assimilatory sulfate reduction I	4662.09	0.46620901020997746
PWY-6608	guanosine nucleotides degradation III	4643.79	0.4643790101699004
PWY66-389	phytol degradation	4632.82	0.4632820101458761
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	4628.29	0.46282901013595545
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	4546.81	0.45468100995751426
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	4533.95	0.45339500992935083
PHOSLIPSYN-PWY	superpathway of phospholipid biosynthesis I (bacteria)	4416.78	0.4416780096727485
FUC-RHAMCAT-PWY	superpathway of fucose and rhamnose degradation	4412.82	0.4412820096640761
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	4408.35	0.44083500965428685
PANTO-PWY	phosphopantothenate biosynthesis I	4399.11	0.4399110096340512
PWY-6803	phosphatidylcholine acyl editing	4378.21	0.4378210095882802
PWY-4041	γ-glutamyl cycle	4374.16	0.43741600957941074
HISDEG-PWY	L-histidine degradation I	4284.82	0.4284820093837561
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	4262.5	0.4262500093348753
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	4254.6	0.4254600093175744
P461-PWY	hexitol fermentation to lactate, formate, ethanol and acetate	4241.37	0.42413700928860065
AST-PWY	L-arginine degradation II (AST pathway)	4210.33	0.42103300922062303
GALACTARDEG-PWY	D-galactarate degradation I	4194.2	0.4194200091852983
GLUCARGALACTSUPER-PWY	superpathway of D-glucarate and D-galactarate degradation	4194.2	0.4194200091852983
PWY-5686	UMP biosynthesis I	4187.3	0.4187300091701873
PWY-6151	S-adenosyl-L-methionine salvage I	4180.12	0.4180120091544631
PWY-7953	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	4167.28	0.4167280091263435
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	4165.78	0.4165780091230585
GLYCOCAT-PWY	glycogen degradation I	4161.81	0.41618100911436423
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	4154.73	0.415473009098859
LIPASYN-PWY	phospholipases	4144.37	0.4144370090761706
PWY0-1296	purine ribonucleosides degradation	4070.39	0.4070390089141544
PWY-621	sucrose degradation III (sucrose invertase)	4063.45	0.40634500889895575
FUCCAT-PWY	fucose degradation	3974.34	0.3974340087038049
P4-PWY	superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	3966.2	0.3966200086859783
PWY-5484	glycolysis II (from fructose 6-phosphate)	3965.66	0.3965660086847957
PWY-5695	inosine 5'-phosphate degradation	3954.82	0.3954820086610561
PWY-7118	chitin deacetylation	3874.22	0.3874220084845421
DAPLYSINESYN-PWY	L-lysine biosynthesis I	3870.65	0.3870650084767238
ANAEROFRUCAT-PWY	homolactic fermentation	3854.83	0.385483008442078
PWY-7221	guanosine ribonucleotides de novo biosynthesis	3854.37	0.3854370084410706
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	3801.18	0.3801180083245845
GLUCARDEG-PWY	D-glucarate degradation I	3754.63	0.37546300822264
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	3746.47	0.37464700820476954
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	3746.47	0.37464700820476954
POLYAMSYN-PWY	superpathway of polyamine biosynthesis I	3740.15	0.37401500819092875
PWY-7345	superpathway of anaerobic sucrose degradation	3715.91	0.3715910081378432
PWY-7663	gondoate biosynthesis (anaerobic)	3697.67	0.3697670080978976
PWY-6527	stachyose degradation	3691.29	0.3691290080839254
PWY-5723	Rubisco shunt	3686.58	0.3686580080736105
TCA	TCA cycle I (prokaryotic)	3670.9	0.3670900080392713
FASYN-ELONG-PWY	fatty acid elongation -- saturated	3658.39	0.36583900801187436
PWY-6700	queuosine biosynthesis I (de novo)	3649.77	0.3649770079929966
PWY-6519	8-amino-7-oxononanoate biosynthesis I	3645.49	0.36454900798362333
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis I	3625.51	0.36255100793986716
PWY0-1479	tRNA processing	3621.43	0.36214300793093196
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	3575.96	0.35759600783135265
NAGLIPASYN-PWY	lipid IVA biosynthesis (E. coli)	3559.06	0.35590600779434167
PWY-8073	lipid IVA biosynthesis (P. putida)	3559.06	0.35590600779434167
PWY-5897	superpathway of menaquinol-11 biosynthesis	3548.07	0.3548070077702736
PWY-5898	superpathway of menaquinol-12 biosynthesis	3548.07	0.3548070077702736
PWY-5899	superpathway of menaquinol-13 biosynthesis	3548.07	0.3548070077702736
HEMESYN2-PWY	heme b biosynthesis II (oxygen-independent)	3541.61	0.3541610077561262
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	3524.26	0.3524260077181297
PWY-6969	TCA cycle V (2-oxoglutarate synthase)	3504.91	0.3504910076757532
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	3500.82	0.3500820076667961
P105-PWY	TCA cycle IV (2-oxoglutarate decarboxylase)	3499.68	0.3499680076642995
PWY-7560	methylerythritol phosphate pathway II	3468.03	0.34680300759498595
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	3442.31	0.34423100753865915
PWY-7790	UMP biosynthesis II	3400.27	0.34002700744659153
PWY-7791	UMP biosynthesis III	3400.27	0.34002700744659153
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	3393.67	0.33936700743213755
PWY-5989	stearate biosynthesis II (bacteria and plants)	3381.92	0.33819200740640504
PWY1ZNC-1	assimilatory sulfate reduction IV	3361.65	0.33616500736201377
PWY-5838	superpathway of menaquinol-8 biosynthesis I	3359.62	0.33596200735756804
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	3358.68	0.3358680073555094
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	3344.46	0.3344460073243677
PWY-7664	oleate biosynthesis IV (anaerobic)	3334.12	0.33341200730172305
NONMEVIPP-PWY	methylerythritol phosphate pathway I	3261.49	0.3261490071426633
P221-PWY	octane oxidation	3245.75	0.32457500710819276
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	3231.78	0.3231780070775985
PWY-6897	thiamine diphosphate salvage II	3214.79	0.32147900704039034
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	3206.45	0.3206450070221257
PWY0-1415	superpathway of heme b biosynthesis from uroporphyrinogen-III	3201.8	0.32018000701194227
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)	3193.65	0.31936500699409376
P161-PWY	acetylene degradation (anaerobic)	3184.82	0.3184820069747561
HEME-BIOSYNTHESIS-II-1	heme b biosynthesis V (aerobic)	3184.39	0.31843900697381433
HEME-BIOSYNTHESIS-II	heme b biosynthesis I (aerobic)	3184.39	0.31843900697381433
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	3153.07	0.31530700690522356
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	3129.97	0.31299700685463455
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	3123.8	0.3123800068411222
PWY-5973	cis-vaccenate biosynthesis	3077.16	0.30771600673898064
PWY-5837	2-carboxy-1,4-naphthoquinol biosynthesis	3025.94	0.3025940066268088
P41-PWY	pyruvate fermentation to acetate and (S)-lactate I	3001.56	0.3001560065734166
PWY-5100	pyruvate fermentation to acetate and lactate II	3001.56	0.3001560065734166
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	2994.82	0.29948200655865603
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	2994.82	0.29948200655865603
PWY0-862	(5Z)-dodecenoate biosynthesis I	2981.73	0.29817300652998896
PWY0-1261	anhydromuropeptides recycling I	2976	0.29760000651744023
PWY-6630	superpathway of L-tyrosine biosynthesis	2964.22	0.296422006491642
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	2931.91	0.29319100642088314
POLYISOPRENSYN-PWY	polyisoprenoid biosynthesis (E. coli)	2911.68	0.2911680063765794
GLYCOLYSIS-E-D	superpathway of glycolysis and the Entner-Doudoroff pathway	2908.1	0.2908100063687392
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	2882.3	0.2882300063122372
PWY4LZ-257	superpathway of fermentation (Chlamydomonas reinhardtii)	2832	0.2832000062020802
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	2797.9	0.27979000612740124
PANTOSYN-PWY	superpathway of coenzyme A biosynthesis I (bacteria)	2775.29	0.2775290060778853
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	2762.51	0.27625100604989716
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	2759.01	0.2759010060422321
PWY-6609	adenine and adenosine salvage III	2752.27	0.2752270060274715
PWY-7357	thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	2751.23	0.2751230060251939
PWY-7208	superpathway of pyrimidine nucleobases salvage	2735.63	0.2735630059910299
PWY-5675	nitrate reduction V (assimilatory)	2712.78	0.27127800594098844
PWY-5659	GDP-mannose biosynthesis	2705.76	0.2705760059256146
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I (from aspartate)	2667.55	0.26675500584193473
P441-PWY	superpathway of N-acetylneuraminate degradation	2664.94	0.2664940058362188
1CMET2-PWY	folate transformations III (E. coli)	2658.96	0.2658960058231226
COA-PWY-1	superpathway of coenzyme A biosynthesis III (mammals)	2622.79	0.2622790057439103
PWY-8004	Entner-Doudoroff pathway I	2532.82	0.253282005546876
PWY-6317	D-galactose degradation I (Leloir pathway)	2523.41	0.2523410055262681
PWY-6123	inosine-5'-phosphate biosynthesis I	2510.98	0.2510980054990464
PWY-3801	sucrose degradation II (sucrose synthase)	2474.68	0.24746800541954936
COBALSYN-PWY	superpathway of adenosylcobalamin salvage from cobinamide I	2472.55	0.24725500541488468
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	2433.37	0.24333700532908048
PWY-7851	coenzyme A biosynthesis II (eukaryotic)	2433.37	0.24333700532908048
PPGPPMET-PWY	ppGpp metabolism	2419.24	0.24192400529813576
PWY-6731	starch degradation III	2367.55	0.23675500518493467
PWY-7942	5-oxo-L-proline metabolism	2336.92	0.23369200511785498
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	2336.29	0.23362900511647525
ORNARGDEG-PWY	superpathway of L-arginine and L-ornithine degradation	2336.29	0.23362900511647525
PWY-3841	folate transformations II (plants)	2289.63	0.2289630050142899
PWY0-1061	superpathway of L-alanine biosynthesis	2284.78	0.2284780050036684
PWY-6531	mannitol cycle	2259.58	0.22595800494848037
PWY-5840	superpathway of menaquinol-7 biosynthesis	2256.83	0.22568300494245785
PWY-5845	superpathway of menaquinol-9 biosynthesis	2256.83	0.22568300494245785
PWY-5850	superpathway of menaquinol-6 biosynthesis	2256.83	0.22568300494245785
PWY-5896	superpathway of menaquinol-10 biosynthesis	2256.83	0.22568300494245785
GLCMANNANAUT-PWY	superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2238.9	0.22389000490319116
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	2206.24	0.22062400483166575
PWY-5417	catechol degradation III (ortho-cleavage pathway)	2171.37	0.21713700475530046
PWY-5431	aromatic compounds degradation via β-ketoadipate	2171.37	0.21713700475530046
PWY-8131	5'-deoxyadenosine degradation II	2168.58	0.21685800474919034
PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	2090.17	0.2090170045774725
PWY-7234	inosine-5'-phosphate biosynthesis III	2080.8	0.2080800045569522
PWY-6703	preQ0 biosynthesis	2067.86	0.2067860045286136
PWY-6124	inosine-5'-phosphate biosynthesis II	2042.86	0.20428600447386355
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	2036.84	0.20368400446067977
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	2024.33	0.20243300443328285
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	2024.33	0.20243300443328285
PWY-5918	superpathway of heme b biosynthesis from glutamate	2015.43	0.20154300441379186
PWY-6895	superpathway of thiamine diphosphate biosynthesis II	2005.11	0.20051100439119107
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	1997.74	0.19977400437505075
PWY-6902	chitin degradation II (Vibrio)	1971.3	0.19713000431714717
PWY-7199	pyrimidine deoxyribonucleosides salvage	1921.77	0.19217700420867645
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	1885.46	0.18854600412915754
PWY66-409	superpathway of purine nucleotide salvage	1879.46	0.18794600411601753
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	1846.32	0.18463200404344093
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	1846.32	0.18463200404344093
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	1838.42	0.18384200402613995
PWY-801	homocysteine and cysteine interconversion	1812.08	0.18120800396845535
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to β-ketoadipate	1796.05	0.17960500393334963
PWY-6182	superpathway of salicylate degradation	1764.7	0.17647000386469314
ARGININE-SYN4-PWY	L-ornithine biosynthesis II	1729.49	0.1729490037875832
PWY-6185	4-methylcatechol degradation (ortho cleavage)	1716.95	0.17169500376012062
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	1706.88	0.17068800373806733
HISTSYN-PWY	L-histidine biosynthesis	1704.13	0.17041300373204485
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	1568.31	0.15683100343459902
PWY-6859	all-trans-farnesol biosynthesis	1549.69	0.15496900339382122
PWY-1861	formaldehyde assimilation II (assimilatory RuMP Cycle)	1541.8	0.1541800033765421
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	1491.39	0.14913900326614424
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	1450.78	0.14507800317720831
PWY-7115	C4 photosynthetic carbon assimilation cycle, NAD-ME type	1411.44	0.1411440030910537
GLYCOL-GLYOXDEG-PWY	superpathway of glycol metabolism and degradation	1409.49	0.1409490030867832
DARABCATK12-PWY	D-arabinose degradation I	1395	0.13950000305505011
PWY0-1338	polymyxin resistance	1369.53	0.1369530029992708
PWY-7858	(5Z)-dodecenoate biosynthesis II	1347.94	0.1347940029519887
PWY-6823	molybdopterin biosynthesis	1347.72	0.1347720029515069
PWY-7356	thiamine diphosphate salvage IV (yeast)	1264.09	0.12640900276835718
THREOCAT-PWY	superpathway of L-threonine metabolism	1229.52	0.12295200269264889
PWY-5920	superpathway of heme b biosynthesis from glycine	1199.11	0.11991100262605098
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	1191.03	0.11910300260835578
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	1109.45	0.11094500242969559
COLANSYN-PWY	colanic acid building blocks biosynthesis	1043.75	0.10437500228581258
ECASYN-PWY	enterobacterial common antigen biosynthesis	1003.49	0.10034900219764319
PWY-5981	CDP-diacylglycerol biosynthesis III	984.331	0.09843310215568496
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	962.68	0.09626800210826927
CITRULBIO-PWY	L-citrulline biosynthesis	928.562	0.09285620203355086
DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	918.094	0.09180940201062594
GLUDEG-I-PWY	GABA shunt	917.366	0.09173660200903161
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	890.911	0.08909110195109515
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	881.688	0.0881688019308968
PWY-7883	anhydromuropeptides recycling II	864.906	0.0864906018941442
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	852.762	0.08527620186754885
PWY-5855	ubiquinol-7 biosynthesis (early decarboxylation)	771.267	0.0771267016890748
PWY-7392	taxadiene biosynthesis (engineered)	761.645	0.07616450166800261
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	748.779	0.07487790163982606
PWY-5028	L-histidine degradation II	722.598	0.07225980158248967
PRPP-PWY	superpathway of histidine, purine, and pyrimidine biosynthesis	701.173	0.07011730153556892
PWY-7385	1,3-propanediol biosynthesis (engineered)	683.126	0.06831260149604598
PWY-8187	L-arginine degradation XIII (reductive Stickland reaction)	668.874	0.06688740146483411
PWY-6270	isoprene biosynthesis I	607.246	0.06072460132986879
NAD-BIOSYNTHESIS-II	NAD salvage pathway III (to nicotinamide riboside)	574.612	0.057461201258400325
P122-PWY	heterolactic fermentation	574.39	0.057439001257914145
DENOVOPURINE2-PWY	superpathway of purine nucleotides de novo biosynthesis II	493.749	0.049374901081310346
PWY-6606	guanosine nucleotides degradation II	490.865	0.04908650107499438
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	481.761	0.04817610105505663
PWY-2941	L-lysine biosynthesis II	474.496	0.04744960103914627
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	458.639	0.04586390100441945
PWY-6210	2-aminophenol degradation	458.639	0.04586390100441945
PWY5F9-12	biphenyl degradation	440.777	0.04407770096530166
P125-PWY	superpathway of (R,R)-butanediol biosynthesis	428.374	0.04283740093813909
PWY0-1241	ADP-L-glycero-β-D-manno-heptose biosynthesis	424.668	0.042466800930022953
PWY0-781	aspartate superpathway	421.054	0.042105400922108294
KETOGLUCONMET-PWY	ketogluconate metabolism	416.897	0.04168970091300446
PWY-6588	pyruvate fermentation to acetone	412.678	0.04126780090376485
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	399.95	0.03999500087589053
PWY-7431	aromatic biogenic amine degradation (bacteria)	268.737	0.02687370058853405
PWY-6313	serotonin degradation	266.851	0.02668510058440371
P108-PWY	pyruvate fermentation to propanoate I	263.806	0.02638060057773516
METHGLYUT-PWY	superpathway of methylglyoxal degradation	248.551	0.024855100544326707
DTDPRHAMSYN-PWY	dTDP-β-L-rhamnose biosynthesis	206.799	0.020679900452889827
PWY-6307	L-tryptophan degradation X (mammalian, via tryptamine)	203.718	0.020371800446142434
REDCITCYC	TCA cycle VI (Helicobacter)	165.901	0.016590100363323205
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	154.175	0.015417500337643261
PWY-7269	mitochondrial NADPH production (yeast)	131.554	0.013155400288103272
PWY-5647	2-nitrobenzoate degradation I	114.072	0.011407200249817688
PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle)	87.2109	0.008721090190991876
PWY-7616	methanol oxidation to carbon dioxide	74.7391	0.007473910163678634
PWY-7761	NAD salvage pathway II (PNC IV cycle)	63.5652	0.006356520139207792
PWY3O-4107	NAD salvage pathway V (PNC V cycle)	62.8439	0.006284390137628146
PWY-241	C4 photosynthetic carbon assimilation cycle, NADP-ME type	54.8301	0.005483010120077923
PWY0-1337	oleate β-oxidation	42.5154	0.004251540093108729
PWY-7094	fatty acid salvage	34.8485	0.0034848500763182176
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	32.4648	0.0032464800710979144
PWY-6549	L-glutamine biosynthesis III	32.0699	0.003206990070233083
PWY-5505	L-glutamate and L-glutamine biosynthesis	21.1093	0.002110930046229369
