Name	Tax ID	GTDB ID	Domain	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	Bacteria	0.22999999999999998	0.719608	0.589299	23093	45740
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	Bacteria	0.2	0.425384	0.451587	124134	39774
Melampsora pinitorqua Mpini7	1298852	GCA_000464645.1	Fungi	0.19	0.016869	0.016996	35783	37785
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	Bacteria	0.17	0.645735	0.404305	28750	33808
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	Bacteria	0.17	0.563119	0.460919	23455	33808
s__Anaerococcus lactolyticus GCA_000758765.1	1284686	GCA_000758765.1	Bacteria	0.17	0.566598	0.306834	27798	33808
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	Bacteria	0.16	0.29884	0.135816	25130	31819
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	Bacteria	0.15	0.416431	0.33786	25288	29830
s__Prevotella sp000479005 GCA_000479005.1	1111130	GCA_000479005.1	Bacteria	0.15	0.017299	0.008003	34125	29830
s__Prevotella colorans GCA_003096815.1	1703337	GCA_003096815.1	Bacteria	0.15	0.006935	0.005545	34751	29830
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	Bacteria	0.14	0.578834	0.576538	28522	27842
s__Prevotella sp900547085 GCA_900547085.1	159272	GCA_900547085.1	Bacteria	0.14	0.022811	0.010866	24140	27842
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	Bacteria	0.14	0.85852	0.85852	36947	27842
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	Bacteria	0.1	0.388595	0.296867	15534	19887
s__Bradyrhizobium viridifuturi GCA_002289535.1	418599	GCA_002289535.1	Bacteria	0.1	0.063233	0.012845	67685	19887
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	Bacteria	0.09	0.134534	0.036181	13323	17898
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	Bacteria	0.08	0.350616	0.325385	14096	15910
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	Bacteria	0.08	0.047662	0.033602	15520	15910
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	Bacteria	0.07	0.312684	0.286724	11192	13921
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	Bacteria	0.07	0.079871	0.051651	10107	13921
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	Bacteria	0.07	0.311496	0.311206	10407	13921
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	Bacteria	0.06	0.458817	0.253512	9948	11932
s__Bradyrhizobium sp002532045 GCA_002532045.1	142585	GCA_002532045.1	Bacteria	0.06	0.036103	0.00974	44338	11932
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	Bacteria	0.06	0.344882	0.331595	8475	11932
Hammondia hammondi	99158	GCA_000258005.2	Protists	0.05	0.024479	0.06966	18558	9943
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	Bacteria	0.05	0.046688	0.751213	9104	9943
s__Corynebacterium glucuronolyticum GCA_000156595.1	548477	GCA_000156595.1	Bacteria	0.05	0.047508	0.046962	10278	9943
s__Cutibacterium acnes	1747		Bacteria	0.05	0.371404	0.348432	10969	9943
s__Eggerthella lenta GCA_000763035.1	742768	GCA_000763035.1	Bacteria	0.05	0.291271	0.090593	16164	9943
s__Bradyrhizobium elkanii GCA_009720285.1	1419258	GCA_009720285.1	Bacteria	0.05	0.017956	0.003527	31705	9943
g__Anaerococcus	165779		Bacteria	0.05	0.126397	0.081374	8527	9943
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	Bacteria	0.05	0.403651	0.402361	8337	9943
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	Bacteria	0.04	0.150447	0.117628	8283	7955
s__Bradyrhizobium elkanii	29448		Bacteria	0.04	0.027785	0.006628	31155	7955
s__Bradyrhizobium pachyrhizi	280333		Bacteria	0.04	0.025486	0.005888	31318	7955
s__Bradyrhizobium septentrionale GCA_000426785.1	172088	GCA_000426785.1	Bacteria	0.04	0.025642	0.006498	31771	7955
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	Bacteria	0.04	0.062339	0.049531	6520	7955
s__Peptoniphilus_B duerdenii GCA_000146345.1	862517	GCA_000146345.1	Bacteria	0.04	0.009022	0.012367	6258	7955
s__Anaerococcus hydrogenalis GCA_000173355.1	561177	GCA_000173355.1	Bacteria	0.03	0.083402	0.047444	4582	5966
g__Alloscardovia	419014		Bacteria	0.02	0.503546	0.37234	3598	3977
g__Corynebacterium	1716		Bacteria	0.02	0.228077	0.044776	4959	3977
s__Aerococcus sp001809535 GCA_001836025.1	1715184	GCA_001836025.1	Bacteria	0.02	0.279006	0.162304	3584	3977
f__Staphylococcaceae	90964		Bacteria	0.02	0.5	0.5	4041	3977
s__Porphyromonas asaccharolytica GCA_000212375.1	879243	GCA_000212375.1	Bacteria	0.02	0.048677	0.0291	4422	3977
s__Klebsiella pneumoniae	573		Bacteria	0.02	0.238737	0.242991	4741	3977
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	Bacteria	0.02	0.240383	0.146894	2935	3977
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	Bacteria	0.02	0.132812	0.101781	3125	3977
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	Bacteria	0.02	0.092501	0.058505	3820	3977
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	Bacteria	0.02	0.020694	0.016339	3460	3977
Acanthamoeba palestinensis	28015	GCA_000826325.1	Protists	0.01	0.00612	0.003066	4559	1989
Pseudoperonospora cubensis	143453	GCA_000252605.1	Protists	0.01	0.004114	0.003876	4196	1989
Tuber microsphaerosporum	1455713	GCA_003521225.1	Fungi	0.01	0.00154	0.001464	3428	1989
s__Corynebacterium amycolatum_A	43765		Bacteria	0.01	0.237535	0.078125	1985	1989
s__Cutibacterium avidum	33010		Bacteria	0.01	0.096241	0.035587	1616	1989
s__Lactobacillus gasseri GCA_015546835.1	1596	GCA_015546835.1	Bacteria	0.01	0.076366	0.04372	2082	1989
s__Limosilactobacillus coleohominis_A GCA_000161935.1	575594	GCA_000161935.1	Bacteria	0.01	0.065834	0.065174	924	1989
s__Streptococcus sp001811505 GCA_001811505.1	1739309	GCA_001811505.1	Bacteria	0.01	0.07276	0.06117	1039	1989
s__Streptococcus pseudopneumoniae_L GCA_000259525.1	1095726	GCA_000259525.1	Bacteria	0.01	0.032516	0.014968	948	1989
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	Bacteria	0.01	0.192027	0.042486	2360	1989
s__Porphyromonas uenonis GCA_000482365.1	1122976	GCA_000482365.1	Bacteria	0.01	0.039103	0.021123	2029	1989
s__Porphyromonas uenonis_A GCA_000174775.1	596327	GCA_000174775.1	Bacteria	0.01	0.036056	0.0182	1741	1989
s__Porphyromonas_A sp001808555 GCA_001808555.1	1739394	GCA_001808555.1	Bacteria	0.01	0.02346	0.020401	837	1989
s__Acinetobacter baumannii GCA_000189715.2	886890	GCA_000189715.2	Bacteria	0.01	0.02383	0.025547	2042	1989
s__Bradyrhizobium ivorense	2511166		Bacteria	0.01	0.005069	0.004875	8810	1989
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	Bacteria	0.01	0.163047	0.073057	1859	1989
s__Anaerococcus nagyae GCA_003433955.1	1755241	GCA_003433955.1	Bacteria	0.01	0.08722	0.079453	843	1989
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	Bacteria	0.01	0.016585	0.014161	901	1989
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	Bacteria	0.01	0.065539	0.065099	915	1989
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	Bacteria	0.01	0.073625	0.073625	924	1989
