Name	Tax ID	Relative Abundance	Reads Frequency	Normalized Reads Frequency
Ezakiella coagulans GCA_003096635.1	46507	0.61	21149	25686
Prevotella sp000479005 GCA_000479005.1	1111130	0.57	30892	24002
Peptoniphilus_A grossensis GCA_000311825.1	1118057	0.51	19983	21475
Prevotella bergensis GCA_000160535.1	585502	0.48	30649	20212
Corynebacterium glucuronolyticum GCA_001815555.1	1739536	0.45999999999999996	24458	19370
Peptostreptococcus anaerobius GCA_000381525.1	1035196	0.45999999999999996	18762	19370
Finegoldia magna GCA_009678265.1	2584653	0.44	14771	18527
Dialister micraerophilus GCA_000194985.1	888062	0.44	10573	18527
Lawsonella clevelandensis GCA_001293125.1	1528099	0.4099999999999999	14744	17264
Finegoldia magna_F GCA_000159695.1	525282	0.4099999999999999	15079	17264
Actinotignum schaalii_A GCA_000411135.1	883067	0.33	13160	13896
Jonquetella anthropi GCA_000161995.1	645512	0.33	11483	13896
Gleimia urinae GCA_900119695.1	1689268	0.32	12196	13475
Prevotella colorans GCA_003096815.1	1703337	0.32	18065	13475
Campylobacter_B ureolyticus GCA_000597825.1	827	0.25	7894	10527
Peptoniphilus_B duerdenii GCA_000478945.1	1111133	0.25	9450	10527
Facklamia hominis GCA_000413455.1	883110	0.24	8530	10106
Varibaculum cambriense_A GCA_000508625.1	1403948	0.22	9473	9264
Winkia sp002849225 GCA_001807435.1	1581131	0.22	9122	9264
Olegusella massiliensis GCA_900078545.1	1776381	0.22	7824	9264
Peptoniphilus_A vaginalis GCA_900176605.1	1756987	0.2	7215	8422
Urinicoccus massiliensis GCA_900120405.1	1723382	0.2	7893	8422
Pauljensenia radingae_A GCA_001457875.1	1673722	0.19	8973	8001
Dermabacter hominis GCA_001807345.1	1581125	0.18	7673	7579
Porphyromonas uenonis_A GCA_000174775.1	596327	0.18	7360	7579
Corynebacterium sp001806875 GCA_001806875.1	1581069	0.16	7270	6737
Campylobacter_B ureolyticus_A GCA_000413435.1	883165	0.16	5270	6737
Peptoniphilus_C pacaensis GCA_900088125.1	1776390	0.16	5832	6737
Staphylococcus haemolyticus GCA_000261465.1	1134914	0.15	6510	6316
Aerococcus urinae_B GCA_001811135.1	1739288	0.14	5094	5895
Anaerococcus sp900258475 GCA_900258475.1	2057799	0.14	6231	5895
Veillonella parvula_A GCA_015549975.1	29466	0.14	5441	5895
Porphyromonas_A sp001808555 GCA_001808555.1	1739394	0.13	5426	5474
Campylobacter_B hominis GCA_000017585.1	360107	0.12	3985	5053
Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	0.12	4470	5053
Corynebacterium tuberculostearicum GCA_000156615.2	525264	0.11	5369	4632
Prevotella_u_t	838	0.11	5252	4632
Ndongobacter massiliensis GCA_900120375.1	1871025	0.11	4113	4632
Mobiluncus curtisii GCA_000196535.1	548479	0.1	3992	4211
Anaerococcus obesiensis GCA_001811125.1	1739286	0.1	3699	4211
Fenollaria timonensis GCA_001457835.1	1723384	0.1	3345	4211
Falseniella ignava GCA_000301055.1	883112	0.09	2849	3790
Actinotignum timonense GCA_002860685.1	1870995	0.09	3940	3790
Peptoniphilus_A harei GCA_001815405.1	1739525	0.09	3135	3790
Anaerococcus jeddahensis GCA_001182725.1	1673719	0.09	3103	3790
Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	0.08	3684	3369
Corynebacterium simulans GCA_001586215.1	146827	0.08	4169	3369
Aerococcus urinae_A GCA_000193205.1	2976812	0.07	2592	2948
Aerococcus urinae_D GCA_001809895.1	1715159	0.07	3067	2948
Actinomyces urogenitalis GCA_000159035.1	525246	0.07	3557	2948
Urinicoccus timonensis GCA_900232945.1	2024205	0.07	2632	2948
Bifidobacterium infantis GCA_902167555.1	1682	0.06	3205	2526
Anaerococcus vaginalis_C GCA_001815585.1	1739537	0.06	1976	2526
Anaerococcus lactolyticus	33032	0.06	2250	2526
Negativicoccus succinicivorans GCA_000508525.1	1403945	0.06	1499	2526
Bradyrhizobium sp003020075 GCA_000465325.1	1230476	0.06	9507	2526
Peptoniphilus_A senegalensis GCA_000321025.1	1033744	0.05	1875	2105
Anaerococcus vaginalis GCA_001812365.1	1739356	0.05	1678	2105
Peptoniphilus_E obesi GCA_000311865.1	1118062	0.05	1602	2105
Gleimia europaea_B GCA_000411155.1	883069	0.04	1321	1684
Corynebacterium aurimucosum_F GCA_000022905.1	548476	0.04	1872	1684
Corynebacterium imitans GCA_000739455.1	156978	0.04	2163	1684
Slackia exigua GCA_000293015.1	1111137	0.04	1413	1684
Porphyromonas asaccharolytica GCA_000183605.2	910312	0.04	1749	1684
Porphyromonas_A somerae GCA_000372405.1	1122975	0.04	1835	1684
Anaerococcus hydrogenalis GCA_000191745.2	879306	0.04	1511	1684
Anaerococcus senegalensis GCA_000321005.2	1033733	0.04	1529	1684
Peptococcus niger GCA_900101835.1	2741	0.04	1632	1684
Staphylococcus borealis GCA_009735325.1	2742203	0.03	1278	1263
Allobacillus salarius GCA_007559425.1	1955272	0.03	1322	1263
Fenollaria massiliensis GCA_002998695.1	2081703	0.03	898	1263
Bilophila wadsworthia GCA_000701705.1	1408428	0.03	2913	1263
Bradyrhizobium_u_t	374	0.03	4721	1263
Cutibacterium avidum GCA_000227295.1	997355	0.02	942	842
Corynebacterium_u_t	1716	0.02	906	842
Bradyrhizobium elkanii	29448	0.02	2747	842
Staphylococcus epidermidis	1282	0.01	428	421
Winkia neuii GCA_001807285.1	1581120	0.01	583	421
Brevibacterium sp001815905	1176165	0.01	679	421
Cutibacterium_u_t	1912216	0.01	557	421
Porphyromonas_A bennonis GCA_000375645.1	1122971	0.01	457	421
Anaeroglobus vaginalis	1111454	0.01	395	421
Fusobacterium polymorphum GCA_000523555.1	1357398	0.01	526	421
